2019 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Please Note: These results are not final. Event:24310 Phase:PostElection Generated:2019-06-26T08:52:07 Cycle:56a4f6ad-d221-4a9f-b794-6091d2603834 Created:2019-06-26T08:50:46 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.7.10.55954]
StateAb,DivisionID,DivisionNm,Ticket,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
NSW,103,Banks,B,0,33823,B Ticket Votes,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,1139,113,19,75,51,1397
NSW,103,Banks,B,1,33634,"KATELARIS, Andrew",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,66,7,4,1,1,79
NSW,103,Banks,B,2,33636,"BALDERSTONE, Michael",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,4,1,1,0,1,7
NSW,103,Banks,B,9998,0,Unapportioned,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
NSW,103,Banks,C,0,33809,C Ticket Votes,Health Australia Party,NMP,N,N,317,32,2,27,26,404
NSW,103,Banks,C,1,32981,"KNIGHT, Molly",Health Australia Party,NMP,N,N,27,3,2,4,2,38
NSW,103,Banks,C,2,32994,"FAIRBAIRN, Jason",Health Australia Party,NMP,N,N,1,0,0,0,0,1
NSW,103,Banks,C,9998,0,Unapportioned,Health Australia Party,NMP,N,N,0,0,0,0,0,0
NSW,103,Banks,D,0,33813,D Ticket Votes,Liberal & Nationals,LPNP,N,N,31588,1357,192,1382,2980,37499
NSW,103,Banks,D,1,33033,"HUGHES, Hollie",Liberal,LP,Y,N,490,28,8,35,55,616
NSW,103,Banks,D,2,33051,"BRAGG, Andrew",Liberal,LP,Y,N,40,3,0,4,5,52
NSW,103,Banks,D,3,33055,"DAVEY, Perin",The Nationals,NP,Y,N,24,4,0,0,1,29
NSW,103,Banks,D,4,33058,"MOLAN, Jim",Liberal,LP,N,Y,2674,57,4,50,407,3192
NSW,103,Banks,D,5,33071,"FARRAWAY, Sam",The Nationals,NP,N,N,8,1,0,1,2,12
NSW,103,Banks,D,6,33062,"FENELEY, Michael",Liberal,LP,N,N,27,1,0,6,3,37
NSW,103,Banks,D,9998,0,Unapportioned,Liberal & Nationals,LPNP,N,N,0,0,0,0,0,0
NSW,103,Banks,E,0,33822,E Ticket Votes,Pirate Party,PIR,N,N,218,17,1,17,25,278
NSW,103,Banks,E,1,33544,"AUGUST, John",Pirate Party,PIR,N,N,19,1,0,1,2,23
NSW,103,Banks,E,2,33546,"JOYCE, Sara",Pirate Party,PIR,N,N,3,0,0,0,0,3
NSW,103,Banks,E,9998,0,Unapportioned,Pirate Party,PIR,N,N,0,0,0,0,0,0
NSW,103,Banks,F,0,33797,F Ticket Votes,Affordable Housing Party,AAHP,N,N,233,29,8,16,20,306
NSW,103,Banks,F,1,32180,"POTTS, Andrew",Affordable Housing Party,AAHP,N,N,19,1,0,0,0,20
NSW,103,Banks,F,2,32182,"ZIEBELL, Anthony John",Affordable Housing Party,AAHP,N,N,2,0,0,0,0,2
NSW,103,Banks,F,9998,0,Unapportioned,Affordable Housing Party,AAHP,N,N,0,0,0,0,0,0
NSW,103,Banks,G,0,33800,G Ticket Votes,The Greens,GRN,N,N,4180,359,32,314,273,5158
NSW,103,Banks,G,1,32442,"FARUQI, Mehreen",The Greens,GRN,Y,Y,261,13,1,18,22,315
NSW,103,Banks,G,2,32448,"JACOBS, Rachael",The Greens,GRN,N,N,15,1,0,0,3,19
NSW,103,Banks,G,3,32456,"STEER, Louise",The Greens,GRN,N,N,6,1,0,1,2,10
NSW,103,Banks,G,4,32457,"CLARK, Philippa",The Greens,GRN,N,N,17,0,0,1,4,22
NSW,103,Banks,G,5,32460,"CHIA, Roz",The Greens,GRN,N,N,3,0,0,0,0,3
NSW,103,Banks,G,6,32462,"ELLSMORE, Sylvie",The Greens,GRN,N,N,7,2,0,2,2,13
NSW,103,Banks,G,9998,0,Unapportioned,The Greens,GRN,N,N,0,0,0,0,0,0
NSW,103,Banks,H,0,33804,H Ticket Votes,"Shooters, Fishers and Farmers",ASP,N,N,659,57,2,52,57,827
NSW,103,Banks,H,1,32748,"COOKE, Brett","Shooters, Fishers and Farmers",ASP,N,N,31,2,0,1,3,37
NSW,103,Banks,H,2,32755,"BORSAK, Wayne","Shooters, Fishers and Farmers",ASP,N,N,5,1,0,1,3,10
NSW,103,Banks,H,9998,0,Unapportioned,"Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
NSW,103,Banks,I,0,33817,I Ticket Votes,Australian People's Party,APEP,N,N,186,10,3,9,8,216
NSW,103,Banks,I,1,33231,"GEORGANTIS, Steven",Australian People's Party,APEP,N,N,5,0,0,0,0,5
NSW,103,Banks,I,2,33239,"TSANGARIS, Susan",Australian People's Party,APEP,N,N,2,0,0,0,0,2
NSW,103,Banks,I,9998,0,Unapportioned,Australian People's Party,APEP,N,N,0,0,0,0,0,0
NSW,103,Banks,J,0,33815,J Ticket Votes,Labor/Country Labor,ALPC,N,N,25597,1335,205,1468,1756,30361
NSW,103,Banks,J,1,33434,"SHELDON, Tony",Labor,ALP,Y,N,655,32,9,36,45,777
NSW,103,Banks,J,2,33439,"AYRES, Tim",Labor,ALP,Y,N,30,3,0,3,0,36
NSW,103,Banks,J,3,33441,"LI, Jason Yat-Sen",Labor,ALP,N,N,101,4,1,10,5,121
NSW,103,Banks,J,4,33443,"PENGELLY, Simonne",Labor,ALP,N,N,52,2,1,4,7,66
NSW,103,Banks,J,5,33447,"CHANDRALA, Aruna",Labor,ALP,N,N,23,3,0,2,0,28
NSW,103,Banks,J,6,33472,"SHEAHAN, Charlie",Country Labor,CLR,N,N,20,0,0,0,3,23
NSW,103,Banks,J,9998,0,Unapportioned,Labor/Country Labor,ALPC,N,N,0,0,0,0,0,0
NSW,103,Banks,K,0,33803,K Ticket Votes,Socialist Alliance,SAL,N,N,67,2,0,7,8,84
NSW,103,Banks,K,1,32697,"PRICE, Susan",Socialist Alliance,SAL,N,N,4,1,0,3,0,8
NSW,103,Banks,K,2,32704,"McALEAR, Joel",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,103,Banks,K,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,103,Banks,L,0,33796,L Ticket Votes,The Together Party,TTP,N,N,61,4,0,3,0,68
NSW,103,Banks,L,1,32344,"SWIVEL, Mark",The Together Party,TTP,N,N,4,0,0,0,3,7
NSW,103,Banks,L,2,32362,"KINKEAD, Belinda",The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,103,Banks,L,3,32378,"McDOWELL, Kate",The Together Party,TTP,N,N,0,0,0,0,1,1
NSW,103,Banks,L,9998,0,Unapportioned,The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,103,Banks,M,0,33789,M Ticket Votes,Australian Conservatives,ACP,N,N,284,3,2,9,15,313
NSW,103,Banks,M,1,32115,"YORK, Sophie",Australian Conservatives,ACP,N,N,55,2,0,2,6,65
NSW,103,Banks,M,2,32119,"BOSI, Riccardo",Australian Conservatives,ACP,N,N,6,0,0,0,0,6
NSW,103,Banks,M,9998,0,Unapportioned,Australian Conservatives,ACP,N,N,0,0,0,0,0,0
NSW,103,Banks,N,0,33818,N Ticket Votes,The Great Australian Party,GAP,N,N,69,11,1,6,2,89
NSW,103,Banks,N,1,33282,"HOPKINS, Matthew",The Great Australian Party,GAP,N,N,8,0,0,0,0,8
NSW,103,Banks,N,2,33301,"BURGE, Karen",The Great Australian Party,GAP,N,N,2,0,0,0,0,2
NSW,103,Banks,N,9998,0,Unapportioned,The Great Australian Party,GAP,N,N,0,0,0,0,0,0
NSW,103,Banks,O,0,33806,O Ticket Votes,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,187,14,1,8,6,216
NSW,103,Banks,O,1,32973,"THOMSON, Carolyn",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,29,1,0,1,4,35
NSW,103,Banks,O,2,32975,"YOUNG, Gary",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,2,0,0,0,1,3
NSW,103,Banks,O,3,32976,"SWANN, Paul",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,1,0,0,0,0,1
NSW,103,Banks,O,4,32978,"WHARTON, Ian",FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,2,0,0,0,1,3
NSW,103,Banks,O,9998,0,Unapportioned,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,FACN,N,N,0,0,0,0,0,0
NSW,103,Banks,P,0,33816,P Ticket Votes,Christian Democratic Party (Fred Nile Group),CDP,N,N,1778,72,12,104,135,2101
NSW,103,Banks,P,1,33078,"NILE, Silvana",Christian Democratic Party (Fred Nile Group),CDP,N,N,117,1,0,4,11,133
NSW,103,Banks,P,2,33083,"WRIGHT, Annie",Christian Democratic Party (Fred Nile Group),CDP,N,N,4,0,0,2,1,7
NSW,103,Banks,P,9998,0,Unapportioned,Christian Democratic Party (Fred Nile Group),CDP,N,N,0,0,0,0,0,0
NSW,103,Banks,Q,0,33794,Q Ticket Votes,Independents For Climate Action Now,ICAN,N,N,185,10,5,11,17,228
NSW,103,Banks,Q,1,32154,"BOWER, Rod",Independents For Climate Action Now,ICAN,N,N,37,4,1,2,1,45
NSW,103,Banks,Q,2,32159,"TAIT, Jim",Independents For Climate Action Now,ICAN,N,N,1,0,0,1,0,2
NSW,103,Banks,Q,3,32162,"SCHNEIDER, Annette",Independents For Climate Action Now,ICAN,N,N,3,1,0,0,0,4
NSW,103,Banks,Q,9998,0,Unapportioned,Independents For Climate Action Now,ICAN,N,N,0,0,0,0,0,0
NSW,103,Banks,R,0,33808,R Ticket Votes,Liberal Democrats,LDP,N,N,1459,93,12,113,85,1762
NSW,103,Banks,R,1,32979,"SPENDER, Duncan",Liberal Democrats,LDP,N,Y,32,1,0,4,3,40
NSW,103,Banks,R,2,32980,"NEVILLE, Codie",Liberal Democrats,LDP,N,N,2,0,0,1,0,3
NSW,103,Banks,R,9998,0,Unapportioned,Liberal Democrats,LDP,N,N,0,0,0,0,0,0
NSW,103,Banks,S,0,33791,S Ticket Votes,Pauline Hanson's One Nation,ON,N,N,2088,121,19,90,239,2557
NSW,103,Banks,S,1,32110,"McCULLOCH, Kate",Pauline Hanson's One Nation,ON,N,N,103,8,0,7,24,142
NSW,103,Banks,S,2,32111,"REED, Barry",Pauline Hanson's One Nation,ON,N,N,10,0,0,1,1,12
NSW,103,Banks,S,9998,0,Unapportioned,Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
NSW,103,Banks,T,0,33795,T Ticket Votes,The Women's Party,TWP,N,N,195,16,3,17,18,249
NSW,103,Banks,T,1,32136,"De VENDRE, Divvi",The Women's Party,TWP,N,N,7,0,0,0,1,8
NSW,103,Banks,T,2,32138,"LLOYD, Penelope",The Women's Party,TWP,N,N,2,0,0,0,0,2
NSW,103,Banks,T,9998,0,Unapportioned,The Women's Party,TWP,N,N,0,0,0,0,0,0
NSW,103,Banks,U,0,33810,U Ticket Votes,Seniors United Party of Australia,SUN,N,N,101,2,2,3,3,111
NSW,103,Banks,U,1,32984,"GERANTONIS, Paul",Seniors United Party of Australia,SUN,N,N,12,0,0,1,3,16
NSW,103,Banks,U,2,32987,"DUCKER, Helen",Seniors United Party of Australia,SUN,N,N,0,0,0,0,0,0
NSW,103,Banks,U,9998,0,Unapportioned,Seniors United Party of Australia,SUN,N,N,0,0,0,0,0,0
NSW,103,Banks,V,0,33812,V Ticket Votes,Socialist Equality Party,SEP,N,N,31,6,0,3,4,44
NSW,103,Banks,V,1,33015,"PHILLIPS, Richard",Socialist Equality Party,SEP,N,N,1,0,0,0,0,1
NSW,103,Banks,V,2,33017,"DAVIS, John",Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,103,Banks,V,9998,0,Unapportioned,Socialist Equality Party,SEP,N,N,0,0,0,0,0,0
NSW,103,Banks,W,0,33811,W Ticket Votes,Australian Workers Party,AWP,N,N,90,4,1,5,2,102
NSW,103,Banks,W,1,33000,"PTOLEMY, Mark",Australian Workers Party,AWP,N,N,8,0,0,1,0,9
NSW,103,Banks,W,2,33005,"NGUYEN, Maria",Australian Workers Party,AWP,N,N,0,0,0,0,0,0
NSW,103,Banks,W,9998,0,Unapportioned,Australian Workers Party,AWP,N,N,0,0,0,0,0,0
NSW,103,Banks,X,0,33814,X Ticket Votes,Australian Better Families,ABFA,N,N,96,9,5,7,3,120
NSW,103,Banks,X,1,33024,"DRURY, Jewell",Australian Better Families,ABFA,N,N,2,1,0,0,0,3
NSW,103,Banks,X,2,33039,"MOUJALLI, Peter",Australian Better Families,ABFA,N,N,0,0,0,0,0,0
NSW,103,Banks,X,9998,0,Unapportioned,Australian Better Families,ABFA,N,N,0,0,0,0,0,0
NSW,103,Banks,Y,0,33798,Y Ticket Votes,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,65,4,2,2,5,78
NSW,103,Banks,Y,1,33312,"O'NEILL, Michael",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,12,1,0,0,0,13
NSW,103,Banks,Y,2,33315,"BURNUM BURNUM, Marelle",Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,3,0,0,0,0,3
NSW,103,Banks,Y,9998,0,Unapportioned,Involuntary Medication Objectors (Vaccination/Fluoride) Party,IMO,N,N,0,0,0,0,0,0
NSW,103,Banks,Z,0,33802,Z Ticket Votes,United Australia Party,UAPP,N,N,770,48,11,48,64,941
NSW,103,Banks,Z,1,32933,"BURSTON, Brian",United Australia Party,UAPP,N,Y,19,0,0,3,2,24
NSW,103,Banks,Z,2,32935,"BERNIER, Christine Pamela",United Australia Party,UAPP,N,N,1,1,0,0,1,3
NSW,103,Banks,Z,3,32939,"MOORE, Wayne",United Australia Party,UAPP,N,N,3,0,0,0,0,3
NSW,103,Banks,Z,9998,0,Unapportioned,United Australia Party,UAPP,N,N,0,0,0,0,0,0
NSW,103,Banks,AA,0,33819,AA Ticket Votes,Democratic Labour Party,DLP,N,N,446,30,2,42,26,546
NSW,103,Banks,AA,1,33424,"HANNA, Daniel John",Democratic Labour Party,DLP,N,N,23,1,0,0,0,24
NSW,103,Banks,AA,2,33427,"O'BRIEN, Benedict Raymond Thomas",Democratic Labour Party,DLP,N,N,1,0,0,0,0,1
NSW,103,Banks,AA,9998,0,Unapportioned,Democratic Labour Party,DLP,N,N,0,0,0,0,0,0
NSW,103,Banks,AB,0,33792,AB Ticket Votes,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,76,5,0,7,3,91
NSW,103,Banks,AB,1,32123,"DEBENHAM, Nick",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,8,0,0,0,1,9
NSW,103,Banks,AB,2,32126,"FORSYTH, Guy",Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
NSW,103,Banks,AB,9998,0,Unapportioned,Climate Action! Immigration Action! Accountable Politicians!,SOL,N,N,0,0,0,0,0,0
NSW,103,Banks,AC,0,33799,AC Ticket Votes,Animal Justice Party,AJP,N,N,732,67,8,48,90,945
NSW,103,Banks,AC,1,32897,"POLLARD, Angela",Animal Justice Party,AJP,N,N,26,2,0,0,3,31
NSW,103,Banks,AC,2,32905,"DELLO-IACOVO, Michael Armando",Animal Justice Party,AJP,N,N,3,0,0,0,1,4
NSW,103,Banks,AC,3,32913,"BELLENGER, Carol",Animal Justice Party,AJP,N,N,3,0,0,0,0,3
NSW,103,Banks,AC,9998,0,Unapportioned,Animal Justice Party,AJP,N,N,0,0,0,0,0,0
NSW,103,Banks,AD,0,33820,AD Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,51,4,1,3,4,63
NSW,103,Banks,AD,1,33401,"RUSHTON, Ben",VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,3,1,0,0,1,5
NSW,103,Banks,AD,2,33405,"COTTERILL, Joanne",VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,0,0,0,0,0,0
NSW,103,Banks,AD,9998,0,Unapportioned,VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,0,0,0,0,0,0
NSW,103,Banks,AE,0,33805,AE Ticket Votes,Science Party,FUT,N,N,253,16,1,32,12,314
NSW,103,Banks,AE,1,32777,"LEONG, Andrea",Science Party,FUT,N,N,16,1,0,0,1,18
NSW,103,Banks,AE,2,32790,"SLAVICH, Eve",Science Party,FUT,N,N,0,0,0,0,1,1
NSW,103,Banks,AE,3,32803,"FURNESS, Peter",Science Party,FUT,N,N,2,0,0,0,2,4
NSW,103,Banks,AE,4,32816,"PARKER, Greg",Science Party,FUT,N,N,2,0,0,0,0,2
NSW,103,Banks,AE,9998,0,Unapportioned,Science Party,FUT,N,N,0,0,0,0,0,0
NSW,103,Banks,AF,0,33793,AF Ticket Votes,Citizens Electoral Council,CEC,N,N,21,0,0,0,1,22
NSW,103,Banks,AF,1,32141,"LAWLER, Ann",Citizens Electoral Council,CEC,N,N,2,0,0,1,0,3
NSW,103,Banks,AF,2,32142,"BUTLER, Robert",Citizens Electoral Council,CEC,N,N,1,0,0,0,0,1
NSW,103,Banks,AF,9998,0,Unapportioned,Citizens Electoral Council,CEC,N,N,0,0,0,0,0,0
NSW,103,Banks,AG,0,33807,AG Ticket Votes,Sustainable Australia,SPP,N,N,186,22,1,21,18,248
NSW,103,Banks,AG,1,32971,"BOURKE, William",Sustainable Australia,SPP,N,N,17,1,0,1,0,19
NSW,103,Banks,AG,2,32972,"GRZIC, Warren",Sustainable Australia,SPP,N,N,2,1,0,0,0,3
NSW,103,Banks,AG,9998,0,Unapportioned,Sustainable Australia,SPP,N,N,0,0,0,0,0,0
NSW,103,Banks,AH,0,33801,AH Ticket Votes,Australian Democrats,AUD,N,N,105,6,0,8,12,131
NSW,103,Banks,AH,1,32662,"MAILLER, Pete",Australian Democrats,AUD,N,N,14,0,0,0,2,16
NSW,103,Banks,AH,2,32673,"BUCKMAN, Chris",Australian Democrats,AUD,N,N,1,0,0,0,0,1
NSW,103,Banks,AH,9998,0,Unapportioned,Australian Democrats,AUD,N,N,0,0,0,0,0,0
NSW,103,Banks,AI,0,33790,AI Ticket Votes,The Small Business Party,TSBP,N,N,181,13,1,13,13,221
NSW,103,Banks,AI,1,32112,"VITHOULKAS, Angela",The Small Business Party,TSBP,N,N,4,3,1,1,1,10
NSW,103,Banks,AI,2,32113,"DOUSKOU, Fiona",The Small Business Party,TSBP,N,N,2,1,0,0,1,4
NSW,103,Banks,AI,9998,0,Unapportioned,The Small Business Party,TSBP,N,N,0,0,0,0,0,0
NSW,103,Banks,UG,1,33659,"CARMICHAEL, John William",Independent,IND,N,N,8,1,0,2,0,11
NSW,103,Banks,UG,2,32363,"HADDAD, Chifley",Independent,IND,N,N,0,0,0,0,0,0
NSW,103,Banks,UG,3,32078,"BAKER, Phil",Independent,IND,N,N,0,0,0,0,0,0
NSW,103,Banks,UG,4,33667,"DOYLE, Graeme Barry",Independent,IND,N,N,2,1,0,0,1,4
NSW,103,Banks,UG,5,33666,"ROMANOUS, John John",Independent,IND,N,N,0,0,0,0,0,0
NSW,103,Banks,UG,6,33662,"FARAJ, Hussein",Independent,IND,N,N,4,3,0,0,0,7
NSW,103,Banks,UG,7,33154,"BARBER, Russell",Love Australia or Leave,LAOL,N,N,1,1,0,0,0,2
NSW,103,Banks,UG,8,33126,"LAZARUS, Sandra",Independent,IND,N,N,1,0,0,0,0,1
NSW,103,Banks,UG,9,33665,"WAGNER, Glenn",Independent,IND,N,N,3,0,0,0,0,3
NSW,103,Banks,UG,10,33664,"O'BRIEN, David J",Independent,IND,N,N,0,0,0,0,0,0
NSW,103,Banks,UG,11,33655,"BELL, Wayne Lyndsay",Independent,IND,N,N,0,0,0,0,0,0
NSW,103,Banks,UG,12,32173,"KIRKWOOD, Michael",Independent,IND,N,N,1,0,0,0,0,1
NSW,103,Banks,UG,13,32177,"JOHNSTONE, Pamela",Independent,IND,N,N,4,0,0,1,1,6
NSW,103,Banks,UG,14,33627,"CROSSMAN, Carolyn J",Independent,IND,N,N,1,0,0,0,0,1
NSW,104,Barton,A,0,33821,A Ticket Votes,Rise Up Australia Party,RUA,N,N,603,51,10,30,4,698
NSW,104,Barton,A,1,33408,"NICHOLS, Maree",Rise Up Australia Party,RUA,N,N,62,9,0,3,1,75
NSW,104,Barton,A,2,33412,"SHIGROV, Vladimir",Rise Up Australia Party,RUA,N,N,8,0,0,2,0,10
NSW,104,Barton,A,3,33418,"TOOP, Leo",Rise Up Australia Party,RUA,N,N,1,0,0,0,0,1
NSW,104,Barton,A,9998,0,Unapportioned,Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
NSW,104,Barton,B,0,33823,B Ticket Votes,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,1199,166,21,78,53,1517
NSW,104,Barton,B,1,33634,"KATELARIS, Andrew",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,67,11,4,3,4,89
NSW,104,Barton,B,2,33636,"BALDERSTONE, Michael",Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,10,1,1,0,1,13
NSW,104,Barton,B,9998,0,Unapportioned,Help End Marijuana Prohibition (HEMP) Party,HMP,N,N,0,0,0,0,0,0
NSW,104,Barton,C,0,33809,C Ticket Votes,Health Australia Party,NMP,N,N,358,32,6,30,19,445
NSW,104,Barton,C,1,32981,"KNIGHT, Molly",Health Australia Party,NMP,N,N,34,3,0,1,3,41
NSW,104,Barton,C,2,32994,"FAIRBAIRN, Jason",Health Australia Party,NMP,N,N,1,0,0,1,0,2
NSW,104,Barton,C,9998,0,Unapportioned,Health Australia Party,NMP,N,N,0,0,0,0,0,0
NSW,104,Barton,D,0,33813,D Ticket Votes,Liberal & Nationals,LPNP,N,N,24289,1501,162,1120,1624,28696
NSW,104,Barton,D,1,33033,"HUGHES, Hollie",Liberal,LP,Y,N,501,47,3,28,26,605
NSW,104,Barton,D,2,33051,"BRAGG, Andrew",Liberal,LP,Y,N,59,4,1,4,5,73
NSW,104,Barton,D,3,33055,"DAVEY, Perin",The Nationals,NP,Y,N,23,1,0,1,0,25
NSW,104,Barton,D,4,33058,"MOLAN, Jim",Liberal,LP,N,Y,1554,36,3,29,203,1825
NSW,104,Barton,D,5,33071,"FARRAWAY, Sam",The Nationals,NP,N,N,10,1,0,0,0,11
NSW,104,Barton,D,6,33062,"FENELEY, Michael",Liberal,LP,N,N,31,3,0,1,4,39
NSW,104,Barton,D,9998,0,Unapportioned,Liberal & Nationals,LPNP,N,N,0,0,0,0,0,0
NSW,104,Barton,E,0,33822,E Ticket Votes,Pirate Party,PIR,N,N,216,25,0,11,11,263
NSW,104,Barton,E,1,33544,"AUGUST, John",Pirate Party,PIR,N,N,16,0,0,2,1,19
NSW,104,Barton,E,2,33546,"JOYCE, Sara",Pirate Party,PIR,N,N,3,1,0,1,0,5
NSW,104,Barton,E,9998,0,Unapportioned,Pirate Party,PIR,N,N,0,0,0,0,0,0
NSW,104,Barton,F,0,33797,F Ticket Votes,Affordable Housing Party,AAHP,N,N,282,36,1,11,20,350
NSW,104,Barton,F,1,32180,"POTTS, Andrew",Affordable Housing Party,AAHP,N,N,21,2,0,1,0,24
NSW,104,Barton,F,2,32182,"ZIEBELL, Anthony John",Affordable Housing Party,AAHP,N,N,4,0,0,1,0,5
NSW,104,Barton,F,9998,0,Unapportioned,Affordable Housing Party,AAHP,N,N,0,0,0,0,0,0
NSW,104,Barton,G,0,33800,G Ticket Votes,The Greens,GRN,N,N,6392,830,72,433,366,8093
NSW,104,Barton,G,1,32442,"FARUQI, Mehreen",The Greens,GRN,Y,Y,508,53,6,33,29,629
NSW,104,Barton,G,2,32448,"JACOBS, Rachael",The Greens,GRN,N,N,28,2,0,4,4,38
NSW,104,Barton,G,3,32456,"STEER, Louise",The Greens,GRN,N,N,11,1,1,2,1,16
NSW,104,Barton,G,4,32457,"CLARK, Philippa",The Greens,GRN,N,N,20,5,0,1,2,28
NSW,104,Barton,G,5,32460,"CHIA, Roz",The Greens,GRN,N,N,7,2,0,1,1,11
NSW,104,Barton,G,6,32462,"ELLSMORE, Sylvie",The Greens,GRN,N,N,19,2,0,2,0,23
NSW,104,Barton,G,9998,0,Unapportioned,The Greens,GRN,N,N,0,0,0,0,0,0
NSW,104,Barton,H,0,33804,H Ticket Votes,"Shooters, Fishers and Farmers",ASP,N,N,702,67,4,32,38,843
NSW,104,Barton,H,1,32748,"COOKE, Brett","Shooters, Fishers and Farmers",ASP,N,N,26,6,0,1,1,34
NSW,104,Barton,H,2,32755,"BORSAK, Wayne","Shooters, Fishers and Farmers",ASP,N,N,7,0,0,0,0,7
NSW,104,Barton,H,9998,0,Unapportioned,"Shooters, Fishers and Farmers",ASP,N,N,0,0,0,0,0,0
NSW,104,Barton,I,0,33817,I Ticket Votes,Australian People's Party,APEP,N,N,249,16,2,10,8,285
NSW,104,Barton,I,1,33231,"GEORGANTIS, Steven",Australian People's Party,APEP,N,N,7,1,0,0,0,8
NSW,104,Barton,I,2,33239,"TSANGARIS, Susan",Australian People's Party,APEP,N,N,1,0,0,0,0,1
NSW,104,Barton,I,9998,0,Unapportioned,Australian People's Party,APEP,N,N,0,0,0,0,0,0
NSW,104,Barton,J,0,33815,J Ticket Votes,Labor/Country Labor,ALPC,N,N,30206,2092,235,1256,1520,35309
NSW,104,Barton,J,1,33434,"SHELDON, Tony",Labor,ALP,Y,N,818,59,11,33,60,981
NSW,104,Barton,J,2,33439,"AYRES, Tim",Labor,ALP,Y,N,38,2,1,5,3,49
NSW,104,Barton,J,3,33441,"LI, Jason Yat-Sen",Labor,ALP,N,N,88,5,0,14,12,119
NSW,104,Barton,J,4,33443,"PENGELLY, Simonne",Labor,ALP,N,N,59,6,1,3,7,76
NSW,104,Barton,J,5,33447,"CHANDRALA, Aruna",Labor,ALP,N,N,32,2,0,1,2,37
NSW,104,Barton,J,6,33472,"SHEAHAN, Charlie",Country Labor,CLR,N,N,29,4,0,1,2,36
NSW,104,Barton,J,9998,0,Unapportioned,Labor/Country Labor,ALPC,N,N,0,0,0,0,0,0
NSW,104,Barton,K,0,33803,K Ticket Votes,Socialist Alliance,SAL,N,N,128,24,4,5,2,163
NSW,104,Barton,K,1,32697,"PRICE, Susan",Socialist Alliance,SAL,N,N,25,0,0,3,1,29
NSW,104,Barton,K,2,32704,"McALEAR, Joel",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,104,Barton,K,9998,0,Unapportioned,Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,104,Barton,L,0,33796,L Ticket Votes,The Together Party,TTP,N,N,107,7,1,7,3,125
NSW,104,Barton,L,1,32344,"SWIVEL, Mark",The Together Party,TTP,N,N,6,1,0,0,0,7
NSW,104,Barton,L,2,32362,"KINKEAD, Belinda",The Together Party,TTP,N,N,3,0,0,0,0,3
NSW,104,Barton,L,3,32378,"McDOWELL, Kate",The Together Party,TTP,N,N,0,1,0,0,0,1
NSW,104,Barton,L,9998,0,Unapportioned,The Together Party,TTP,N,N,0,0,0,0,0,0
NSW,104,Barton,M,0,33789,M Ticket Votes,Australian Conservatives,ACP,N,N,323,25,5,10,18,381
NSW,104,Barton,M,1,32115,"YORK, Sophie",Australian Conservatives,ACP,N,N,49,3,0,4,5,61
NSW,104,Barton,M,2,32119,"BOSI, Riccardo",Australian Conservatives,ACP,N,N,7,1,0,0,0,8
