2025 Federal Election Senate First Preferences By Polling Place for Division 192 [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:28 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Group,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
TAS,192,Bass,8290,Branxholm,B,40692,2,"COLBECK, Richard Mansell",Liberal,2
TAS,192,Bass,8290,Branxholm,B,40693,3,"MARTIN, Jacki",Liberal,1
TAS,192,Bass,8290,Branxholm,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,9
TAS,192,Bass,8290,Branxholm,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,1
TAS,192,Bass,8290,Branxholm,C,41401,2,"KELLY, Matt",Trumpet of Patriots,1
TAS,192,Bass,8290,Branxholm,C,41419,3,"SMITH, Greg",Trumpet of Patriots,0
TAS,192,Bass,8290,Branxholm,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,7
TAS,192,Bass,8290,Branxholm,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,2
TAS,192,Bass,8290,Branxholm,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,1
TAS,192,Bass,8290,Branxholm,E,42119,0,E Above-the-line Votes,Animal Justice Party,2
TAS,192,Bass,8290,Branxholm,E,41753,1,"DAVIES, Casey",Animal Justice Party,0
TAS,192,Bass,8290,Branxholm,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,0
TAS,192,Bass,8290,Branxholm,F,42112,0,F Above-the-line Votes,The Greens,14
TAS,192,Bass,8290,Branxholm,F,41165,1,"McKIM, Nick",The Greens,3
TAS,192,Bass,8290,Branxholm,F,41168,2,"BLEYER, Vanessa",The Greens,0
TAS,192,Bass,8290,Branxholm,F,41169,3,"JORDAN, Scott",The Greens,2
TAS,192,Bass,8290,Branxholm,F,41171,4,"HOARE, Trenton",The Greens,0
TAS,192,Bass,8290,Branxholm,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,16
TAS,192,Bass,8290,Branxholm,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,5
TAS,192,Bass,8290,Branxholm,G,41779,2,"HANNAN, Christine",Jacqui Lambie Network,0
TAS,192,Bass,8290,Branxholm,H,42120,0,H Above-the-line Votes,Libertarian,0
TAS,192,Bass,8290,Branxholm,H,41698,1,"ABRAHAM, Chrysten",Libertarian,1
TAS,192,Bass,8290,Branxholm,H,41701,2,"ARMSTRONG, Nicole",Libertarian,0
TAS,192,Bass,8290,Branxholm,I,42118,0,I Above-the-line Votes,Pauline Hanson's One Nation,13
TAS,192,Bass,8290,Branxholm,I,41175,1,"HANSON, Lee",Pauline Hanson's One Nation,1
TAS,192,Bass,8290,Branxholm,I,41177,2,"DUNN, James",Pauline Hanson's One Nation,0
TAS,192,Bass,8290,Branxholm,J,42114,0,J Above-the-line Votes,Citizens Party,0
TAS,192,Bass,8290,Branxholm,J,40837,1,"STAGGARD, Daryl",Citizens Party,0
TAS,192,Bass,8290,Branxholm,J,40840,2,"WILLIAMS, Ray",Citizens Party,1
TAS,192,Bass,8290,Branxholm,K,42116,0,K Above-the-line Votes,Australian Labor Party,60
TAS,192,Bass,8290,Branxholm,K,41721,1,"BROWN, Carol",Australian Labor Party,5
TAS,192,Bass,8290,Branxholm,K,41722,2,"DOWLING, Richard",Australian Labor Party,0
TAS,192,Bass,8290,Branxholm,K,41724,3,"FALLS, Bailey",Australian Labor Party,0
TAS,192,Bass,8290,Branxholm,K,41728,4,"O'DONNELL, Saxon",Australian Labor Party,0
TAS,192,Bass,8290,Branxholm,K,41730,5,"LUCKMAN, Greg",Australian Labor Party,0
TAS,192,Bass,8290,Branxholm,K,41734,6,"MEYERS, Amelia Louise",Australian Labor Party,0
TAS,192,Bass,8290,Branxholm,L,42121,0,L Above-the-line Votes,"Shooters, Fishers and Farmers Party",1
TAS,192,Bass,8290,Branxholm,L,42012,1,"BIGG, Phillip","Shooters, Fishers and Farmers Party",1
TAS,192,Bass,8290,Branxholm,L,42014,2,"ROACH, Melanie","Shooters, Fishers and Farmers Party",0
TAS,192,Bass,8290,Branxholm,UG,42066,1,"EDWARDS, Fenella",Independent,2
TAS,192,Bass,8290,Branxholm,ZZ,0,99,INFORMAL,,2
TAS,192,Bass,8291,Bridport,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,5
TAS,192,Bass,8291,Bridport,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,3
TAS,192,Bass,8291,Bridport,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,1
TAS,192,Bass,8291,Bridport,B,42111,0,B Above-the-line Votes,Liberal,328
TAS,192,Bass,8291,Bridport,B,40691,1,"CHANDLER, Claire",Liberal,16
TAS,192,Bass,8291,Bridport,B,40692,2,"COLBECK, Richard Mansell",Liberal,17
TAS,192,Bass,8291,Bridport,B,40693,3,"MARTIN, Jacki",Liberal,9
TAS,192,Bass,8291,Bridport,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,44
TAS,192,Bass,8291,Bridport,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,3
TAS,192,Bass,8291,Bridport,C,41401,2,"KELLY, Matt",Trumpet of Patriots,3
TAS,192,Bass,8291,Bridport,C,41419,3,"SMITH, Greg",Trumpet of Patriots,1
TAS,192,Bass,8291,Bridport,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,28
TAS,192,Bass,8291,Bridport,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,10
TAS,192,Bass,8291,Bridport,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,0
TAS,192,Bass,8291,Bridport,E,42119,0,E Above-the-line Votes,Animal Justice Party,7
TAS,192,Bass,8291,Bridport,E,41753,1,"DAVIES, Casey",Animal Justice Party,0
TAS,192,Bass,8291,Bridport,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,0
TAS,192,Bass,8291,Bridport,F,42112,0,F Above-the-line Votes,The Greens,46
TAS,192,Bass,8291,Bridport,F,41165,1,"McKIM, Nick",The Greens,17
TAS,192,Bass,8291,Bridport,F,41168,2,"BLEYER, Vanessa",The Greens,1
TAS,192,Bass,8291,Bridport,F,41169,3,"JORDAN, Scott",The Greens,3
TAS,192,Bass,8291,Bridport,F,41171,4,"HOARE, Trenton",The Greens,0
TAS,192,Bass,8291,Bridport,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,55
TAS,192,Bass,8291,Bridport,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,19
TAS,192,Bass,8291,Bridport,G,41779,2,"HANNAN, Christine",Jacqui Lambie Network,0
TAS,192,Bass,8291,Bridport,H,42120,0,H Above-the-line Votes,Libertarian,2
TAS,192,Bass,8291,Bridport,H,41698,1,"ABRAHAM, Chrysten",Libertarian,0
TAS,192,Bass,8291,Bridport,H,41701,2,"ARMSTRONG, Nicole",Libertarian,0
TAS,192,Bass,8291,Bridport,I,42118,0,I Above-the-line Votes,Pauline Hanson's One Nation,42
TAS,192,Bass,8291,Bridport,I,41175,1,"HANSON, Lee",Pauline Hanson's One Nation,8
TAS,192,Bass,8291,Bridport,I,41177,2,"DUNN, James",Pauline Hanson's One Nation,1
TAS,192,Bass,8291,Bridport,J,42114,0,J Above-the-line Votes,Citizens Party,5
TAS,192,Bass,8291,Bridport,J,40837,1,"STAGGARD, Daryl",Citizens Party,0
TAS,192,Bass,8291,Bridport,J,40840,2,"WILLIAMS, Ray",Citizens Party,0
TAS,192,Bass,8291,Bridport,K,42116,0,K Above-the-line Votes,Australian Labor Party,233
TAS,192,Bass,8291,Bridport,K,41721,1,"BROWN, Carol",Australian Labor Party,21
TAS,192,Bass,8291,Bridport,K,41722,2,"DOWLING, Richard",Australian Labor Party,9
TAS,192,Bass,8291,Bridport,K,41724,3,"FALLS, Bailey",Australian Labor Party,0
TAS,192,Bass,8291,Bridport,K,41728,4,"O'DONNELL, Saxon",Australian Labor Party,1
TAS,192,Bass,8291,Bridport,K,41730,5,"LUCKMAN, Greg",Australian Labor Party,1
TAS,192,Bass,8291,Bridport,K,41734,6,"MEYERS, Amelia Louise",Australian Labor Party,8
TAS,192,Bass,8291,Bridport,L,42121,0,L Above-the-line Votes,"Shooters, Fishers and Farmers Party",17
TAS,192,Bass,8291,Bridport,L,42012,1,"BIGG, Phillip","Shooters, Fishers and Farmers Party",4
TAS,192,Bass,8291,Bridport,L,42014,2,"ROACH, Melanie","Shooters, Fishers and Farmers Party",2
TAS,192,Bass,8291,Bridport,UG,42066,1,"EDWARDS, Fenella",Independent,0
TAS,192,Bass,8291,Bridport,ZZ,0,99,INFORMAL,,29
TAS,192,Bass,8293,West Launceston,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,6
TAS,192,Bass,8293,West Launceston,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,0
TAS,192,Bass,8293,West Launceston,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,0
TAS,192,Bass,8293,West Launceston,B,42111,0,B Above-the-line Votes,Liberal,216
TAS,192,Bass,8293,West Launceston,B,40691,1,"CHANDLER, Claire",Liberal,22
TAS,192,Bass,8293,West Launceston,B,40692,2,"COLBECK, Richard Mansell",Liberal,13
TAS,192,Bass,8293,West Launceston,B,40693,3,"MARTIN, Jacki",Liberal,2
TAS,192,Bass,8293,West Launceston,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,23
TAS,192,Bass,8293,West Launceston,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,0
TAS,192,Bass,8293,West Launceston,C,41401,2,"KELLY, Matt",Trumpet of Patriots,0
TAS,192,Bass,8293,West Launceston,C,41419,3,"SMITH, Greg",Trumpet of Patriots,0
TAS,192,Bass,8293,West Launceston,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,39
TAS,192,Bass,8293,West Launceston,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,2
TAS,192,Bass,8293,West Launceston,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,1
TAS,192,Bass,8293,West Launceston,E,42119,0,E Above-the-line Votes,Animal Justice Party,13
TAS,192,Bass,8293,West Launceston,E,41753,1,"DAVIES, Casey",Animal Justice Party,0
TAS,192,Bass,8293,West Launceston,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,0
TAS,192,Bass,8293,West Launceston,F,42112,0,F Above-the-line Votes,The Greens,254
TAS,192,Bass,8293,West Launceston,F,41165,1,"McKIM, Nick",The Greens,84
TAS,192,Bass,8293,West Launceston,F,41168,2,"BLEYER, Vanessa",The Greens,6
TAS,192,Bass,8293,West Launceston,F,41169,3,"JORDAN, Scott",The Greens,0
TAS,192,Bass,8293,West Launceston,F,41171,4,"HOARE, Trenton",The Greens,1
TAS,192,Bass,8293,West Launceston,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,49
TAS,192,Bass,8293,West Launceston,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,23
TAS,192,Bass,8293,West Launceston,G,41779,2,"HANNAN, Christine",Jacqui Lambie Network,0
TAS,192,Bass,8293,West Launceston,H,42120,0,H Above-the-line Votes,Libertarian,1
TAS,192,Bass,8293,West Launceston,H,41698,1,"ABRAHAM, Chrysten",Libertarian,3
TAS,192,Bass,8293,West Launceston,H,41701,2,"ARMSTRONG, Nicole",Libertarian,0
TAS,192,Bass,8293,West Launceston,I,42118,0,I Above-the-line Votes,Pauline Hanson's One Nation,40
TAS,192,Bass,8293,West Launceston,I,41175,1,"HANSON, Lee",Pauline Hanson's One Nation,9
TAS,192,Bass,8293,West Launceston,I,41177,2,"DUNN, James",Pauline Hanson's One Nation,0
TAS,192,Bass,8293,West Launceston,J,42114,0,J Above-the-line Votes,Citizens Party,5
TAS,192,Bass,8293,West Launceston,J,40837,1,"STAGGARD, Daryl",Citizens Party,0
TAS,192,Bass,8293,West Launceston,J,40840,2,"WILLIAMS, Ray",Citizens Party,0
TAS,192,Bass,8293,West Launceston,K,42116,0,K Above-the-line Votes,Australian Labor Party,353
TAS,192,Bass,8293,West Launceston,K,41721,1,"BROWN, Carol",Australian Labor Party,28
TAS,192,Bass,8293,West Launceston,K,41722,2,"DOWLING, Richard",Australian Labor Party,2
TAS,192,Bass,8293,West Launceston,K,41724,3,"FALLS, Bailey",Australian Labor Party,1
TAS,192,Bass,8293,West Launceston,K,41728,4,"O'DONNELL, Saxon",Australian Labor Party,1
TAS,192,Bass,8293,West Launceston,K,41730,5,"LUCKMAN, Greg",Australian Labor Party,1
TAS,192,Bass,8293,West Launceston,K,41734,6,"MEYERS, Amelia Louise",Australian Labor Party,6
TAS,192,Bass,8293,West Launceston,L,42121,0,L Above-the-line Votes,"Shooters, Fishers and Farmers Party",5
TAS,192,Bass,8293,West Launceston,L,42012,1,"BIGG, Phillip","Shooters, Fishers and Farmers Party",3
TAS,192,Bass,8293,West Launceston,L,42014,2,"ROACH, Melanie","Shooters, Fishers and Farmers Party",0
TAS,192,Bass,8293,West Launceston,UG,42066,1,"EDWARDS, Fenella",Independent,4
TAS,192,Bass,8293,West Launceston,ZZ,0,99,INFORMAL,,33
TAS,192,Bass,8295,Derby,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,2
TAS,192,Bass,8295,Derby,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,0
TAS,192,Bass,8295,Derby,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,0
TAS,192,Bass,8295,Derby,B,42111,0,B Above-the-line Votes,Liberal,16
TAS,192,Bass,8295,Derby,B,40691,1,"CHANDLER, Claire",Liberal,1
TAS,192,Bass,8295,Derby,B,40692,2,"COLBECK, Richard Mansell",Liberal,1
TAS,192,Bass,8295,Derby,B,40693,3,"MARTIN, Jacki",Liberal,0
TAS,192,Bass,8295,Derby,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,1
TAS,192,Bass,8295,Derby,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,1
TAS,192,Bass,8295,Derby,C,41401,2,"KELLY, Matt",Trumpet of Patriots,0
TAS,192,Bass,8295,Derby,C,41419,3,"SMITH, Greg",Trumpet of Patriots,0
TAS,192,Bass,8295,Derby,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,3
TAS,192,Bass,8295,Derby,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,0
TAS,192,Bass,8295,Derby,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,0
TAS,192,Bass,8295,Derby,E,42119,0,E Above-the-line Votes,Animal Justice Party,0
TAS,192,Bass,8295,Derby,E,41753,1,"DAVIES, Casey",Animal Justice Party,0
TAS,192,Bass,8295,Derby,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,0
TAS,192,Bass,8295,Derby,F,42112,0,F Above-the-line Votes,The Greens,23
TAS,192,Bass,8295,Derby,F,41165,1,"McKIM, Nick",The Greens,6
TAS,192,Bass,8295,Derby,F,41168,2,"BLEYER, Vanessa",The Greens,0
TAS,192,Bass,8295,Derby,F,41169,3,"JORDAN, Scott",The Greens,1
TAS,192,Bass,8295,Derby,F,41171,4,"HOARE, Trenton",The Greens,0
TAS,192,Bass,8295,Derby,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,4
TAS,192,Bass,8295,Derby,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,0
TAS,192,Bass,8295,Derby,G,41779,2,"HANNAN, Christine",Jacqui Lambie Network,0
TAS,192,Bass,8295,Derby,H,42120,0,H Above-the-line Votes,Libertarian,1
TAS,192,Bass,8295,Derby,H,41698,1,"ABRAHAM, Chrysten",Libertarian,0
TAS,192,Bass,8295,Derby,H,41701,2,"ARMSTRONG, Nicole",Libertarian,0
TAS,192,Bass,8295,Derby,I,42118,0,I Above-the-line Votes,Pauline Hanson's One Nation,7
TAS,192,Bass,8295,Derby,I,41175,1,"HANSON, Lee",Pauline Hanson's One Nation,1
TAS,192,Bass,8295,Derby,I,41177,2,"DUNN, James",Pauline Hanson's One Nation,0
TAS,192,Bass,8295,Derby,J,42114,0,J Above-the-line Votes,Citizens Party,1
TAS,192,Bass,8295,Derby,J,40837,1,"STAGGARD, Daryl",Citizens Party,0
TAS,192,Bass,8295,Derby,J,40840,2,"WILLIAMS, Ray",Citizens Party,0
TAS,192,Bass,8295,Derby,K,42116,0,K Above-the-line Votes,Australian Labor Party,27
TAS,192,Bass,8295,Derby,K,41721,1,"BROWN, Carol",Australian Labor Party,5
TAS,192,Bass,8295,Derby,K,41722,2,"DOWLING, Richard",Australian Labor Party,0
TAS,192,Bass,8295,Derby,K,41724,3,"FALLS, Bailey",Australian Labor Party,1
TAS,192,Bass,8295,Derby,K,41728,4,"O'DONNELL, Saxon",Australian Labor Party,0
TAS,192,Bass,8295,Derby,K,41730,5,"LUCKMAN, Greg",Australian Labor Party,0
TAS,192,Bass,8295,Derby,K,41734,6,"MEYERS, Amelia Louise",Australian Labor Party,0
TAS,192,Bass,8295,Derby,L,42121,0,L Above-the-line Votes,"Shooters, Fishers and Farmers Party",2
TAS,192,Bass,8295,Derby,L,42012,1,"BIGG, Phillip","Shooters, Fishers and Farmers Party",1
TAS,192,Bass,8295,Derby,L,42014,2,"ROACH, Melanie","Shooters, Fishers and Farmers Party",0
TAS,192,Bass,8295,Derby,UG,42066,1,"EDWARDS, Fenella",Independent,0
TAS,192,Bass,8295,Derby,ZZ,0,99,INFORMAL,,2
TAS,192,Bass,8296,Dilston,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,6
TAS,192,Bass,8296,Dilston,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,1
TAS,192,Bass,8296,Dilston,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,0
TAS,192,Bass,8296,Dilston,B,42111,0,B Above-the-line Votes,Liberal,178
TAS,192,Bass,8296,Dilston,B,40691,1,"CHANDLER, Claire",Liberal,8
TAS,192,Bass,8296,Dilston,B,40692,2,"COLBECK, Richard Mansell",Liberal,4
TAS,192,Bass,8296,Dilston,B,40693,3,"MARTIN, Jacki",Liberal,0
TAS,192,Bass,8296,Dilston,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,25
TAS,192,Bass,8296,Dilston,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,4
TAS,192,Bass,8296,Dilston,C,41401,2,"KELLY, Matt",Trumpet of Patriots,1
TAS,192,Bass,8296,Dilston,C,41419,3,"SMITH, Greg",Trumpet of Patriots,1
TAS,192,Bass,8296,Dilston,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,13
TAS,192,Bass,8296,Dilston,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,1
TAS,192,Bass,8296,Dilston,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,0
TAS,192,Bass,8296,Dilston,E,42119,0,E Above-the-line Votes,Animal Justice Party,9
TAS,192,Bass,8296,Dilston,E,41753,1,"DAVIES, Casey",Animal Justice Party,3
TAS,192,Bass,8296,Dilston,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,1
TAS,192,Bass,8296,Dilston,F,42112,0,F Above-the-line Votes,The Greens,69
TAS,192,Bass,8296,Dilston,F,41165,1,"McKIM, Nick",The Greens,24
TAS,192,Bass,8296,Dilston,F,41168,2,"BLEYER, Vanessa",The Greens,4
TAS,192,Bass,8296,Dilston,F,41169,3,"JORDAN, Scott",The Greens,0
TAS,192,Bass,8296,Dilston,F,41171,4,"HOARE, Trenton",The Greens,1
TAS,192,Bass,8296,Dilston,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,41
TAS,192,Bass,8296,Dilston,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,8
TAS,192,Bass,8296,Dilston,G,41779,2,"HANNAN, Christine",Jacqui Lambie Network,0
TAS,192,Bass,8296,Dilston,H,42120,0,H Above-the-line Votes,Libertarian,3
TAS,192,Bass,8296,Dilston,H,41698,1,"ABRAHAM, Chrysten",Libertarian,2
TAS,192,Bass,8296,Dilston,H,41701,2,"ARMSTRONG, Nicole",Libertarian,0
TAS,192,Bass,8296,Dilston,I,42118,0,I Above-the-line Votes,Pauline Hanson's One Nation,21
TAS,192,Bass,8296,Dilston,I,41175,1,"HANSON, Lee",Pauline Hanson's One Nation,6
TAS,192,Bass,8296,Dilston,I,41177,2,"DUNN, James",Pauline Hanson's One Nation,0
TAS,192,Bass,8296,Dilston,J,42114,0,J Above-the-line Votes,Citizens Party,3
TAS,192,Bass,8296,Dilston,J,40837,1,"STAGGARD, Daryl",Citizens Party,1
TAS,192,Bass,8296,Dilston,J,40840,2,"WILLIAMS, Ray",Citizens Party,0
TAS,192,Bass,8296,Dilston,K,42116,0,K Above-the-line Votes,Australian Labor Party,132
TAS,192,Bass,8296,Dilston,K,41721,1,"BROWN, Carol",Australian Labor Party,9
TAS,192,Bass,8296,Dilston,K,41722,2,"DOWLING, Richard",Australian Labor Party,2
TAS,192,Bass,8296,Dilston,K,41724,3,"FALLS, Bailey",Australian Labor Party,2
TAS,192,Bass,8296,Dilston,K,41728,4,"O'DONNELL, Saxon",Australian Labor Party,1
TAS,192,Bass,8296,Dilston,K,41730,5,"LUCKMAN, Greg",Australian Labor Party,1
TAS,192,Bass,8296,Dilston,K,41734,6,"MEYERS, Amelia Louise",Australian Labor Party,3
TAS,192,Bass,8296,Dilston,L,42121,0,L Above-the-line Votes,"Shooters, Fishers and Farmers Party",13
TAS,192,Bass,8296,Dilston,L,42012,1,"BIGG, Phillip","Shooters, Fishers and Farmers Party",2
TAS,192,Bass,8296,Dilston,L,42014,2,"ROACH, Melanie","Shooters, Fishers and Farmers Party",0
TAS,192,Bass,8296,Dilston,UG,42066,1,"EDWARDS, Fenella",Independent,0
TAS,192,Bass,8296,Dilston,ZZ,0,99,INFORMAL,,22
TAS,192,Bass,8301,George Town,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,23
TAS,192,Bass,8301,George Town,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,4
