2025 Federal Election Senate First Preferences By Polling Place for Division 196 [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:29 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Group,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
TAS,196,Lyons,8509,Gagebrook,UG,42066,1,"EDWARDS, Fenella",Independent,2
TAS,196,Lyons,8509,Gagebrook,ZZ,0,99,INFORMAL,,69
TAS,196,Lyons,8550,Avoca,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,3
TAS,196,Lyons,8550,Avoca,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,1
TAS,196,Lyons,8550,Avoca,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,0
TAS,196,Lyons,8550,Avoca,B,42111,0,B Above-the-line Votes,Liberal,29
TAS,196,Lyons,8550,Avoca,B,40691,1,"CHANDLER, Claire",Liberal,3
TAS,196,Lyons,8550,Avoca,B,40692,2,"COLBECK, Richard Mansell",Liberal,1
TAS,196,Lyons,8550,Avoca,B,40693,3,"MARTIN, Jacki",Liberal,2
TAS,196,Lyons,8550,Avoca,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,2
TAS,196,Lyons,8550,Avoca,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,0
TAS,196,Lyons,8550,Avoca,C,41401,2,"KELLY, Matt",Trumpet of Patriots,0
TAS,196,Lyons,8550,Avoca,C,41419,3,"SMITH, Greg",Trumpet of Patriots,0
TAS,196,Lyons,8550,Avoca,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,5
TAS,196,Lyons,8550,Avoca,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,2
TAS,196,Lyons,8550,Avoca,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,0
TAS,196,Lyons,8550,Avoca,E,42119,0,E Above-the-line Votes,Animal Justice Party,1
TAS,196,Lyons,8550,Avoca,E,41753,1,"DAVIES, Casey",Animal Justice Party,0
TAS,196,Lyons,8550,Avoca,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,0
TAS,196,Lyons,8550,Avoca,F,42112,0,F Above-the-line Votes,The Greens,9
TAS,196,Lyons,8550,Avoca,F,41165,1,"McKIM, Nick",The Greens,4
TAS,196,Lyons,8550,Avoca,F,41168,2,"BLEYER, Vanessa",The Greens,0
TAS,196,Lyons,8550,Avoca,F,41169,3,"JORDAN, Scott",The Greens,0
TAS,196,Lyons,8550,Avoca,F,41171,4,"HOARE, Trenton",The Greens,0
TAS,196,Lyons,8550,Avoca,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,14
TAS,196,Lyons,8550,Avoca,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,1
