2025 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:12 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,Group,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
NSW,108,Bradfield,A,6,41859,"ROARTY, Heather",Labor,ALP,N,N,72,4,0,4,16,96
NSW,108,Bradfield,B,0,42131,B Above-the-line Votes,,,N,N,171,11,0,9,40,231
NSW,108,Bradfield,B,1,40822,"BODDY, Max",,,N,N,15,1,0,0,0,16
NSW,108,Bradfield,B,2,40816,"DOVE, Warwick",,,N,N,4,0,0,0,2,6
NSW,108,Bradfield,C,0,42147,C Above-the-line Votes,Australia's Voice,AV,N,N,318,21,1,16,50,406
NSW,108,Bradfield,C,1,42093,"DARWICHE, Emanie Samira",Australia's Voice,AV,N,N,17,0,0,1,0,18
NSW,108,Bradfield,C,2,42095,"GEORGE, Graham",Australia's Voice,AV,N,N,4,0,0,0,0,4
NSW,108,Bradfield,D,0,42142,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,379,17,3,19,70,488
NSW,108,Bradfield,D,1,41787,"WHITICKER, Miles",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,31,0,0,1,9,41
NSW,108,Bradfield,D,2,41795,"POTTS, Andrew",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,6,0,0,3,0,9
NSW,108,Bradfield,E,0,42133,E Above-the-line Votes,Family First,FFPA,N,N,970,36,2,28,134,1170
NSW,108,Bradfield,E,1,40806,"SHELTON, Lyle",Family First,FFPA,N,N,94,1,0,3,10,108
NSW,108,Bradfield,E,2,40814,"MASTERS, Roseanne",Family First,FFPA,N,N,8,0,0,0,1,9
NSW,108,Bradfield,F,0,42140,F Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,1485,82,0,48,232,1847
NSW,108,Bradfield,F,1,41754,"STACEY, Warwick",Pauline Hanson's One Nation,ON,Y,N,78,4,2,6,24,114
NSW,108,Bradfield,F,2,41760,"THOMPSON, Rebecca",Pauline Hanson's One Nation,ON,N,N,4,0,0,0,2,6
NSW,108,Bradfield,G,0,42134,G Above-the-line Votes,Animal Justice Party,AJP,N,N,959,42,3,37,180,1221
NSW,108,Bradfield,G,1,40792,"KERIN, Emma",Animal Justice Party,AJP,N,N,57,2,0,3,17,79
NSW,108,Bradfield,G,2,40797,"STELLINO, Matt",Animal Justice Party,AJP,N,N,2,0,0,0,0,2
NSW,108,Bradfield,H,0,42139,H Above-the-line Votes,Australian Christians,AUC,N,N,1163,40,2,26,137,1368
NSW,108,Bradfield,H,1,41897,"WOLFSON, Asher",Australian Christians,AUC,N,N,77,1,0,3,7,88
NSW,108,Bradfield,H,2,41909,"FISCHER, Duncan Gregg",Australian Christians,AUC,N,N,7,0,0,0,1,8
NSW,108,Bradfield,I,0,42143,I Above-the-line Votes,Libertarian / HEART / Gerard Rennick People First,PFHL,N,N,1580,53,0,41,162,1836
NSW,108,Bradfield,I,1,42038,"KELLY, Craig",Libertarian,LTP,N,N,83,1,0,1,11,96
NSW,108,Bradfield,I,2,42048,"O'NEILL, Michael",HEART Party,IMO,N,N,11,1,0,0,0,12
NSW,108,Bradfield,I,3,42077,"SEDMAN, Tracy",Gerard Rennick People First,GRPF,N,N,22,1,0,0,0,23
NSW,108,Bradfield,I,4,42057,"CHRISTOU, Steve",Libertarian,LTP,N,N,4,2,0,0,2,8
NSW,108,Bradfield,I,5,42047,"QUTAMI, Sonia",HEART Party,IMO,N,N,3,0,0,0,0,3
NSW,108,Bradfield,J,0,42132,J Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,1923,120,3,56,183,2285
NSW,108,Bradfield,J,1,40826,"HUNT, Miles",Legalise Cannabis Party,HMP,N,N,87,8,0,3,6,104
NSW,108,Bradfield,J,2,40831,"BALDERSTONE, Michael",Legalise Cannabis Party,HMP,N,N,2,0,0,0,0,2
NSW,108,Bradfield,J,3,40844,"ELLISTON, Tia",Legalise Cannabis Party,HMP,N,N,8,1,0,1,1,11
NSW,108,Bradfield,K,0,42141,K Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,388,17,1,15,61,482
NSW,108,Bradfield,K,1,42094,"BOURKE, William",Sustainable Australia Party - Universal Basic Income,SPP,N,N,31,2,0,3,11,47
NSW,108,Bradfield,K,2,42091,"CAMPBELL, Petra",Sustainable Australia Party - Universal Basic Income,SPP,N,N,13,0,0,0,1,14
NSW,108,Bradfield,L,0,42146,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,376,18,1,13,42,450
NSW,108,Bradfield,L,1,42087,"WHYMAN, Owen D",Indigenous - Aboriginal Party of Australia,IAP,N,N,42,0,0,0,9,51
NSW,108,Bradfield,L,2,42088,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,3,0,0,0,0,3
NSW,108,Bradfield,M,0,42138,M Above-the-line Votes,Trumpet of Patriots,CYA,N,N,866,45,1,31,111,1054
NSW,108,Bradfield,M,1,41676,"NILE, Silvana",Trumpet of Patriots,CYA,N,N,33,1,1,2,8,45
NSW,108,Bradfield,M,2,41694,"ROBERTSON, Andrew",Trumpet of Patriots,CYA,N,N,4,1,0,0,0,5
NSW,108,Bradfield,M,3,41733,"MARTIN, Michelle",Trumpet of Patriots,CYA,N,N,5,0,0,0,1,6
NSW,108,Bradfield,N,0,42135,N Above-the-line Votes,Liberal & Nationals,LPNP,N,N,35185,882,64,1000,6053,43184
NSW,108,Bradfield,N,1,41880,"BRAGG, Andrew",Liberal,LP,Y,Y,663,14,3,28,225,933
NSW,108,Bradfield,N,2,41905,"COLLINS, Jessica",Liberal,LP,Y,N,103,3,0,3,29,138
NSW,108,Bradfield,N,3,41916,"DAVEY, Perin",The Nationals,NP,N,Y,32,0,0,2,7,41
NSW,108,Bradfield,N,4,41923,"HUGHES, Hollie",Liberal,LP,N,Y,84,1,2,1,22,110
NSW,108,Bradfield,N,5,41932,"McARTHUR, Juliana",The Nationals,NP,N,N,26,1,0,1,3,31
NSW,108,Bradfield,N,6,41936,"BRINSMEAD, Rhiannon",Liberal,LP,N,N,30,1,0,0,11,42
NSW,108,Bradfield,O,0,42136,O Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,883,8,1,24,171,1087
NSW,108,Bradfield,O,1,41946,"KOLOMEITZ, Glenn Raymond",Jacqui Lambie Network,JLN,N,N,65,1,0,3,19,88
NSW,108,Bradfield,O,2,41957,"SAHAY, Nikhita",Jacqui Lambie Network,JLN,N,N,5,0,0,0,1,6
NSW,108,Bradfield,P,0,42130,P Above-the-line Votes,Citizens Party,CEC,N,N,218,6,0,6,37,267
NSW,108,Bradfield,P,1,40834,"SCHMULOW, Andy",Citizens Party,CEC,N,N,33,0,0,1,9,43
