2025 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:12 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,Group,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
QLD,165,Herbert,S,1,40675,"WILLMOTT, Jim",Libertarian,LTP,N,N,17,1,0,2,0,20
QLD,165,Herbert,S,2,40679,"LADE, Lachlan",Libertarian,LTP,N,N,6,0,0,0,0,6
QLD,165,Herbert,UG,1,42017,"HOLMES, Gilbert",Independent,IND,N,N,50,1,0,1,1,53
QLD,165,Herbert,UG,2,41563,"DONOHUE, Danny",Independent,IND,N,N,3,0,0,0,0,3
QLD,165,Herbert,UG,3,42018,"WONG, Duke",Independent,IND,N,N,9,0,0,1,0,10
QLD,165,Herbert,UG,4,40681,"BROWN, Jason",Independent,IND,N,N,11,0,0,1,2,14
QLD,166,Hinkler,A,0,42189,A Above-the-line Votes,Socialist Alliance,SAL,N,N,451,19,4,23,32,529
QLD,166,Hinkler,A,1,41271,"STRAUSS, Jonathan",Socialist Alliance,SAL,N,N,76,3,3,1,3,86
QLD,166,Hinkler,A,2,41272,"EMANUEL, Kamala",Socialist Alliance,SAL,N,N,12,1,1,1,3,18
QLD,166,Hinkler,B,0,42187,B Above-the-line Votes,Trumpet of Patriots,CYA,N,N,3636,106,19,173,398,4332
QLD,166,Hinkler,B,1,41585,"FONG, Harry",Trumpet of Patriots,CYA,N,N,113,3,2,7,17,142
QLD,166,Hinkler,B,2,41592,"McMULLAN, Robert",Trumpet of Patriots,CYA,N,N,36,0,1,1,5,43
QLD,166,Hinkler,B,3,41596,"McCLAER, David",Trumpet of Patriots,CYA,N,N,15,1,0,1,2,19
QLD,166,Hinkler,C,0,42176,C Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,1043,55,8,53,83,1242
QLD,166,Hinkler,C,1,40612,"WHARTON, Wayne CoCo",Indigenous - Aboriginal Party of Australia,IAP,N,N,68,8,0,3,8,87
QLD,166,Hinkler,C,2,40613,"DAVIS, Marnie Laree",Indigenous - Aboriginal Party of Australia,IAP,N,N,10,1,0,3,2,16
QLD,166,Hinkler,D,0,42179,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,187,2,2,11,27,229
QLD,166,Hinkler,D,1,40682,"SIMPSON, Chris",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,17,0,0,0,0,17
QLD,166,Hinkler,D,2,40683,"JORDAN, Frank",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,1,1,0,0,1,3
QLD,166,Hinkler,E,0,42185,E Above-the-line Votes,Australia's Voice,AV,N,N,690,27,1,30,76,824
QLD,166,Hinkler,E,1,41226,"McDONALD, Michelle",Australia's Voice,AV,N,N,35,3,0,1,3,42
QLD,166,Hinkler,E,2,41235,"LECKIE, Cameron McClure",Australia's Voice,AV,N,N,5,0,0,0,0,5
QLD,166,Hinkler,E,3,41239,"McGUIRE, Aidan",Australia's Voice,AV,N,N,2,0,0,0,0,2
QLD,166,Hinkler,F,0,42194,F Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,1740,30,5,84,476,2335
QLD,166,Hinkler,F,1,41818,"HARPER, Ange",Jacqui Lambie Network,JLN,N,N,80,2,0,3,32,117
QLD,166,Hinkler,F,2,41845,"SCHRAMM, Craig",Jacqui Lambie Network,JLN,N,N,3,0,0,0,1,4
QLD,166,Hinkler,G,0,42188,G Above-the-line Votes,Gerard Rennick People First|Katter's Australian Party,GRKA,N,N,3722,86,9,143,354,4314
QLD,166,Hinkler,G,1,41462,"RENNICK, Gerard",Gerard Rennick People First,GRPF,N,Y,347,9,1,22,65,444
QLD,166,Hinkler,G,2,41468,"LYON, Robert",Katter's Australian Party (KAP),KAP,N,N,6,2,0,1,4,13
QLD,166,Hinkler,H,0,42191,H Above-the-line Votes,Australian Democrats,AUD,N,N,347,8,1,21,50,427
QLD,166,Hinkler,H,1,41493,"ROBERTS, Scott Frazer",Australian Democrats,AUD,N,N,20,2,0,1,9,32
QLD,166,Hinkler,H,2,41496,"PULLAR, Luke Daniel",Australian Democrats,AUD,N,N,1,0,0,1,0,2
QLD,166,Hinkler,I,0,42184,I Above-the-line Votes,LNP,LNP,N,N,27631,398,45,1231,5914,35219
QLD,166,Hinkler,I,1,41132,"SCARR, Paul",LNP,LNP,Y,Y,474,9,3,32,195,713
QLD,166,Hinkler,I,2,41137,"McDONALD, Susan",LNP,LNP,Y,Y,63,2,0,3,24,92
QLD,166,Hinkler,I,3,41139,"FRASER, Stuart",LNP,LNP,N,N,35,0,0,1,10,46
QLD,166,Hinkler,I,4,41150,"LI, Sophia",LNP,LNP,N,N,15,0,0,1,5,21
QLD,166,Hinkler,I,5,41152,"TUNNEY, Yvonne",LNP,LNP,N,N,3,0,0,0,1,4
QLD,166,Hinkler,I,6,41154,"ZHUANG, Peter",LNP,LNP,N,N,11,1,0,0,3,15
QLD,166,Hinkler,J,0,42180,J Above-the-line Votes,Australian Labor Party,ALP,N,N,24948,380,45,1005,4561,30939
QLD,166,Hinkler,J,1,40703,"GREEN, Nita",Australian Labor Party,ALP,Y,Y,464,8,1,22,166,661
QLD,166,Hinkler,J,2,40704,"MULHOLLAND, Corinne",Australian Labor Party,ALP,Y,N,37,0,0,0,17,54
QLD,166,Hinkler,J,3,40705,"CASEY, Peter",Australian Labor Party,ALP,N,N,48,0,0,3,21,72
QLD,166,Hinkler,J,4,40708,"SHANKEY, Danielle",Australian Labor Party,ALP,N,N,23,0,0,0,6,29
QLD,166,Hinkler,J,5,40709,"CHISHOLM, Melinda",Australian Labor Party,ALP,N,N,32,0,0,0,7,39
QLD,166,Hinkler,J,6,40712,"BAILEY, Brianna",Australian Labor Party,ALP,N,N,52,1,0,0,8,61
QLD,166,Hinkler,K,0,42192,K Above-the-line Votes,Great Australian Party & HEART Party,GAHE,N,N,165,7,3,5,17,197
QLD,166,Hinkler,K,1,41570,"BAY, William",The Great Australian Party,GAP,N,N,12,0,0,2,3,17
QLD,166,Hinkler,K,2,41575,"SMITH, Catherine",HEART Party,IMO,N,N,7,0,0,1,1,9
QLD,166,Hinkler,L,0,42177,L Above-the-line Votes,Citizens Party,CEC,N,N,173,2,0,5,10,190
QLD,166,Hinkler,L,1,40642,"PUKALLUS, Jan",Citizens Party,CEC,N,N,12,1,0,0,3,16
QLD,166,Hinkler,L,2,40643,"HEALY, Richard Frederick",Citizens Party,CEC,N,N,0,0,0,0,0,0
QLD,166,Hinkler,M,0,42190,M Above-the-line Votes,Animal Justice Party,AJP,N,N,706,24,4,26,164,924
QLD,166,Hinkler,M,1,41492,"JENSZ, Michelle",Animal Justice Party,AJP,N,N,29,1,0,2,7,39
QLD,166,Hinkler,M,2,41495,"DILLON, Gregory",Animal Justice Party,AJP,N,N,1,0,0,1,1,3
QLD,166,Hinkler,N,0,42181,N Above-the-line Votes,Family First,FFPA,N,N,1723,50,17,64,185,2039
QLD,166,Hinkler,N,1,40794,"LUSH, Katie",Family First,FFPA,N,N,114,2,1,4,13,134
QLD,166,Hinkler,N,2,40799,"FULLER, Karen",Family First,FFPA,N,N,11,2,0,0,0,13
QLD,166,Hinkler,O,0,42183,O Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,3650,170,26,154,420,4420
QLD,166,Hinkler,O,1,40954,"JONES, Belinda",Legalise Cannabis Party,HMP,N,N,171,7,1,5,13,197
QLD,166,Hinkler,O,2,40957,"LINDSAY, Melody",Legalise Cannabis Party,HMP,N,N,14,0,0,0,2,16
QLD,166,Hinkler,P,0,42186,P Above-the-line Votes,The Greens,GRN,N,N,4172,135,18,226,592,5143
QLD,166,Hinkler,P,1,41246,"WATERS, Larissa",The Greens,GRN,Y,Y,257,8,2,13,70,350
QLD,166,Hinkler,P,2,41257,"SIDHU, Navdeep Singh",The Greens,GRN,N,N,10,0,0,0,2,12
QLD,166,Hinkler,P,3,41261,"GARTON, Claire",The Greens,GRN,N,N,7,1,0,1,1,10
QLD,166,Hinkler,P,4,41265,"COX, Jennifer",The Greens,GRN,N,N,8,0,0,1,3,12
QLD,166,Hinkler,P,5,41266,"McARDLE, Melissa",The Greens,GRN,N,N,9,1,0,0,0,10
QLD,166,Hinkler,P,6,41269,"KENNEDY, Kirsten",The Greens,GRN,N,N,4,0,0,2,0,6
QLD,166,Hinkler,Q,0,42182,Q Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,8948,230,31,485,1582,11276
QLD,166,Hinkler,Q,1,40889,"ROBERTS, Malcolm",Pauline Hanson's One Nation,ON,Y,Y,419,15,1,22,92,549
QLD,166,Hinkler,Q,2,40893,"COURT, Geena",Pauline Hanson's One Nation,ON,N,N,25,0,0,0,11,36
QLD,166,Hinkler,R,0,42193,R Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,167,3,2,14,39,225
QLD,166,Hinkler,R,1,41552,"MARTIN, Rhett",Sustainable Australia Party - Universal Basic Income,SPP,N,N,9,1,0,1,4,15
QLD,166,Hinkler,R,2,41554,"HONNIBALL, Ross",Sustainable Australia Party - Universal Basic Income,SPP,N,N,2,0,0,0,0,2
QLD,166,Hinkler,S,0,42178,S Above-the-line Votes,Libertarian,LTP,N,N,366,10,1,20,32,429
QLD,166,Hinkler,S,1,40675,"WILLMOTT, Jim",Libertarian,LTP,N,N,42,0,0,1,2,45
QLD,166,Hinkler,S,2,40679,"LADE, Lachlan",Libertarian,LTP,N,N,2,0,0,1,0,3
QLD,166,Hinkler,UG,1,42017,"HOLMES, Gilbert",Independent,IND,N,N,34,1,0,3,13,51
QLD,166,Hinkler,UG,2,41563,"DONOHUE, Danny",Independent,IND,N,N,3,0,0,0,1,4
QLD,166,Hinkler,UG,3,42018,"WONG, Duke",Independent,IND,N,N,5,1,0,0,8,14
QLD,166,Hinkler,UG,4,40681,"BROWN, Jason",Independent,IND,N,N,9,0,0,0,5,14
QLD,167,Kennedy,A,0,42189,A Above-the-line Votes,Socialist Alliance,SAL,N,N,838,26,8,27,26,925
QLD,167,Kennedy,A,1,41271,"STRAUSS, Jonathan",Socialist Alliance,SAL,N,N,153,6,3,9,4,175
QLD,167,Kennedy,A,2,41272,"EMANUEL, Kamala",Socialist Alliance,SAL,N,N,22,1,0,1,0,24
QLD,167,Kennedy,B,0,42187,B Above-the-line Votes,Trumpet of Patriots,CYA,N,N,3084,133,34,111,198,3560
QLD,167,Kennedy,B,1,41585,"FONG, Harry",Trumpet of Patriots,CYA,N,N,127,3,1,4,9,144
QLD,167,Kennedy,B,2,41592,"McMULLAN, Robert",Trumpet of Patriots,CYA,N,N,53,0,1,0,2,56
QLD,167,Kennedy,B,3,41596,"McCLAER, David",Trumpet of Patriots,CYA,N,N,22,0,0,0,1,23
QLD,167,Kennedy,C,0,42176,C Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,2321,120,37,75,35,2588
QLD,167,Kennedy,C,1,40612,"WHARTON, Wayne CoCo",Indigenous - Aboriginal Party of Australia,IAP,N,N,169,12,4,2,3,190
QLD,167,Kennedy,C,2,40613,"DAVIS, Marnie Laree",Indigenous - Aboriginal Party of Australia,IAP,N,N,34,3,1,0,3,41
QLD,167,Kennedy,D,0,42179,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,203,7,4,8,22,244
QLD,167,Kennedy,D,1,40682,"SIMPSON, Chris",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,25,2,1,2,1,31
QLD,167,Kennedy,D,2,40683,"JORDAN, Frank",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,7,0,0,0,1,8
QLD,167,Kennedy,E,0,42185,E Above-the-line Votes,Australia's Voice,AV,N,N,794,28,11,31,32,896
QLD,167,Kennedy,E,1,41226,"McDONALD, Michelle",Australia's Voice,AV,N,N,58,2,0,1,2,63
QLD,167,Kennedy,E,2,41235,"LECKIE, Cameron McClure",Australia's Voice,AV,N,N,5,1,0,0,0,6
QLD,167,Kennedy,E,3,41239,"McGUIRE, Aidan",Australia's Voice,AV,N,N,7,0,0,0,2,9
QLD,167,Kennedy,F,0,42194,F Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,1364,40,8,64,160,1636
QLD,167,Kennedy,F,1,41818,"HARPER, Ange",Jacqui Lambie Network,JLN,N,N,71,2,0,2,6,81
QLD,167,Kennedy,F,2,41845,"SCHRAMM, Craig",Jacqui Lambie Network,JLN,N,N,3,0,0,0,0,3
QLD,167,Kennedy,G,0,42188,G Above-the-line Votes,Gerard Rennick People First|Katter's Australian Party,GRKA,N,N,17482,384,63,461,1653,20043
QLD,167,Kennedy,G,1,41462,"RENNICK, Gerard",Gerard Rennick People First,GRPF,N,Y,663,21,4,24,92,804
QLD,167,Kennedy,G,2,41468,"LYON, Robert",Katter's Australian Party (KAP),KAP,N,N,189,2,1,2,46,240
QLD,167,Kennedy,H,0,42191,H Above-the-line Votes,Australian Democrats,AUD,N,N,349,19,2,15,25,410
QLD,167,Kennedy,H,1,41493,"ROBERTS, Scott Frazer",Australian Democrats,AUD,N,N,28,0,1,2,0,31
QLD,167,Kennedy,H,2,41496,"PULLAR, Luke Daniel",Australian Democrats,AUD,N,N,6,0,0,0,0,6
QLD,167,Kennedy,I,0,42184,I Above-the-line Votes,LNP,LNP,N,N,21559,549,75,840,2822,25845
QLD,167,Kennedy,I,1,41132,"SCARR, Paul",LNP,LNP,Y,Y,441,22,3,17,73,556
QLD,167,Kennedy,I,2,41137,"McDONALD, Susan",LNP,LNP,Y,Y,264,6,1,15,140,426
QLD,167,Kennedy,I,3,41139,"FRASER, Stuart",LNP,LNP,N,N,12,2,0,5,8,27
QLD,167,Kennedy,I,4,41150,"LI, Sophia",LNP,LNP,N,N,13,1,0,1,2,17
QLD,167,Kennedy,I,5,41152,"TUNNEY, Yvonne",LNP,LNP,N,N,18,1,0,3,15,37
QLD,167,Kennedy,I,6,41154,"ZHUANG, Peter",LNP,LNP,N,N,10,1,0,0,2,13
QLD,167,Kennedy,J,0,42180,J Above-the-line Votes,Australian Labor Party,ALP,N,N,18207,593,88,661,1420,20969
QLD,167,Kennedy,J,1,40703,"GREEN, Nita",Australian Labor Party,ALP,Y,Y,499,16,4,25,73,617
QLD,167,Kennedy,J,2,40704,"MULHOLLAND, Corinne",Australian Labor Party,ALP,Y,N,27,4,0,2,4,37
QLD,167,Kennedy,J,3,40705,"CASEY, Peter",Australian Labor Party,ALP,N,N,47,1,0,3,6,57
QLD,167,Kennedy,J,4,40708,"SHANKEY, Danielle",Australian Labor Party,ALP,N,N,30,0,0,1,2,33
QLD,167,Kennedy,J,5,40709,"CHISHOLM, Melinda",Australian Labor Party,ALP,N,N,23,0,0,0,4,27
QLD,167,Kennedy,J,6,40712,"BAILEY, Brianna",Australian Labor Party,ALP,N,N,42,0,0,4,6,52
QLD,167,Kennedy,K,0,42192,K Above-the-line Votes,Great Australian Party & HEART Party,GAHE,N,N,216,5,3,6,17,247
QLD,167,Kennedy,K,1,41570,"BAY, William",The Great Australian Party,GAP,N,N,17,0,1,0,0,18
QLD,167,Kennedy,K,2,41575,"SMITH, Catherine",HEART Party,IMO,N,N,5,1,0,0,0,6
QLD,167,Kennedy,L,0,42177,L Above-the-line Votes,Citizens Party,CEC,N,N,175,10,2,8,16,211
QLD,167,Kennedy,L,1,40642,"PUKALLUS, Jan",Citizens Party,CEC,N,N,19,1,0,1,0,21
QLD,167,Kennedy,L,2,40643,"HEALY, Richard Frederick",Citizens Party,CEC,N,N,6,0,0,0,0,6
QLD,167,Kennedy,M,0,42190,M Above-the-line Votes,Animal Justice Party,AJP,N,N,650,25,6,28,89,798
QLD,167,Kennedy,M,1,41492,"JENSZ, Michelle",Animal Justice Party,AJP,N,N,46,1,0,1,6,54
QLD,167,Kennedy,M,2,41495,"DILLON, Gregory",Animal Justice Party,AJP,N,N,3,0,0,0,0,3
QLD,167,Kennedy,N,0,42181,N Above-the-line Votes,Family First,FFPA,N,N,1313,47,7,46,94,1507
QLD,167,Kennedy,N,1,40794,"LUSH, Katie",Family First,FFPA,N,N,106,5,0,2,10,123
QLD,167,Kennedy,N,2,40799,"FULLER, Karen",Family First,FFPA,N,N,11,0,0,2,0,13
QLD,167,Kennedy,O,0,42183,O Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,3038,150,39,111,190,3528
QLD,167,Kennedy,O,1,40954,"JONES, Belinda",Legalise Cannabis Party,HMP,N,N,163,10,2,10,6,191
QLD,167,Kennedy,O,2,40957,"LINDSAY, Melody",Legalise Cannabis Party,HMP,N,N,16,0,0,0,1,17
QLD,167,Kennedy,P,0,42186,P Above-the-line Votes,The Greens,GRN,N,N,4314,192,36,212,336,5090
QLD,167,Kennedy,P,1,41246,"WATERS, Larissa",The Greens,GRN,Y,Y,307,12,1,15,41,376
QLD,167,Kennedy,P,2,41257,"SIDHU, Navdeep Singh",The Greens,GRN,N,N,6,1,0,0,1,8
QLD,167,Kennedy,P,3,41261,"GARTON, Claire",The Greens,GRN,N,N,4,0,0,0,0,4
QLD,167,Kennedy,P,4,41265,"COX, Jennifer",The Greens,GRN,N,N,18,1,0,1,3,23
QLD,167,Kennedy,P,5,41266,"McARDLE, Melissa",The Greens,GRN,N,N,4,0,0,0,1,5
QLD,167,Kennedy,P,6,41269,"KENNEDY, Kirsten",The Greens,GRN,N,N,33,3,0,2,0,38
QLD,167,Kennedy,Q,0,42182,Q Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,8449,234,48,364,913,10008
QLD,167,Kennedy,Q,1,40889,"ROBERTS, Malcolm",Pauline Hanson's One Nation,ON,Y,Y,515,18,4,29,81,647
QLD,167,Kennedy,Q,2,40893,"COURT, Geena",Pauline Hanson's One Nation,ON,N,N,34,0,0,1,10,45
QLD,167,Kennedy,R,0,42193,R Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,185,7,5,10,12,219
QLD,167,Kennedy,R,1,41552,"MARTIN, Rhett",Sustainable Australia Party - Universal Basic Income,SPP,N,N,22,0,0,0,1,23
QLD,167,Kennedy,R,2,41554,"HONNIBALL, Ross",Sustainable Australia Party - Universal Basic Income,SPP,N,N,3,0,0,0,0,3
QLD,167,Kennedy,S,0,42178,S Above-the-line Votes,Libertarian,LTP,N,N,281,10,3,17,11,322
QLD,167,Kennedy,S,1,40675,"WILLMOTT, Jim",Libertarian,LTP,N,N,24,0,0,4,0,28
QLD,167,Kennedy,S,2,40679,"LADE, Lachlan",Libertarian,LTP,N,N,4,0,0,0,0,4
QLD,167,Kennedy,UG,1,42017,"HOLMES, Gilbert",Independent,IND,N,N,42,3,0,2,5,52
QLD,167,Kennedy,UG,2,41563,"DONOHUE, Danny",Independent,IND,N,N,4,1,0,1,0,6
QLD,167,Kennedy,UG,3,42018,"WONG, Duke",Independent,IND,N,N,9,0,0,0,4,13
QLD,167,Kennedy,UG,4,40681,"BROWN, Jason",Independent,IND,N,N,7,1,0,1,5,14
QLD,168,Leichhardt,A,0,42189,A Above-the-line Votes,Socialist Alliance,SAL,N,N,751,25,9,46,50,881
QLD,168,Leichhardt,A,1,41271,"STRAUSS, Jonathan",Socialist Alliance,SAL,N,N,203,3,2,9,8,225
QLD,168,Leichhardt,A,2,41272,"EMANUEL, Kamala",Socialist Alliance,SAL,N,N,36,0,1,2,2,41
QLD,168,Leichhardt,B,0,42187,B Above-the-line Votes,Trumpet of Patriots,CYA,N,N,2179,58,12,112,245,2606
QLD,168,Leichhardt,B,1,41585,"FONG, Harry",Trumpet of Patriots,CYA,N,N,121,1,0,5,4,131
QLD,168,Leichhardt,B,2,41592,"McMULLAN, Robert",Trumpet of Patriots,CYA,N,N,32,1,0,3,1,37
QLD,168,Leichhardt,B,3,41596,"McCLAER, David",Trumpet of Patriots,CYA,N,N,10,0,0,0,2,12
QLD,168,Leichhardt,C,0,42176,C Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,2685,131,44,113,71,3044
QLD,168,Leichhardt,C,1,40612,"WHARTON, Wayne CoCo",Indigenous - Aboriginal Party of Australia,IAP,N,N,212,8,5,13,7,245
QLD,168,Leichhardt,C,2,40613,"DAVIS, Marnie Laree",Indigenous - Aboriginal Party of Australia,IAP,N,N,56,5,1,2,2,66
QLD,168,Leichhardt,D,0,42179,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,201,5,2,16,28,252
QLD,168,Leichhardt,D,1,40682,"SIMPSON, Chris",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,25,0,0,2,2,29
QLD,168,Leichhardt,D,2,40683,"JORDAN, Frank",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,1,0,0,0,0,1
QLD,168,Leichhardt,E,0,42185,E Above-the-line Votes,Australia's Voice,AV,N,N,585,17,3,34,29,668
QLD,168,Leichhardt,E,1,41226,"McDONALD, Michelle",Australia's Voice,AV,N,N,52,2,1,3,4,62
QLD,168,Leichhardt,E,2,41235,"LECKIE, Cameron McClure",Australia's Voice,AV,N,N,6,0,0,2,0,8
QLD,168,Leichhardt,E,3,41239,"McGUIRE, Aidan",Australia's Voice,AV,N,N,2,0,0,0,0,2
QLD,168,Leichhardt,F,0,42194,F Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,1076,22,2,68,228,1396
QLD,168,Leichhardt,F,1,41818,"HARPER, Ange",Jacqui Lambie Network,JLN,N,N,50,2,0,2,14,68
QLD,168,Leichhardt,F,2,41845,"SCHRAMM, Craig",Jacqui Lambie Network,JLN,N,N,6,0,0,0,0,6
QLD,168,Leichhardt,G,0,42188,G Above-the-line Votes,Gerard Rennick People First|Katter's Australian Party,GRKA,N,N,4615,130,21,236,572,5574
QLD,168,Leichhardt,G,1,41462,"RENNICK, Gerard",Gerard Rennick People First,GRPF,N,Y,403,18,3,25,64,513
QLD,168,Leichhardt,G,2,41468,"LYON, Robert",Katter's Australian Party (KAP),KAP,N,N,44,0,1,3,12,60
QLD,168,Leichhardt,H,0,42191,H Above-the-line Votes,Australian Democrats,AUD,N,N,320,6,2,16,42,386
QLD,168,Leichhardt,H,1,41493,"ROBERTS, Scott Frazer",Australian Democrats,AUD,N,N,34,2,1,1,1,39
QLD,168,Leichhardt,H,2,41496,"PULLAR, Luke Daniel",Australian Democrats,AUD,N,N,2,0,0,0,3,5
QLD,168,Leichhardt,I,0,42184,I Above-the-line Votes,LNP,LNP,N,N,18541,301,61,878,3266,23047
QLD,168,Leichhardt,I,1,41132,"SCARR, Paul",LNP,LNP,Y,Y,302,8,1,21,69,401
QLD,168,Leichhardt,I,2,41137,"McDONALD, Susan",LNP,LNP,Y,Y,84,1,0,4,40,129
QLD,168,Leichhardt,I,3,41139,"FRASER, Stuart",LNP,LNP,N,N,38,0,0,3,5,46
QLD,168,Leichhardt,I,4,41150,"LI, Sophia",LNP,LNP,N,N,16,0,0,0,2,18
QLD,168,Leichhardt,I,5,41152,"TUNNEY, Yvonne",LNP,LNP,N,N,12,0,0,1,3,16
QLD,168,Leichhardt,I,6,41154,"ZHUANG, Peter",LNP,LNP,N,N,11,0,0,0,1,12
QLD,168,Leichhardt,J,0,42180,J Above-the-line Votes,Australian Labor Party,ALP,N,N,24847,495,111,1146,3117,29716
QLD,168,Leichhardt,J,1,40703,"GREEN, Nita",Australian Labor Party,ALP,Y,Y,645,13,6,36,118,818
QLD,168,Leichhardt,J,2,40704,"MULHOLLAND, Corinne",Australian Labor Party,ALP,Y,N,37,1,1,4,8,51
QLD,168,Leichhardt,J,3,40705,"CASEY, Peter",Australian Labor Party,ALP,N,N,73,4,0,4,7,88
QLD,168,Leichhardt,J,4,40708,"SHANKEY, Danielle",Australian Labor Party,ALP,N,N,21,0,0,2,3,26
QLD,168,Leichhardt,J,5,40709,"CHISHOLM, Melinda",Australian Labor Party,ALP,N,N,21,0,0,4,5,30
QLD,168,Leichhardt,J,6,40712,"BAILEY, Brianna",Australian Labor Party,ALP,N,N,44,1,1,5,5,56
QLD,168,Leichhardt,K,0,42192,K Above-the-line Votes,Great Australian Party & HEART Party,GAHE,N,N,173,4,1,7,14,199
QLD,168,Leichhardt,K,1,41570,"BAY, William",The Great Australian Party,GAP,N,N,22,0,0,0,1,23
QLD,168,Leichhardt,K,2,41575,"SMITH, Catherine",HEART Party,IMO,N,N,27,0,0,0,0,27
QLD,168,Leichhardt,L,0,42177,L Above-the-line Votes,Citizens Party,CEC,N,N,158,3,1,2,13,177
QLD,168,Leichhardt,L,1,40642,"PUKALLUS, Jan",Citizens Party,CEC,N,N,12,1,0,0,0,13
QLD,168,Leichhardt,L,2,40643,"HEALY, Richard Frederick",Citizens Party,CEC,N,N,5,0,0,0,0,5
QLD,168,Leichhardt,M,0,42190,M Above-the-line Votes,Animal Justice Party,AJP,N,N,619,20,3,33,125,800
QLD,168,Leichhardt,M,1,41492,"JENSZ, Michelle",Animal Justice Party,AJP,N,N,36,1,0,1,8,46
QLD,168,Leichhardt,M,2,41495,"DILLON, Gregory",Animal Justice Party,AJP,N,N,4,0,0,0,1,5
QLD,168,Leichhardt,N,0,42181,N Above-the-line Votes,Family First,FFPA,N,N,1164,48,9,48,137,1406
QLD,168,Leichhardt,N,1,40794,"LUSH, Katie",Family First,FFPA,N,N,90,3,2,9,8,112
QLD,168,Leichhardt,N,2,40799,"FULLER, Karen",Family First,FFPA,N,N,8,0,0,0,1,9
QLD,168,Leichhardt,O,0,42183,O Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,2940,135,37,127,268,3507
QLD,168,Leichhardt,O,1,40954,"JONES, Belinda",Legalise Cannabis Party,HMP,N,N,135,6,0,5,15,161
QLD,168,Leichhardt,O,2,40957,"LINDSAY, Melody",Legalise Cannabis Party,HMP,N,N,19,1,0,0,3,23
QLD,168,Leichhardt,P,0,42186,P Above-the-line Votes,The Greens,GRN,N,N,6302,193,42,424,677,7638
QLD,168,Leichhardt,P,1,41246,"WATERS, Larissa",The Greens,GRN,Y,Y,468,21,3,31,70,593
QLD,168,Leichhardt,P,2,41257,"SIDHU, Navdeep Singh",The Greens,GRN,N,N,14,1,0,0,2,17
QLD,168,Leichhardt,P,3,41261,"GARTON, Claire",The Greens,GRN,N,N,14,0,0,2,5,21
QLD,168,Leichhardt,P,4,41265,"COX, Jennifer",The Greens,GRN,N,N,6,0,0,1,2,9
QLD,168,Leichhardt,P,5,41266,"McARDLE, Melissa",The Greens,GRN,N,N,10,0,0,0,2,12
QLD,168,Leichhardt,P,6,41269,"KENNEDY, Kirsten",The Greens,GRN,N,N,13,1,0,3,3,20
QLD,168,Leichhardt,Q,0,42182,Q Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,5601,137,26,307,831,6902
QLD,168,Leichhardt,Q,1,40889,"ROBERTS, Malcolm",Pauline Hanson's One Nation,ON,Y,Y,276,8,0,15,59,358
QLD,168,Leichhardt,Q,2,40893,"COURT, Geena",Pauline Hanson's One Nation,ON,N,N,60,1,2,3,16,82
QLD,168,Leichhardt,R,0,42193,R Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,128,5,0,17,29,179
QLD,168,Leichhardt,R,1,41552,"MARTIN, Rhett",Sustainable Australia Party - Universal Basic Income,SPP,N,N,15,1,0,1,4,21
