2016 Federal Election Senate First Preferences By Polling Place for Division 195 [Event:20499 Phase:FinalResults Generated:2017-05-11T17:38:14 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
TAS,195,Franklin,8493,Adventure Bay,A,29632,0,A Ticket Votes,Family First,1
TAS,195,Franklin,8493,Adventure Bay,A,28588,1,"MADDEN, Peter",Family First,1
TAS,195,Franklin,8493,Adventure Bay,A,28589,2,"ROBERTS, Andrew",Family First,0
TAS,195,Franklin,8493,Adventure Bay,B,29627,0,B Ticket Votes,Australian Labor Party,23
TAS,195,Franklin,8493,Adventure Bay,B,28590,1,"URQUHART, Anne",Australian Labor Party,1
TAS,195,Franklin,8493,Adventure Bay,B,28591,2,"POLLEY, Helen",Australian Labor Party,2
TAS,195,Franklin,8493,Adventure Bay,B,28592,3,"BROWN, Carol",Australian Labor Party,7
TAS,195,Franklin,8493,Adventure Bay,B,28593,4,"BILYK, Catryna",Australian Labor Party,0
TAS,195,Franklin,8493,Adventure Bay,B,28594,5,"SHORT, John",Australian Labor Party,0
TAS,195,Franklin,8493,Adventure Bay,B,28595,6,"SINGH, Lisa",Australian Labor Party,10
TAS,195,Franklin,8493,Adventure Bay,C,29622,0,C Ticket Votes,The Greens,17
TAS,195,Franklin,8493,Adventure Bay,C,28367,1,"WHISH-WILSON, Peter",The Greens,12
TAS,195,Franklin,8493,Adventure Bay,C,28368,2,"McKIM, Nick",The Greens,7
TAS,195,Franklin,8493,Adventure Bay,C,28370,3,"REYNOLDS, Anna",The Greens,1
TAS,195,Franklin,8493,Adventure Bay,D,29629,0,D Ticket Votes,Christian Democratic Party (Fred Nile Group),0
TAS,195,Franklin,8493,Adventure Bay,D,28596,1,"NERO-NILE, Silvana",Christian Democratic Party (Fred Nile Group),0
TAS,195,Franklin,8493,Adventure Bay,D,28597,2,"GORA, Mishka",Christian Democratic Party (Fred Nile Group),0
TAS,195,Franklin,8493,Adventure Bay,E,29630,0,E Ticket Votes,Nick Xenophon Team,2
TAS,195,Franklin,8493,Adventure Bay,E,28598,1,"HOULT, Michelle",Nick Xenophon Team,0
TAS,195,Franklin,8493,Adventure Bay,E,28599,2,"COHEN, Nicky",Nick Xenophon Team,0
TAS,195,Franklin,8493,Adventure Bay,F,29626,0,F Ticket Votes,Liberal,32
TAS,195,Franklin,8493,Adventure Bay,F,28580,1,"ABETZ, Eric",Liberal,4
TAS,195,Franklin,8493,Adventure Bay,F,28581,2,"PARRY, Stephen",Liberal,0
TAS,195,Franklin,8493,Adventure Bay,F,28582,3,"DUNIAM, Jonathon",Liberal,0
TAS,195,Franklin,8493,Adventure Bay,F,28583,4,"BUSHBY, David",Liberal,2
TAS,195,Franklin,8493,Adventure Bay,F,28584,5,"COLBECK, Richard",Liberal,6
TAS,195,Franklin,8493,Adventure Bay,F,28585,6,"TUCKER, John",Liberal,0
TAS,195,Franklin,8493,Adventure Bay,G,29636,0,G Ticket Votes,Palmer United Party,0
TAS,195,Franklin,8493,Adventure Bay,G,29135,1,"MORGAN, Kevin",Palmer United Party,0
TAS,195,Franklin,8493,Adventure Bay,G,29139,2,"STRINGER, Justin Leigh",Palmer United Party,0
TAS,195,Franklin,8493,Adventure Bay,G,29141,3,"VON STIEGLITZ, Quentin",Palmer United Party,0
TAS,195,Franklin,8493,Adventure Bay,H,29635,0,H Ticket Votes,Australian Sex Party/Marijuana (HEMP) Party,3
TAS,195,Franklin,8493,Adventure Bay,H,29302,1,"COLLINS, Francesca",Australian Sex Party,0
TAS,195,Franklin,8493,Adventure Bay,H,29307,2,"OWEN, Matt",Marijuana (HEMP) Party,0
TAS,195,Franklin,8493,Adventure Bay,I,29623,0,I Ticket Votes,Pauline Hanson's One Nation,3
TAS,195,Franklin,8493,Adventure Bay,I,28374,1,"McCULLOCH, Kate",Pauline Hanson's One Nation,2
TAS,195,Franklin,8493,Adventure Bay,I,28375,2,"MANZI, Natasia",Pauline Hanson's One Nation,0
TAS,195,Franklin,8493,Adventure Bay,J,29631,0,J Ticket Votes,Derryn Hinch's Justice Party,1
TAS,195,Franklin,8493,Adventure Bay,J,28600,1,"CASS, Suzanne",Derryn Hinch's Justice Party,0
TAS,195,Franklin,8493,Adventure Bay,J,28601,2,"BAKER, Daniel",Derryn Hinch's Justice Party,0
TAS,195,Franklin,8493,Adventure Bay,K,29619,0,K Ticket Votes,Citizens Electoral Council,0
TAS,195,Franklin,8493,Adventure Bay,K,28047,1,"THORNTON, Meg",Citizens Electoral Council,0
TAS,195,Franklin,8493,Adventure Bay,K,28048,2,"KUCINA, Steve",Citizens Electoral Council,0
TAS,195,Franklin,8493,Adventure Bay,L,29628,0,L Ticket Votes,Renewable Energy Party,0
TAS,195,Franklin,8493,Adventure Bay,L,28586,1,"MANSON, Rob",Renewable Energy Party,1
TAS,195,Franklin,8493,Adventure Bay,L,28587,2,"JOYCE, Sharon",Renewable Energy Party,0
TAS,195,Franklin,8493,Adventure Bay,M,29624,0,M Ticket Votes,Jacqui Lambie Network,10
TAS,195,Franklin,8493,Adventure Bay,M,28361,1,"LAMBIE, Jacqui",Jacqui Lambie Network,10
TAS,195,Franklin,8493,Adventure Bay,M,28363,2,"MARTIN, Steve",Jacqui Lambie Network,0
