2016 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:20499 Phase:FinalResults Generated:2017-05-16T15:44:16 Cycle:1c16bc24-2305-4e98-b136-89dead4ad909 Created:2016-09-05T17:43:14 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192],,,,,,,,,,,,,,,,
StateAb,DivisionID,DivisionNm,Ticket,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
QLD,304,Blair,U,0,29766,U Ticket Votes,Renewable Energy Party,REP,N,N,98,13,2,2,15,130
QLD,304,Blair,U,1,28482,"MOYLAN, James",Renewable Energy Party,REP,N,N,13,1,0,0,2,16
QLD,304,Blair,U,2,28485,"GUNDRUM, MaryBeth",Renewable Energy Party,REP,N,N,2,0,0,1,1,4
QLD,304,Blair,V,0,29791,V Ticket Votes,Australian Sex Party/Marijuana (HEMP) Party,SXHM,N,N,849,81,9,26,73,1038
QLD,304,Blair,V,1,29537,"BRISTOW, Robin",Australian Sex Party,ASXP,N,N,56,5,3,4,1,69
QLD,304,Blair,V,2,29539,"HOWES, Therese",Marijuana (HEMP) Party,HMP,N,N,21,2,0,0,3,26
QLD,304,Blair,V,3,29541,"PATTEN, Kirsty",Australian Sex Party,ASXP,N,N,1,1,0,0,2,4
QLD,304,Blair,W,0,29771,W Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,45,0,0,3,3,51
QLD,304,Blair,W,1,29261,"GARDNER, Mark",VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,10,0,0,0,0,10
QLD,304,Blair,W,2,29270,"FLOWERS, Reece",VOTEFLUX.ORG | Upgrade Democracy!,FLUX,N,N,0,0,0,0,0,0
QLD,304,Blair,X,0,29784,X Ticket Votes,Pauline Hanson's One Nation,ON,N,N,9489,503,89,296,1423,11800
QLD,304,Blair,X,1,29469,"HANSON, Pauline",Pauline Hanson's One Nation,ON,Y,N,811,35,9,31,200,1086
QLD,304,Blair,X,2,29470,"ROBERTS, Malcolm",Pauline Hanson's One Nation,ON,Y,N,1,0,0,0,2,3
QLD,304,Blair,X,3,29471,"ANNING, Fraser",Pauline Hanson's One Nation,ON,N,N,0,0,0,0,0,0
QLD,304,Blair,X,4,29472,"SMITH, Judy",Pauline Hanson's One Nation,ON,N,N,5,0,0,0,1,6
QLD,304,Blair,Y,0,29796,Y Ticket Votes,Rise Up Australia Party,RUA,N,N,133,6,1,6,7,153
QLD,304,Blair,Y,1,29609,"TAYLOR, Paul",Rise Up Australia Party,RUA,N,N,10,1,0,1,2,14
QLD,304,Blair,Y,2,29610,"MOONEY, Neroli",Rise Up Australia Party,RUA,N,N,0,0,0,0,0,0
QLD,304,Blair,Z,0,29764,Z Ticket Votes,Socialist Equality Party,SEP,N,N,44,8,0,1,2,55
QLD,304,Blair,Z,1,28386,"HEAD, Mike",Socialist Equality Party,SEP,N,N,4,2,0,0,0,6
QLD,304,Blair,Z,2,28387,"COOKE, Erin",Socialist Equality Party,SEP,N,N,1,0,0,1,0,2
QLD,304,Blair,AA,0,29774,AA Ticket Votes,Christian Democratic Party (Fred Nile Group),CDP,N,N,145,13,5,3,27,193
QLD,304,Blair,AA,1,29402,"SOLOMON, Wayne",Christian Democratic Party (Fred Nile Group),CDP,N,N,27,1,0,2,8,38
QLD,304,Blair,AA,2,29405,"SWEERIS-SIGRIST, Ludy Charles",Christian Democratic Party (Fred Nile Group),CDP,N,N,1,0,0,0,0,1
QLD,304,Blair,AB,0,29795,AB Ticket Votes,Palmer United Party,PUP,N,N,149,14,3,5,11,182
QLD,304,Blair,AB,1,29486,"McDONALD, James",Palmer United Party,PUP,N,N,9,1,0,1,1,12
QLD,304,Blair,AB,2,29488,"GUNNIS, Craig",Palmer United Party,PUP,N,N,0,0,0,0,0,0
QLD,304,Blair,AC,0,29781,AC Ticket Votes,Glenn Lazarus Team,GLT,N,N,1489,49,5,18,192,1753
QLD,304,Blair,AC,1,29460,"LAZARUS, Glenn",Glenn Lazarus Team,GLT,N,Y,265,7,1,7,42,322
QLD,304,Blair,AC,2,29462,"WALTERS, Kerrod",Glenn Lazarus Team,GLT,N,N,15,2,1,0,4,22
QLD,304,Blair,AC,3,29463,"LOURIGAN, Annette",Glenn Lazarus Team,GLT,N,N,3,0,0,0,0,3
QLD,304,Blair,AD,0,29790,AD Ticket Votes,Jacqui Lambie Network,JLN,N,N,301,14,1,12,52,380
QLD,304,Blair,AD,1,29528,"SALTMARSH, Marcus",Jacqui Lambie Network,JLN,N,N,28,1,0,2,8,39
QLD,304,Blair,AD,2,29534,"PECKETT, Crystal",Jacqui Lambie Network,JLN,N,N,3,0,0,0,2,5
QLD,304,Blair,AE,0,29793,AE Ticket Votes,Australian Progressives,AUP,N,N,31,3,4,1,4,43
QLD,304,Blair,AE,1,29489,"STEVENS, Ken",Australian Progressives,AUP,N,N,5,1,0,0,0,6
QLD,304,Blair,AE,2,29492,"McCORMACK, Jo",Australian Progressives,AUP,N,N,1,0,0,0,0,1
QLD,304,Blair,AF,0,29773,AF Ticket Votes,Australian Christians,AUC,N,N,254,21,0,8,24,307
QLD,304,Blair,AF,1,29313,"TAYLOR, Shea",Australian Christians,AUC,N,N,31,4,0,1,3,39
