2013 Federal Election Senate First Preferences By Polling Place for Division 193 [Event:17496 Phase:FinalResults Generated:2014-10-28T11:24:24 Cycle:570ee0da-3d7a-4f7e-8aa1-3c32a4f287ed Created:2014-05-16T14:24:09 Environment:PROD Site:PARKES Server:ACT01 Version:9.1.17.21449]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
TAS,193,Braddon,8358,Abbotsham,A,25049,0,A Ticket Votes,Country Alliance,1
TAS,193,Braddon,8358,Abbotsham,A,23947,1,"ARNOL, Cheryl",Country Alliance,0
TAS,193,Braddon,8358,Abbotsham,A,23950,2,"GARTH, Debra",Country Alliance,0
TAS,193,Braddon,8358,Abbotsham,B,25058,0,B Ticket Votes,Liberal Democrats,4
TAS,193,Braddon,8358,Abbotsham,B,24825,1,"MEAD, Clinton",Liberal Democrats,0
TAS,193,Braddon,8358,Abbotsham,B,24828,2,"LLOYD, Katrina",Liberal Democrats,0
TAS,193,Braddon,8358,Abbotsham,C,25045,0,C Ticket Votes,Australian Labor Party,34
TAS,193,Braddon,8358,Abbotsham,C,23484,1,"BROWN, Carol",Australian Labor Party,0
TAS,193,Braddon,8358,Abbotsham,C,23491,2,"BILYK, Catryna",Australian Labor Party,0
TAS,193,Braddon,8358,Abbotsham,C,23494,3,"THORP, Lin",Australian Labor Party,0
TAS,193,Braddon,8358,Abbotsham,C,23496,4,"DOWLING, John",Australian Labor Party,0
TAS,193,Braddon,8358,Abbotsham,D,25050,0,D Ticket Votes,Rise Up Australia Party,2
TAS,193,Braddon,8358,Abbotsham,D,23785,1,"LAMONT, Philip Murray",Rise Up Australia Party,0
TAS,193,Braddon,8358,Abbotsham,D,23790,2,"GATHERCOLE, Peter",Rise Up Australia Party,0
TAS,193,Braddon,8358,Abbotsham,E,25042,0,E Ticket Votes,Liberal,68
TAS,193,Braddon,8358,Abbotsham,E,23289,1,"COLBECK, Richard",Liberal,7
TAS,193,Braddon,8358,Abbotsham,E,23290,2,"BUSHBY, David",Liberal,1
