PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Launceston Central,230,920,25.0,Bass,Launceston,Launceston City,"163 St John St, LAUNCESTON 7250",Chalmers Hall,-41.441,147.14205
Lebrina,18,207,8.7,Bass,Windermere,Launceston City,"905 Golconda Rd, LEBRINA 7254",Lebrina Memorial Hall,-41.1773,147.228
Legana,240,2584,9.3,Bass,Rosevears,West Tamar,"43 Fulton St, LEGANA 7277",Legana Memorial Hall,-41.3632,147.047
Lilydale,122,660,18.5,Bass,Windermere,Launceston City,"1949 Main Rd, LILYDALE 7268",Lilydale Memorial Hall,-41.2523,147.216
Mowbray,133,872,15.3,Bass,Windermere,Launceston City,"36 Button St, MOWBRAY 7248",Launceston Church Grammar School,-41.40814,147.131059
Newnham,254,2400,10.6,Bass,Windermere,Launceston City,"128-132 George Town Rd, NEWNHAM 7248",Launceston North Uniting Church,-41.3873,147.128
Newstead,193,1529,12.6,Bass,Launceston,Launceston City,"148 Abbott St, NEWSTEAD 7250",Police Citizens & Youth Club,-41.4472,147.157
Norwood,215,2321,9.3,Bass,Launceston,Launceston City,"103 Norwood Ave, NORWOOD 7250",Norwood Primary School,-41.4621,147.174
Nunamara,44,281,15.7,Bass,Windermere,Launceston City,"39461 Tasman Hwy, NUNAMARA 7259",Nunamara Memorial Hall,-41.394,147.296
Pipers River,25,204,12.3,Bass,Windermere,George Town,"76 School Rd, PIPERS RIVER 7252",Pipers River Fire Station,-41.1006,147.091
Prospect,38,294,12.9,Bass,Rosevears,Launceston City,"30-32 Ralph St, PROSPECT 7250",Prospect High School,-41.475517,147.131061
Ravenswood,114,1400,8.1,Bass,Windermere,Launceston City,"27 Prossers Forest Rd, RAVENSWOOD 7250",Ravenswood Primary School,-41.415955,147.179654
Ringarooma,18,246,7.3,Bass,McIntyre,Dorset,"4 Charles St, RINGAROOMA 7263",Ringarooma Hall,-41.24241,147.73568
Riverside,176,1828,9.6,Bass,Rosevears,West Tamar,"354 West Tamar Hwy, RIVERSIDE 7250",Riverside High School,-41.40936,147.09861
Riverside West,157,1399,11.2,Bass,Rosevears,West Tamar,"34 Pitt Ave, TREVALLYN 7250",Trevallyn Life Church,-41.4301,147.106
Rocherlea,17,229,7.4,Bass,Windermere,Launceston City,"23-41 Archer St, ROCHERLEA 7248",Rocherlea Memorial Hall,-41.372975,147.13024
Scottsdale,72,844,8.5,Bass,McIntyre,Dorset,"20 Coplestone Rd, SCOTTSDALE 7260",Scottsdale High School,-41.157117,147.508674
Sidmouth,59,434,13.6,Bass,Rosevears,West Tamar,"255 Batman Hwy, SIDMOUTH 7270",Sidmouth Community Centre,-41.2221,146.887
South Launceston,145,829,17.5,Bass,Rosevears,Launceston City,"50 Glen Dhu Street, LAUNCESTON 7250",Door of Hope,-41.455287,147.140429
St Leonards,74,1048,7.1,Bass,Windermere,Launceston City,"330-342 St Leonards Rd, ST LEONARDS 7250",St Leonards Primary School,-41.4597,147.2
Summerhill,216,2213,9.8,Bass,Rosevears,Launceston City,"87 Stanley St, SUMMERHILL 7250",Summerhill Baptist Church,-41.465798,147.127238
Trevallyn,320,1260,25.4,Bass,Rosevears,West Tamar,"55 Gorge Rd, TREVALLYN 7250",Trevallyn Primary School,-41.4381,147.115
Waverley,65,815,8.0,Bass,Windermere,Launceston City,"6 Naroo St, WAVERLEY 7250",Waverley School Hall,-41.4321,147.19
West Launceston,352,1380,25.5,Bass,Rosevears,Launceston City,"24-38 Basin Rd, WEST LAUNCESTON 7250",West Launceston Primary School,-41.4492,147.129
Weymouth,19,176,10.8,Bass,Windermere,George Town,"18 Major St, WEYMOUTH 7252",Weymouth Hall,-41.0153,147.154
Whitemark,57,327,17.4,Bass,McIntyre,Flinders,"9 Patrick St, WHITEMARK 7255",Flinders Arts & Entertainment Centre (FAEC),-40.122089,148.016963
Winnaleah,23,188,12.2,Bass,McIntyre,Dorset,"20 Main St, WINNALEAH 7265",Winnaleah Memorial Hall,-41.0979,147.824
Youngtown,178,1976,9.0,Bass,Launceston,Launceston City,"Victoria St, YOUNGTOWN 7249",Youngtown Primary School,-41.4823,147.164
Acton,64,1212,5.3,Braddon,Montgomery,Burnie City,"36 Thorne St, ACTON 7320",Burnie Child and Family Centre,-41.07264,145.89229
Boat Harbour,24,370,6.5,Braddon,Murchison,Waratah-Wynyard,"17386 Bass Hwy, BOAT HARBOUR 7321",Boat Harbour Primary School,-40.9452,145.636
Burnie,89,989,9.0,Braddon,Murchison,Burnie City,"80 Wilson St, BURNIE 7320",Burnie City Council Offices,-41.0532,145.906
Calder,12,180,6.7,Braddon,Murchison,Waratah-Wynyard,"1320 Calder Rd, CALDER 7325",Calder Hall,-41.0685,145.631
Cooee,45,735,6.1,Braddon,Murchison,Burnie City,"30 Fidler St, COOEE 7320",Cooee Primary School,-41.04076,145.86801
Currie,31,640,4.8,Braddon,Murchison,King Island,"10 George St, CURRIE 7256",Currie Town Hall,-39.9298,143.855
Devonport Central,99,840,11.8,Braddon,Mersey,Devonport City,"57A Stewart St, DEVONPORT 7310",Devonport Primary School,-41.18004,146.358108
Devonport North West,203,2156,9.4,Braddon,Mersey,Devonport City,"60 Nixon St, DEVONPORT 7310",Nixon Street Primary School,-41.1728,146.337
Devonport South,76,1019,7.5,Braddon,Mersey,Devonport City,"41-43 Middle Rd, DEVONPORT 7310",Reece High School,-41.1893,146.349
Devonport West,71,939,7.6,Braddon,Mersey,Devonport City,"20-36 Valley Rd, DEVONPORT 7310",TasTafe,-41.1864,146.345
Don,91,1172,7.8,Braddon,Mersey,Devonport City,"17 Forth Rd, DON 7310",Don Memorial Hall,-41.1827,146.318
East Devonport,105,1804,5.8,Braddon,Mersey,Devonport City,"19-21 Thomas St, EAST DEVONPORT 7310",East Devonport Primary School,-41.1779,146.372
Edith Creek,7,136,5.1,Braddon,Murchison,Circular Head,"1282 Trowutta Rd, EDITH CREEK 7330",Edith Creek Primary School,-40.9705,145.092
Elliott,27,390,6.9,Braddon,Murchison,Waratah-Wynyard,"829 Murchison Hwy, ELLIOTT 7325",Elliott Community Centre,-41.0922,145.782
Forest,15,337,4.5,Braddon,Murchison,Circular Head,"422 Mengha Rd, FOREST 7330",Forest Primary School,-40.8486,145.248
Forth,83,639,13.0,Braddon,Montgomery,Central Coast,"680 Forth Rd, FORTH 7310",Forth Town Hall,-41.189168,146.248552
Gawler,29,577,5.0,Braddon,Montgomery,Central Coast,"15 Top Gawler Rd, GAWLER 7315",Gawler Hall,-41.1852,146.16
Grassy,8,112,7.1,Braddon,Murchison,King Island,"6 Fern Tree Dr, GRASSY 7256",Grassy Fire Station,-40.048254,144.050797
Havenview,13,418,3.1,Braddon,Montgomery,Burnie City,"15 Marriott St, HAVENVIEW 7320",Havenview Primary School,-41.0836,145.911
Heybridge,13,271,4.8,Braddon,Montgomery,Central Coast,"Sice Ave, HEYBRIDGE 7316",Blythe Heads Hall,-41.0751,145.986
Highclere,5,129,3.9,Braddon,Montgomery,Burnie City,"1558 Ridgley Hwy, HIGHCLERE 7321",Highclere Community Centre,-41.1904,145.806
Irishtown,6,207,2.9,Braddon,Murchison,Circular Head,"602 Irishtown Rd, IRISHTOWN 7330",Irishtown Sports Complex,-40.912449,145.143995
Latrobe,111,2432,4.6,Braddon,Mersey,Latrobe,"23 Lewis St, LATROBE 7307",Latrobe Primary School,-41.239619,146.416013
Marrawah,7,175,4.0,Braddon,Murchison,Circular Head,"844 Comeback Rd, MARRAWAH 7330",Marrawah Memorial Hall,-40.9229,144.697
Melrose,18,265,6.8,Braddon,Mersey,Devonport City,"673 Melrose Rd, MELROSE 7310",Melrose Memorial Hall,-41.2417,146.289
Montello,78,864,9.0,Braddon,Murchison,Burnie City,"83 Bird St, MONTELLO 7320",Montello Primary School,-41.0605,145.898
Moorleah,23,211,10.9,Braddon,Murchison,Waratah-Wynyard,"720 Preolenna Rd, MOORLEAH 7321",Moorleah Community Centre,-40.981,145.616
Natone,7,104,6.7,Braddon,Montgomery,Burnie City,"100 Upper Natone Rd, NATONE 7321",Natone Primary School,-41.1701,145.922
North Motton,25,476,5.3,Braddon,Montgomery,Central Coast,"578 Preston Rd, NORTH MOTTON 7315",North Motton Hall,-41.20637,146.10937
Penguin,201,1776,11.3,Braddon,Montgomery,Central Coast,"50 Main Rd, PENGUIN 7316",Penguin Uniting Church Hall,-41.112,146.071
Port Sorell,182,2397,7.6,Braddon,Mersey,Latrobe,"cnr Meredith St & Darling St, PORT SORELL 7307",Port Sorell Memorial Hall,-41.165409,146.555718
Queenstown,29,372,7.8,Braddon,Murchison,West Coast,"53 Orr St, QUEENSTOWN 7467",Queenstown Memorial Hall,-42.0802,145.558
Riana,13,139,9.4,Braddon,Montgomery,Central Coast,"1225 Pine Rd, RIANA 7316",Riana Primary School,-41.202283,145.999361
Ridgley,25,547,4.6,Braddon,Montgomery,Burnie City,"904 Ridgley Hwy, RIDGLEY 7321",Ridgley Primary School,-41.1398,145.837
Rocky Cape,14,316,4.4,Braddon,Murchison,Circular Head,"19074 Bass Hwy, ROCKY CAPE 7321",Rocky Cape Public Hall,-40.905,145.487
Romaine,60,1091,5.5,Braddon,Montgomery,Burnie City,"cnr Roslyn Ave & Mount St, ROMAINE 7320",Romaine Park Primary School,-41.076634,145.899584
Rosebery,14,301,4.7,Braddon,Murchison,West Coast,"8 Agnes St, ROSEBERY 7470",Rosebery Neighbourhood Centre,-41.779832,145.539126
Sassafras,9,267,3.4,Braddon,Mersey,Latrobe,"50 School Rd, SASSAFRAS 7307",Sassafras Primary School,-41.2871,146.503
Shorewell Park,59,914,6.5,Braddon,Murchison,Burnie City,"41-43 Mooreville Rd, SHOREWELL PARK 7320",Hellyer College,-41.06128,145.88153
Sisters Beach,33,299,11.0,Braddon,Murchison,Waratah-Wynyard,"34 Honeysuckle Ave, SISTERS BEACH 7321",Sisters Beach Fire Station,-40.9181,145.565
Sisters Creek,11,128,8.6,Braddon,Murchison,Waratah-Wynyard,"29 Myalla Rd, SISTERS CREEK 7325",Myalla Community Centre,-40.964904,145.572884
Smithton,54,1045,5.2,Braddon,Murchison,Circular Head,"27-43 Grant St, SMITHTON 7330",Smithton Primary School,-40.849445,145.116059
Somerset,63,1446,4.4,Braddon,Murchison,Waratah-Wynyard,"30A Beaufort St, SOMERSET 7322",Somerset Primary School,-41.038182,145.819344
South Riana,14,213,6.6,Braddon,Montgomery,Central Coast,"776 South Riana Rd, SOUTH RIANA 7316",South Riana Hall,-41.2345,145.977
Sprent,17,288,5.9,Braddon,Montgomery,Central Coast,"1245 Castra Rd, SPRENT 7315",Sprent Primary School,-41.2627,146.16
Spreyton,67,1331,5.0,Braddon,Mersey,Devonport City,"1 Mersey Main Rd, SPREYTON 7310",Spreyton Primary School,-41.21207,146.34434
Stanley,36,388,9.3,Braddon,Murchison,Circular Head,"28 Pearse St, STANLEY 7331",Stanley Primary School,-40.7603,145.291
Stowport,19,274,6.9,Braddon,Montgomery,Burnie City,"580 Stowport Rd, STOWPORT 7321",Stowport Public Hall,-41.1124,145.929
Strahan,15,297,5.1,Braddon,Murchison,West Coast,"2 Bay St, STRAHAN 7468",Strahan Primary School,-42.154043,145.320404
Sulphur Creek,58,728,8.0,Braddon,Montgomery,Central Coast,"310 Preservation Dr, SULPHUR CREEK 7316",Sulphur Creek Hall,-41.0935,146.026
Tullah,7,104,6.7,Braddon,Murchison,West Coast,"24 Farrell St, TULLAH 7321",Tullah Community Hall,-41.737568,145.616076
Turners Beach,66,939,7.0,Braddon,Montgomery,Central Coast,"Henry St, TURNERS BEACH 7315",Turners Beach Hall,-41.1589,146.244
Ulverstone Central,102,1253,8.1,Braddon,Montgomery,Central Coast,"16 King Edward St, ULVERSTONE 7315",Ulverstone Senior Citizens Club,-41.15507,146.171931
Ulverstone East,58,804,7.2,Braddon,Montgomery,Central Coast,"18 Crawford St, ULVERSTONE 7315",East Ulverstone Primary School,-41.1546,146.192
Ulverstone South,127,1871,6.8,Braddon,Montgomery,Central Coast,"38 Leven St, ULVERSTONE 7315",Ulverstone High School,-41.16201,146.17091
Waratah,17,139,12.2,Braddon,Murchison,Waratah-Wynyard,"12-14 Smith St, WARATAH 7321",Waratah Municipal Chambers,-41.44422,145.5313
Wesley Vale,25,428,5.8,Braddon,Mersey,Latrobe,"20 Westwind Dr, WESLEY VALE 7307",Andrews Creek Primary School,-41.188828,146.456401
West Ulverstone,100,1559,6.4,Braddon,Montgomery,Central Coast,"34 Maud St, WEST ULVERSTONE 7315",West Ulverstone Primary School,-41.1482,146.16
Wivenhoe,17,292,5.8,Braddon,Montgomery,Burnie City,"Stowport Rd, WIVENHOE 7320",Leighland Christian School (Wivenhoe Campus),-41.06904,145.93609
Wynyard Central,100,1769,5.7,Braddon,Murchison,Waratah-Wynyard,"28 Jackson St, WYNYARD 7325",Wynyard Senior Citizens Club Rooms,-40.9909,145.729
Wynyard West,58,1225,4.7,Braddon,Murchison,Waratah-Wynyard,"30 Church St, WYNYARD 7325",Wynyard High School,-40.9867,145.717
Yolla,11,288,3.8,Braddon,Murchison,Waratah-Wynyard,"School Lane, YOLLA 7325",Yolla District High School,-41.1237,145.719
Zeehan,12,370,3.2,Braddon,Murchison,West Coast,"7 Belstead St, ZEEHAN 7469",Zeehan Primary School,-41.888,145.34
Austins Ferry,96,1652,5.8,Clark,Derwent,Glenorchy City,"195 Main Rd, AUSTINS FERRY 7011",St Virgil's College,-42.774487,147.251105
Battery Point,223,787,28.3,Clark,Hobart,Hobart City,"28 Cromwell St, BATTERY POINT 7004",St George's Church Hall,-42.891559,147.332663
Battery Point West,123,431,28.5,Clark,Hobart,Hobart City,"10A Albuera St, BATTERY POINT 7004",Albuera Street Primary School,-42.8912,147.326
Cascades,521,1052,49.5,Clark,Hobart,Hobart City,"59 Anglesea St, SOUTH HOBART 7004",South Hobart Primary School,-42.892494,147.310633
Chigwell,90,1218,7.4,Clark,Derwent,Glenorchy City,"10 Bucaan St, CHIGWELL 7011",Chigwell Barn,-42.811194,147.241655
Claremont,92,834,11.0,Clark,Derwent,Glenorchy City,"61 Claremont Link Rd, CLAREMONT 7011",Claremont College,-42.79416,147.249718
Collinsvale,82,389,21.1,Clark,Elwick,Glenorchy City,"508 Collinsvale Rd, COLLINSVALE 7012",Collinsvale Primary School,-42.8367,147.198
Dynnyrne,286,997,28.7,Clark,Nelson,Hobart City,"Randall St, SANDY BAY 7005",Princes Street Primary School,-42.8984,147.319
Fern Tree,223,516,43.2,Clark,Hobart,Hobart City,"8 Stephenson Pl, FERN TREE 7054",Fern Tree Community Centre,-42.9223,147.262
Glenorchy,287,2682,10.7,Clark,Elwick,Glenorchy City,"Kensington St, GLENORCHY 7010",Glenorchy Primary School,-42.832391,147.266343
Glenorchy Central,57,413,13.8,Clark,Elwick,Glenorchy City,"286-294 Main Rd, GLENORCHY 7010",Cosgrove High School,-42.836506,147.283187
Goodwood,41,395,10.4,Clark,Elwick,Glenorchy City,"Elmsleigh Rd, MOONAH 7009",Goodwood Primary School,-42.831689,147.293744
Hobart City,281,699,40.2,Clark,Hobart,Hobart City,"57-63 Macquarie St, HOBART 7000",Hobart City Hall,-42.880478,147.331554
Kingston,191,669,28.6,Clark,Nelson,Kingborough,"7 Goshawk Way, KINGSTON 7050",Kingborough Community Hub,-42.976944,147.308333
Kingston Beach,73,251,29.1,Clark,Nelson,Kingborough,"20 Beach Rd, KINGSTON BEACH 7050",Kingston Beach Hall,-42.981534,147.323507
Lenah Valley,522,2320,22.5,Clark,Elwick,Hobart City,"11 Creek Rd, LENAH VALLEY 7008",Lenah Valley Primary School,-42.8612,147.29
Lower Sandy Bay,181,948,19.1,Clark,Nelson,Hobart City,"568 Sandy Bay Rd, SANDY BAY 7005",Sandy Bay Infant School,-42.909594,147.34935
Merton,190,1638,11.6,Clark,Elwick,Glenorchy City,"148 Tolosa St, GLENORCHY 7010",Tolosa Hall,-42.8455,147.265
Moonah,220,1129,19.5,Clark,Elwick,Glenorchy City,"7 Gormanston Rd, MOONAH 7009",Moonah Community Centre,-42.846325,147.299722
Moonah East,266,1532,17.4,Clark,Elwick,Glenorchy City,"35 Bowen Rd, MOONAH 7009",Bowen Road Primary School,-42.8474,147.308
Moonah North,258,1468,17.6,Clark,Elwick,Glenorchy City,"40 Derwent Park Rd, MOONAH 7009",Moonah Primary School,-42.838,147.296
Mount Nelson,325,1274,25.5,Clark,Nelson,Hobart City,"388 Nelson Rd, MOUNT NELSON 7007",Mt Nelson Primary School,-42.9136,147.323
Mount Stuart,235,892,26.3,Clark,Hobart,Hobart City,"106 Gillon Cres, MOUNT STUART 7000",Mt Stuart Primary School,-42.875,147.299
New Town,227,787,28.8,Clark,Hobart,Hobart City,"395 Argyle St, NORTH HOBART 7000",The Friends’ School,-42.867,147.316
New Town West,385,1749,22.0,Clark,Hobart,Hobart City,"67 Clare St, NEW TOWN 7008",Sacred Heart College,-42.8615,147.304
North Hobart Central,447,1307,34.2,Clark,Hobart,Hobart City,"2 Swan St, NORTH HOBART 7000",Hobart North Uniting Church,-42.8728,147.314
Roseneath,70,900,7.8,Clark,Derwent,Glenorchy City,"13 Brodie St, CLAREMONT 7011",Austins Ferry Primary School,-42.78618,147.240549
Rosetta,68,394,17.3,Clark,Elwick,Glenorchy City,"865 Brooker Ave, ROSETTA 7010",Montrose Bay High School,-42.8206,147.267567
Sandfly,96,270,35.6,Clark,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandy Bay,251,1251,20.1,Clark,Nelson,Hobart City,"43 Grosvenor St, SANDY BAY 7005",Wellspring Anglican Church Hall,-42.8992,147.327
Sandy Bay Beach,91,697,13.1,Clark,Nelson,Hobart City,"1 Southerwood Dr, SANDY BAY 7005",Harold Gregg Centre,-42.9138,147.355
South Hobart,469,1228,38.2,Clark,Hobart,Hobart City,"34 Anglesea St, SOUTH HOBART 7004",St Francis Xavier's Church Hall,-42.8949,147.312
Taroona,533,1395,38.2,Clark,Nelson,Hobart City,"104 Channel Hwy, TAROONA 7053",Taroona Primary School,-42.943302,147.352737
Waimea Heights,167,965,17.3,Clark,Nelson,Hobart City,"12 Balfour Ct, SANDY BAY 7005",Waimea Heights Primary School,-42.909011,147.33674
West Hobart,181,556,32.6,Clark,Hobart,Hobart City,"Cnr Brisbane/Harrington Sts, HOBART 7000",St Peter's Hall,-42.881458,147.320654
West Hobart Central,577,1779,32.4,Clark,Hobart,Hobart City,"15 Gourlay St, WEST HOBART 7000",Lansdowne Crescent Primary School,-42.8819,147.309
West Hobart South,375,996,37.7,Clark,Hobart,Hobart City,"Forest Rd, WEST HOBART 7000",Goulburn Street Primary School,-42.8878,147.317
Windermere,113,1592,7.1,Clark,Derwent,Glenorchy City,"2 Cadbury Rd, CLAREMONT 7011",Windermere Primary School,-42.80013,147.259102
Adventure Bay,44,168,26.2,Franklin,Huon,Kingborough,"Adventure Bay Rd, ADVENTURE BAY 7150",Adventure Bay Hall,-43.3458,147.321
Alonnah,98,277,35.4,Franklin,Huon,Kingborough,"15 School Rd, ALONNAH 7150",Bruny Island District School,-43.31807,147.244455
Bellerive,236,1191,19.8,Franklin,Pembroke,Clarence City,"10 Scott St, BELLERIVE 7018",Clarence Police & Community Youth Club Inc,-42.87606,147.370955
Blackmans Bay,274,1110,24.7,Franklin,Nelson,Kingborough,"177 Roslyn Ave, BLACKMANS BAY 7052",Blackmans Bay Primary School,-42.996938,147.321219
Blackmans Bay South,313,1238,25.3,Franklin,Huon,Kingborough,"6 Tinderbox Rd, BLACKMANS BAY 7052",Illawarra Primary School,-43.00865,147.319378
Cambridge,298,1866,16.0,Franklin,Rumney,Clarence City,"976 Cambridge Rd, CAMBRIDGE 7170",Cambridge Primary School,-42.8362,147.442
Clarence,341,1737,19.6,Franklin,Pembroke,Clarence City,"25 Wentworth St, BELLERIVE 7018",Clarence High School,-42.8784,147.389
Clarendon Vale,86,941,9.1,Franklin,Rumney,Clarence City,"25 Mockridge Rd, CLARENDON VALE 7019",Clarendon Vale Primary School,-42.8873,147.445
Cradoc,140,575,24.3,Franklin,Huon,Huon Valley,"8243 Channel Hwy, CRADOC 7109",Cradoc Park,-43.1064,147.034
Cygnet,630,1657,38.0,Franklin,Huon,Huon Valley,"19 Louisa St, CYGNET 7112",Cygnet Sports Centre,-43.158236,147.071378
Dover,92,679,13.5,Franklin,Huon,Huon Valley,"6940 Huon Hwy, DOVER 7117",Dover District High School,-43.3105,147.013
Geeveston,237,1198,19.8,Franklin,Huon,Huon Valley,"63 Arve Rd, GEEVESTON 7116",Geeveston Primary School,-43.1625,146.922
Geilston Bay,276,1490,18.5,Franklin,Pembroke,Clarence City,"271 East Derwent Hwy, GEILSTON BAY 7015",Lindisfarne North Primary School,-42.8383,147.349
Glen Huon,88,348,25.3,Franklin,Huon,Huon Valley,"801 Glen Huon Rd, GLEN HUON 7109",Glen Huon Primary School,-43.0278,146.962
Howden,77,314,24.5,Franklin,Huon,Kingborough,"392 Howden Rd, HOWDEN 7054",Howden Fire Station,-43.019128,147.291545
Howrah,317,2138,14.8,Franklin,Pembroke,Clarence City,"7 Howrah Rd, HOWRAH 7018","Howrah Scout Hall, Howrah Primary School",-42.8819,147.404
Huonville,376,1828,20.6,Franklin,Huon,Huon Valley,"74 Wilmot Rd, HUONVILLE 7109",Huonville Primary School,-43.02424,147.044783
Judbury,58,283,20.5,Franklin,Huon,Huon Valley,"1273 Glen Huon Rd, JUDBURY 7109",Judbury Hall,-42.9982,146.9283
Kettering,161,519,31.0,Franklin,Huon,Kingborough,"2963 Channel Hwy, KETTERING 7155",Kettering Community Centre,-43.1257,147.247
Kingston,600,2780,21.6,Franklin,Nelson,Kingborough,"7 Goshawk Way, KINGSTON 7050",Kingborough Community Hub,-42.976944,147.308333
Kingston Beach,309,1112,27.8,Franklin,Nelson,Kingborough,"20 Beach Rd, KINGSTON BEACH 7050",Kingston Beach Hall,-42.981534,147.323507
Lauderdale,439,2334,18.8,Franklin,Rumney,Clarence City,"3 Acton Rd, LAUDERDALE 7021",Lauderdale Primary Sports Centre,-42.904254,147.478491
Lindisfarne,299,1327,22.5,Franklin,Pembroke,Clarence City,"17 Loatta Rd, LINDISFARNE 7015",Lindisfarne Primary School,-42.8519,147.363
Lindisfarne Village,293,1335,21.9,Franklin,Pembroke,Clarence City,"54 Lincoln St, LINDISFARNE 7015",St Aidans Church Hall,-42.846661,147.35574
Maranoa Heights,160,943,17.0,Franklin,Nelson,Kingborough,"150 Redwood Rd, KINGSTON 7050",Southern Christian College,-42.9896,147.309
Margate,322,1561,20.6,Franklin,Huon,Kingborough,"7 Van Morey Rd, MARGATE 7054",Margate Primary School,-43.028671,147.261676
Middleton,81,281,28.8,Franklin,Huon,Kingborough,"25 McDowall St, MIDDLETON 7163",South Channel Community Centre,-43.2311,147.256
Montagu Bay,247,1058,23.3,Franklin,Pembroke,Clarence City,"10 Conara Rd, MONTAGU BAY 7018",Montagu Bay Primary School,-42.8646,147.353
Mornington,92,660,13.9,Franklin,Pembroke,Clarence City,"400 Cambridge Rd, MORNINGTON 7018",Citywide Baptist Church,-42.856351,147.401753
Mountain River,154,618,24.9,Franklin,Huon,Huon Valley,"263 Mountain River Rd, MOUNTAIN RIVER 7109",Mountain River Memorial Hall,-42.9614,147.109
Ranelagh,231,1032,22.4,Franklin,Huon,Huon Valley,"40 Marguerite St, RANELAGH 7109",Ranelagh Memorial Hall,-43.0086,147.039
Risdon Vale,122,1343,9.1,Franklin,Rumney,Clarence City,"2 Heather Rd, RISDON VALE 7016",Risdon Vale Primary School,-42.8131,147.354
Rokeby,111,1412,7.9,Franklin,Rumney,Clarence City,"1 Chipmans Rd, ROKEBY 7019",Emmanuel Christian School,-42.90091,147.438998
Sandfly,219,719,30.5,Franklin,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandford,423,1483,28.5,Franklin,Rumney,Clarence City,"949 South Arm Rd, SANDFORD 7020",Sandford Hall,-42.9402,147.495
Snug,285,1143,24.9,Franklin,Huon,Kingborough,"2208 Channel Hwy, SNUG 7054",Snug Primary School,-43.0664,147.255
South Arm,226,688,32.8,Franklin,Rumney,Clarence City,"32 Harmony Lane, SOUTH ARM 7022",South Arm Primary School,-43.0264,147.421
Southport,38,152,25.0,Franklin,Huon,Huon Valley,"8606 Huon Hwy, SOUTHPORT 7109",Southport Community Centre,-43.418985,146.959638
