PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Spreyton,64,1229,5.2,Braddon,Mersey,Devonport City,"1 Mersey Main Rd, SPREYTON 7310",Spreyton Primary School,-41.21207,146.34434
Stanley,47,469,10.0,Braddon,Murchison,Circular Head,"28 Pearse St, STANLEY 7331",Stanley Primary School,-40.7603,145.291
Stowport,9,260,3.5,Braddon,Montgomery,Burnie City,"580 Stowport Rd, STOWPORT 7321",Stowport Public Hall,-41.1124,145.929
Strahan,18,284,6.3,Braddon,Murchison,West Coast,"2 Bay St, STRAHAN 7468",Strahan Primary School,-42.154043,145.320404
Sulphur Creek,74,768,9.6,Braddon,Montgomery,Central Coast,"310 Preservation Dr, SULPHUR CREEK 7316",Sulphur Creek Hall,-41.0935,146.026
Tullah,4,93,4.3,Braddon,Murchison,West Coast,"24 Farrell St, TULLAH 7321",Tullah Community Hall,-41.737568,145.616076
Turners Beach,81,861,9.4,Braddon,Montgomery,Central Coast,"Henry St, TURNERS BEACH 7315",Turners Beach Hall,-41.1589,146.244
Ulverstone Central,58,801,7.2,Braddon,Montgomery,Central Coast,"16 King Edward St, ULVERSTONE 7315",Ulverstone Senior Citizens Club,-41.15507,146.171931
Ulverstone East,38,625,6.1,Braddon,Montgomery,Central Coast,"18 Crawford St, ULVERSTONE 7315",East Ulverstone Primary School,-41.1546,146.192
Ulverstone South,117,1496,7.8,Braddon,Montgomery,Central Coast,"38 Leven St, ULVERSTONE 7315",Ulverstone High School,-41.16201,146.17091
Waratah,10,142,7.0,Braddon,Murchison,Waratah-Wynyard,"18 Smith St, WARATAH 7321",Waratah Athenaeum Hall,-41.444674,145.530829
Wesley Vale,26,355,7.3,Braddon,Mersey,Latrobe,"20 Westwind Dr, WESLEY VALE 7307",Andrews Creek Primary School,-41.188828,146.456401
West Ulverstone,80,1184,6.8,Braddon,Montgomery,Central Coast,"34 Maud St, WEST ULVERSTONE 7315",West Ulverstone Primary School,-41.1482,146.16
Wivenhoe,26,462,5.6,Braddon,Montgomery,Burnie City,"Stowport Rd, WIVENHOE 7320",Leighland Christian School (Wivenhoe Campus),-41.06904,145.93609
Wynyard Central,96,1451,6.6,Braddon,Murchison,Waratah-Wynyard,"28 Jackson St, WYNYARD 7325",Wynyard Senior Citizens Club Rooms,-40.9909,145.729
Wynyard West,97,1348,7.2,Braddon,Murchison,Waratah-Wynyard,"30 Church St, WYNYARD 7325",Wynyard High School,-40.9867,145.717
Yolla,17,382,4.5,Braddon,Murchison,Waratah-Wynyard,"School Lane, YOLLA 7325",Yolla District High School,-41.1237,145.719
Zeehan,13,350,3.7,Braddon,Murchison,West Coast,"7 Belstead St, ZEEHAN 7469",Zeehan Primary School,-41.888,145.34
Austins Ferry,135,1380,9.8,Clark,Derwent,Glenorchy City,"195 Main Rd, AUSTINS FERRY 7011",St Virgil's College,-42.774487,147.251105
Battery Point,315,840,37.5,Clark,Hobart,Hobart City,"10A Albuera St, BATTERY POINT 7004",Albuera Street Primary School,-42.8912,147.326
Cascades,329,699,47.1,Clark,Hobart,Hobart City,"64 Anglesea St, SOUTH HOBART 7004",C3 Church Convention Centre,-42.893165,147.30774
Chigwell,92,942,9.8,Clark,Derwent,Glenorchy City,"10 Bucaan St, CHIGWELL 7011",Chigwell Barn,-42.811194,147.241655
Claremont,120,1001,12.0,Clark,Derwent,Glenorchy City,"29 Wyndham Rd, CLAREMONT 7011",Holy Rosary Catholic School,-42.789471,147.248469
Collinsvale,76,327,23.2,Clark,Elwick,Glenorchy City,"508 Collinsvale Rd, COLLINSVALE 7012",Collinsvale Primary School,-42.8367,147.198
Dynnyrne,485,1213,40.0,Clark,Nelson,Hobart City,"Randall St, SANDY BAY 7005",Princes Street Primary School,-42.8984,147.319
Fern Tree,245,534,45.9,Clark,Hobart,Hobart City,"8 Stephenson Pl, FERN TREE 7054",Fern Tree Community Centre,-42.9223,147.262
Glenorchy,294,2138,13.8,Clark,Elwick,Glenorchy City,"Kensington St, GLENORCHY 7010",Glenorchy Primary School,-42.832391,147.266343
Glenorchy Central,109,543,20.1,Clark,Elwick,Glenorchy City,"8A Constance Ave, GLENORCHY 7010",YMCA of Hobart,-42.832197,147.278997
Goodwood,55,386,14.2,Clark,Elwick,Glenorchy City,"Elmsleigh Rd, MOONAH 7009",Goodwood Primary School,-42.831689,147.293744
Hobart City (Clark),450,1087,41.4,Clark,Hobart,Hobart City,"57-63 Macquarie St, HOBART 7000",City Hall,-42.880478,147.331554
Kingston (Clark),149,510,29.2,Clark,Nelson,Kingborough,"7 Goshawk Way, KINGSTON 7050",Kingborough Community Hub,-42.976944,147.308333
Kingston Beach (Clark),91,291,31.3,Clark,Nelson,Kingborough,"20 Beach Rd, KINGSTON BEACH 7050",Kingston Beach Hall,-42.981534,147.323507
Lenah Valley,643,2101,30.6,Clark,Elwick,Hobart City,"11 Creek Rd, LENAH VALLEY 7008",Lenah Valley Primary School,-42.8612,147.29
Lower Sandy Bay,217,906,24.0,Clark,Nelson,Hobart City,"568 Sandy Bay Rd, SANDY BAY 7005",Sandy Bay Infant School,-42.909594,147.34935
Lutana,208,799,26.0,Clark,Elwick,Glenorchy City,"12 Ashbolt Cres, LUTANA 7009",Southern ITF Taekwon-Do,-42.843166,147.309154
Merton,215,1390,15.5,Clark,Elwick,Glenorchy City,"148 Tolosa St, GLENORCHY 7010",Tolosa Hall,-42.8455,147.265
Moonah,241,1018,23.7,Clark,Elwick,Glenorchy City,"7 Gormanston Rd, MOONAH 7009",Moonah Community Centre,-42.846325,147.299722
Moonah East,255,1014,25.1,Clark,Elwick,Glenorchy City,"35 Bowen Rd, MOONAH 7009",Bowen Road Primary School,-42.8474,147.308
Moonah North,366,1374,26.6,Clark,Elwick,Glenorchy City,"40 Derwent Park Rd, MOONAH 7009",Moonah Primary School,-42.838,147.296
Mount Nelson,411,1189,34.6,Clark,Nelson,Hobart City,"388 Nelson Rd, MOUNT NELSON 7007",Mt Nelson Primary School,-42.9136,147.323
Mount Stuart,343,899,38.2,Clark,Hobart,Hobart City,"106 Gillon Cres, MOUNT STUART 7000",Mt Stuart Primary School,-42.875,147.299
New Town,246,744,33.1,Clark,Hobart,Hobart City,"393 Argyle St, NORTH HOBART 7000",The Friends School,-42.867,147.316
New Town Central,143,454,31.5,Clark,Hobart,Hobart City,"36 Forster St, NEW TOWN 7008",New Town Primary School,-42.857683,147.300576
New Town West,441,1427,30.9,Clark,Hobart,Hobart City,"67 Clare St, NEW TOWN 7008",Sacred Heart College,-42.8615,147.304
North Hobart Central,505,1272,39.7,Clark,Hobart,Hobart City,"2 Swan St, NORTH HOBART 7000",Hobart North Uniting Church,-42.8728,147.314
Roseneath,58,684,8.5,Clark,Derwent,Glenorchy City,"13 Brodie St, CLAREMONT 7011",Austins Ferry Primary School,-42.78618,147.240549
Rosetta,124,564,22.0,Clark,Elwick,Glenorchy City,"32 Riverview Pde, ROSETTA 7010",Rosetta Primary School,-42.821437,147.258738
Sandfly (Clark),90,281,32.0,Clark,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandy Bay,332,1198,27.7,Clark,Nelson,Hobart City,"43 Grosvenor St, SANDY BAY 7005",Wellspring Anglican Church Hall,-42.8992,147.327
Sandy Bay Beach,117,621,18.8,Clark,Nelson,Hobart City,"1 Southerwood Dr, SANDY BAY 7005",Harold Gregg Centre,-42.9138,147.355
South Hobart,585,1310,44.7,Clark,Hobart,Hobart City,"34 Anglesea St, SOUTH HOBART 7004",St Francis Xavier's Church Hall,-42.8949,147.312
Taroona,623,1360,45.8,Clark,Nelson,Hobart City,"104 Channel Hwy, TAROONA 7053",Taroona Primary School,-42.943302,147.352737
Waimea Heights,237,932,25.4,Clark,Nelson,Hobart City,"12 Balfour Ct, SANDY BAY 7005",Waimea Heights Primary School,-42.909011,147.33674
West Hobart,162,374,43.3,Clark,Hobart,Hobart City,"94 Barrack St, HOBART 7000",Guilford Young College (Hobart Campus),-42.882847,147.317632
West Hobart Central,736,1638,44.9,Clark,Hobart,Hobart City,"15 Gourlay St, WEST HOBART 7000",Lansdowne Crescent Primary School,-42.8819,147.309
West Hobart South,464,978,47.4,Clark,Hobart,Hobart City,"Forest Rd, WEST HOBART 7000",Goulburn Street Primary School,-42.8878,147.317
Windermere,181,1420,12.7,Clark,Derwent,Glenorchy City,"2 Cadbury Rd, CLAREMONT 7011",Windermere Primary School,-42.80013,147.259102
Adventure Bay,32,148,21.6,Franklin,Huon,Kingborough,"Adventure Bay Rd, ADVENTURE BAY 7150",Adventure Bay Hall,-43.3458,147.321
Alonnah,73,246,29.7,Franklin,Huon,Kingborough,"15 School Rd, ALONNAH 7150",Bruny Island District School,-43.31807,147.244455
Bellerive,276,1014,27.2,Franklin,Pembroke,Clarence City,"20 Leslie St, BELLERIVE 7018",Bellerive Primary School,-42.872974,147.372791
Blackmans Bay,297,1167,25.4,Franklin,Nelson,Kingborough,"177 Roslyn Ave, BLACKMANS BAY 7052",Blackmans Bay Primary School,-42.996938,147.321219
Blackmans Bay South,247,1025,24.1,Franklin,Huon,Kingborough,"6 Tinderbox Rd, BLACKMANS BAY 7052",Illawarra Primary School,-43.00865,147.319378
Cambridge,212,1278,16.6,Franklin,Rumney,Clarence City,"976 Cambridge Rd, CAMBRIDGE 7170",Cambridge Primary School,-42.8362,147.442
Clarence,314,1542,20.4,Franklin,Pembroke,Clarence City,"25 Wentworth St, BELLERIVE 7018",Clarence High School,-42.8784,147.389
Clarendon Vale,72,854,8.4,Franklin,Rumney,Clarence City,"25 Mockridge Rd, CLARENDON VALE 7019",Clarendon Vale Primary School,-42.8873,147.445
Cradoc,142,569,25.0,Franklin,Huon,Huon Valley,"8243 Channel Hwy, CRADOC 7109",Cradoc Park,-43.1064,147.034
Cygnet,448,1470,30.5,Franklin,Huon,Huon Valley,"14 Mary St, CYGNET 7112",Cygnet Town Hall,-43.161953,147.077734
Dover,77,585,13.2,Franklin,Huon,Huon Valley,"6940 Huon Hwy, DOVER 7117",Dover District High School,-43.3105,147.013
Franklin,161,677,23.8,Franklin,Huon,Huon Valley,"3388 Huon Hwy, FRANKLIN 7113",Palais Theatre,-43.089027,147.010524
Geeveston,122,889,13.7,Franklin,Huon,Huon Valley,"63 Arve Rd, GEEVESTON 7116",Geeveston Primary School,-43.1625,146.922
Geilston Bay,255,1334,19.1,Franklin,Pembroke,Clarence City,"271 East Derwent Hwy, GEILSTON BAY 7015",Lindisfarne North Primary School,-42.8383,147.349
Glen Huon,52,304,17.1,Franklin,Huon,Huon Valley,"801 Glen Huon Rd, GLEN HUON 7109",Glen Huon Primary School,-43.0278,146.962
Hobart City (Franklin),64,244,26.2,Franklin,,,"57-63 Macquarie St, HOBART 7000",Hobart City Hall,-42.880478,147.331554
Howden,78,343,22.7,Franklin,Huon,Kingborough,"392 Howden Rd, HOWDEN 7054",Howden Fire Station,-43.019128,147.291545
Howrah,421,2155,19.5,Franklin,Pembroke,Clarence City,"7 Howrah Rd, HOWRAH 7018","Howrah Scout Hall, Howrah Primary School",-42.8819,147.404
Huonville,181,1168,15.5,Franklin,Huon,Huon Valley,"74 Wilmot Rd, HUONVILLE 7109",Huonville Primary School,-43.02424,147.044783
Judbury,60,272,22.1,Franklin,Huon,Huon Valley,"1273 Glen Huon Rd, JUDBURY 7109",Judbury Hall,-42.9982,146.9283
Kettering,126,504,25.0,Franklin,Huon,Kingborough,"2963 Channel Hwy, KETTERING 7155",Kettering Community Centre,-43.1257,147.247
Kingston (Franklin),403,1870,21.6,Franklin,Nelson,Kingborough,"7 Goshawk Way, KINGSTON 7050",Kingborough Community Hub,-42.976944,147.308333
Kingston Beach (Franklin),327,1170,27.9,Franklin,Nelson,Kingborough,"20 Beach Rd, KINGSTON BEACH 7050",Kingston Beach Hall,-42.981534,147.323507
Kingston South,55,257,21.4,Franklin,Nelson,Kingborough,"Kingston View Drive, KINGSTON 7050",Kingston Scout Hall,-42.972831,147.284727
Lauderdale,343,1784,19.2,Franklin,Rumney,Clarence City,"3 Acton Rd, LAUDERDALE 7021",Lauderdale Primary Sports Centre,-42.904254,147.478491
Lindisfarne,286,1194,24.0,Franklin,Pembroke,Clarence City,"17 Loatta Rd, LINDISFARNE 7015",Lindisfarne Primary School,-42.8519,147.363
