PollingPlaceNm,DivisionNm,GreensVotes_2018,TotalVotes_2018,GreensPercentage_2018,SwingPercentage,PremisesNm_2018,PremisesAddress_2018,Latitude,Longitude,LegCo,LocalCouncil
Mountain River,Franklin,99,584,17.0,-4.5,Mountain River Memorial Hall,"263 Mountain River Rd, MOUNTAIN RIVER 7109",-42.9614,147.109,Huon,Huon Valley
Old Beach,Lyons,76,1482,5.1,-1.2,Old Beach Community Centre,"86 Jetty Rd, OLD BEACH 7017",-42.77427,147.26576,Rumney,Brighton
Ranelagh,Franklin,150,1032,14.5,-2.1,Ranelagh Memorial Hall,"40 Marguerite St, RANELAGH 7109",-43.0086,147.039,Huon,Huon Valley
Richmond,Lyons,95,928,10.2,-2.9,Richmond Primary School,"Commercial Rd, RICHMOND 7025",-42.739282,147.437988,Rumney,Clarence City
Risdon Vale,Franklin,61,1156,5.3,-0.3,Risdon Vale Primary School,"2 Heather Rd, RISDON VALE 7016",-42.8131,147.354,Rumney,Clarence City
Rokeby,Franklin,68,1350,5.0,-0.5,Emmanuel Christian School,"1 Chipmans Rd, ROKEBY 7019",-42.90091,147.438998,Rumney,Clarence City
Sandfly (Franklin),Franklin,193,871,22.2,-5.3,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandford,Franklin,274,1331,20.6,-4.5,Sandford Hall,"949 South Arm Rd, SANDFORD 7020",-42.9402,147.495,Rumney,Clarence City
Seven Mile Beach,Franklin,94,796,11.8,-5.5,Ramada Resort By Wyndham Seven Mile Beach,"78 Surf Rd, SEVEN MILE BEACH 7170",-42.8526,147.511,Rumney,Clarence City
Snug,Franklin,262,1183,22.1,-3.3,Snug Primary School,"2208 Channel Hwy, SNUG 7054",-43.0664,147.255,Huon,Kingborough
South Arm,Franklin,122,676,18.0,-2.7,South Arm Primary School,"32 Harmony Lane, SOUTH ARM 7022",-43.0264,147.421,Rumney,Clarence City
Southport,Franklin,29,146,19.9,-0.4,Southport Community Centre,"8606 Huon Hwy, SOUTHPORT 7109",-43.418985,146.959638,Huon,Huon Valley
Tranmere,Franklin,185,2287,8.1,-4.3,Tranmere Hall,"27 Tranmere Rd, HOWRAH 7018",-42.8911,147.409,Pembroke,Clarence City
Warrane,Franklin,165,1964,8.4,-1.4,Warrane Primary School,"213 Cambridge Rd, WARRANE 7018",-42.86115,147.38256,Pembroke,Clarence City
Woodbridge,Franklin,170,456,37.3,-4.6,Woodbridge Hall,"3445 Channel Hwy, WOODBRIDGE 7162",-43.1601,147.239,Huon,Kingborough
Avoca,Lyons,6,177,3.4,-3.4,Avoca Primary School,"26-30 St Pauls St, AVOCA 7213",-41.782233,147.726685,McIntyre,Northern Midlands
Bagdad,Lyons,20,701,2.9,-5.6,Bagdad Primary School,"46 School Rd, BAGDAD 7030",-42.6249,147.223,Prosser,Southern Midlands
Beaconsfield,Bass,54,1024,5.3,-9.7,Beaconsfield Senior Citizens' Hall,"121 Weld St, BEACONSFIELD 7270",-41.2024,146.819,Rosevears,West Tamar
Beauty Point,Bass,44,627,7.0,-4.7,Beauty Point Uniting Church Hall,"Beatty St, BEAUTY POINT 7270",-41.148983,146.817506,Rosevears,West Tamar
Bicheno,Lyons,73,671,10.9,-3.7,Bicheno Beachfront,"Sinclair St, BICHENO 7215",-41.874363,148.299881,Prosser,Glamorgan-Spring Bay
Bothwell,Lyons,5,360,1.4,-4.2,Bothwell Council Chambers,"19 Alexander St, BOTHWELL 7030",-42.3819,147.006,Derwent,Central Highlands
Bracknell,Lyons,23,440,5.2,-3.6,Bracknell War Memorial Hall,"Louisa St, BRACKNELL 7302",-41.6512,146.943,McIntyre,Meander Valley
Bridgewater,Lyons,33,1874,1.8,-2.8,Brighton Civic Centre,"25 Green Point Rd, BRIDGEWATER 7030",-42.739164,147.243512,Derwent,Brighton
Brighton,Lyons,56,2078,2.7,-0.8,Brighton Primary School,"27 Downie St, BRIGHTON 7030",-42.6991,147.258,Derwent,Brighton
Broadmarsh,Lyons,10,221,4.5,-9.5,Broadmarsh Hall,"1218 Elderslie Rd, BROADMARSH 7030",-42.6567,147.126,Prosser,Southern Midlands
Campania,Lyons,15,489,3.1,-3.0,Campania Hall,"45 Reeve St, CAMPANIA 7026",-42.667109,147.421053,Prosser,Southern Midlands
Campbell Town,Lyons,23,670,3.4,-4.1,Campbell Town Town Hall,"75 High St, CAMPBELL TOWN 7210",-41.926995,147.494438,Prosser,Northern Midlands
Carrick,Lyons,27,610,4.4,-4.5,Carrick Public Hall,"29 Meander Valley Rd, CARRICK 7291",-41.530917,147.011259,McIntyre,Meander Valley
Chudleigh,Lyons,31,267,11.6,-6.5,Chudleigh Memorial Hall,"54 Sorell St, CHUDLEIGH 7304",-41.557239,146.481292,McIntyre,Meander Valley
Claude Road,Lyons,56,383,14.6,-5.5,Claude Road Memorial Hall,"787 Claude Rd, CLAUDE ROAD 7306",-41.4343,146.275,Montgomery,Kentish
Colebrook,Lyons,9,190,4.7,-7.4,Colebrook Fire Station,"Colebrook Rd, COLEBROOK 7027",-42.531409,147.361399,Prosser,Southern Midlands
Coles Bay,Lyons,30,194,15.5,-12.6,Coles Bay Community Hall,"60 Harold St, COLES BAY 7215",-42.1249,148.286,Prosser,Glamorgan-Spring Bay
Copping,Lyons,46,266,17.3,-8.9,Copping Hall,"69 Allanby St, COPPING 7174",-42.819982,147.802747,Prosser,Sorell
Cressy,Lyons,8,636,1.3,-3.5,Cressy Community Hall,"67 Main St, CRESSY 7302",-41.685476,147.080745,McIntyre,Northern Midlands
Deloraine,Lyons,212,1830,11.6,-4.6,Deloraine High School Hall,"East Barrack St, DELORAINE 7304",-41.52917,146.66111,McIntyre,Meander Valley
Dodges Ferry,Lyons,215,1917,11.2,-7.3,Dodges Ferry Community Recreation Centre,"532 Old Forcett Rd, DODGES FERRY 7173",-42.8485,147.624,Prosser,Sorell
Dromedary,Lyons,20,337,5.9,-1.9,Dromedary (Millvale) Community Hall,"14 Millvale Rd, DROMEDARY 7030",-42.7282,147.179,Derwent,Brighton
Dunalley,Lyons,46,392,11.7,-6.5,Dunalley Primary School,"20-32 Bay St, DUNALLEY 7177",-42.8858,147.812114,Prosser,Sorell
Elizabeth Town,Lyons,41,379,10.8,0.4,Elizabeth Town Fire Station,"5816 Bass Hwy, ELIZABETH TOWN 7304",-41.461865,146.563813,McIntyre,Meander Valley
Epping,Lyons,7,155,4.5,-3.3,Epping Forest Public Hall,"13515 Midland Hwy, EPPING FOREST 7211",-41.758076,147.349062,McIntyre,Northern Midlands
Evandale,Lyons,75,904,8.3,-5.1,Evandale Primary School,"5-11 Barclay St, EVANDALE 7212",-41.5672,147.247,McIntyre,Northern Midlands
Exeter,Bass,102,1108,9.2,-9.0,Exeter High School Gymnasium,"28 Glen Ard Mohr Rd, EXETER 7275",-41.2996,146.957,Rosevears,West Tamar
Fingal,Lyons,8,310,2.6,-3.0,Fingal Activity Centre (former Council Chambers),"29 Talbot St, FINGAL 7214",-41.638074,147.970144,McIntyre,Break O'Day
Forcett,Lyons,27,496,5.4,-5.1,Forcett Public Hall,"699 Arthur Hwy, FORCETT 7173",-42.806209,147.631863,Prosser,Sorell
Frankford,Lyons,4,101,4.0,-11.7,Frankford Memorial Hall,"Frankford Rd, FRANKFORD 7275",-41.342597,146.774898,Rosevears,West Tamar
Gagebrook,Lyons,25,847,3.0,-1.2,Gagebrook Primary School,"4 Tottenham Rd, GAGEBROOK 7030",-42.7488,147.276,Derwent,Brighton
Glengarry,Bass,32,332,9.6,0.1,Glengarry Fire Station,"Frankford Rd, GLENGARRY 7275",-41.337856,146.872457,Rosevears,West Tamar
Glenora,Lyons,14,315,4.4,-2.8,Glenora District High School,"620 Gordon River Rd, GLENORA 7140",-42.6969,146.889,Derwent,Derwent Valley
Granton,Lyons,22,546,4.0,-3.9,Granton Memorial Hall,"1 Lyell Hwy, GRANTON 7030",-42.7498,147.224,Derwent,Derwent Valley
Gravelly Beach,Bass,80,509,15.7,-16.4,Gravelly Beach Main Hall,"Edinburgh Park, off Gravelly Beach Rd, GRAVELLY BEACH 7276",-41.28322,146.969954,Rosevears,West Tamar
Hagley,Lyons,17,271,6.3,-2.7,Hagley Farm Primary School,"2508 Meander Valley Rd, HAGLEY 7292",-41.526508,146.903129,McIntyre,Meander Valley
Kelso,Bass,23,263,8.7,-13.1,Kelso Community Centre,"Foreshore Rd, KELSO 7270",-41.1037,146.794,Rosevears,West Tamar
Kempton,Lyons,5,306,1.6,-2.5,Kempton Memorial Hall,"89 Main St, KEMPTON 7030",-42.531821,147.200647,Prosser,Southern Midlands
Lachlan,Lyons,39,395,9.9,-7.1,Lachlan Community Hall,"511 Lachlan Rd, LACHLAN 7140",-42.8304,147.043,Derwent,Derwent Valley
Legana (Lyons),Lyons,70,871,8.0,-6.7,Legana Memorial Hall,"43 Fulton St, LEGANA 7277",-41.3632,147.047,Rosevears,West Tamar
Levendale,Lyons,2,82,2.4,-3.7,Levendale Community Hall,"Woodsdale Rd, LEVENDALE 7120",-42.542125,147.568369,Prosser,Southern Midlands
Longford,Lyons,76,2124,3.6,-4.1,Longford War Memorial Hall,"53 Wellington St, LONGFORD 7301",-41.59314,147.121997,McIntyre,Northern Midlands
Lower Barrington,Lyons,27,511,5.3,-4.7,Lower Barrington Public Hall,"1027 Sheffield Rd, LOWER BARRINGTON 7306",-41.291,146.291,Montgomery,Kentish
Magra,Lyons,16,504,3.2,-2.6,Magra CWA Building,"377 Back River Rd, MAGRA 7140",-42.7559,147.054,Derwent,Derwent Valley
Mathinna,Lyons,3,44,6.8,-4.6,Mathinna Community Centre,"21 High St, MATHINNA 7214",-41.471914,147.890713,McIntyre,Break O'Day
Maydena,Lyons,7,73,9.6,-5.8,Giant's Table and Cottages,"9-13 Junee Rd, MAYDENA 7140",-42.753993,146.623385,Derwent,Derwent Valley
Meander,Lyons,26,232,11.2,-11.0,Meander Hall,"124 Main Rd, MEANDER 7304",-41.65198,146.609993,McIntyre,Meander Valley
Midway Point,Lyons,57,1320,4.3,-5.2,Midway Point Community Hall,"34 Raynors Rd, MIDWAY POINT 7171",-42.7997,147.533,Rumney,Sorell
Miena,Lyons,4,162,2.5,-5.2,Miena Community Centre,"55-57 Cider Gum Rd, MIENA 7030",-41.9937,146.708,Derwent,Central Highlands
Mole Creek,Lyons,23,295,7.8,-7.0,Mole Creek Primary School,"4 Caveside Rd, MOLE CREEK 7304",-41.557472,146.406501,McIntyre,Meander Valley
Molesworth,Lyons,34,288,11.8,-10.5,Molesworth Community Hall,"560 Molesworth Rd, MOLESWORTH 7140",-42.80423,147.161093,Derwent,Derwent Valley
Moriarty,Braddon,15,239,6.3,-6.0,Moriarty Hall,"1 Bonneys Lane, MORIARTY 7307",-41.217206,146.481308,Mersey,Latrobe
New Norfolk,Lyons,103,1967,5.2,-6.4,New Norfolk Primary School,"8 Pioneer Ave, NEW NORFOLK 7140",-42.7793,147.064,Derwent,Derwent Valley
New Norfolk North,Lyons,31,1115,2.8,-0.2,Fairview Primary School,"211 Back River Rd, NEW NORFOLK 7140",-42.774251,147.04917,Derwent,Derwent Valley
Nubeena,Lyons,95,688,13.8,-3.8,Tasman Civic Centre,"21 Clarke St, NUBEENA 7184",-43.099706,147.744677,Prosser,Tasman
Oatlands,Lyons,41,657,6.2,-2.8,Oatlands Council Chambers,"71 High St, OATLANDS 7120",-42.299995,147.372094,Prosser,Southern Midlands
Orford,Lyons,62,507,12.2,3.1,Orford Primary School,"35 Charles st, ORFORD 7190",-42.563502,147.87386,Prosser,Glamorgan-Spring Bay
Ouse,Lyons,7,362,1.9,-3.7,Ouse Online Centre,"6947 Lyell Hwy, OUSE 7140",-42.485288,146.711018,Derwent,Central Highlands
Perth,Lyons,66,1781,3.7,-2.4,Perth Community Centre,"173 Fairtlough St, PERTH 7300",-41.5725,147.173,McIntyre,Northern Midlands
Pontville,Lyons,24,561,4.3,-4.3,Pontville Old Council Chambers,"371 Brighton Rd, PONTVILLE 7030",-42.683895,147.265554,Prosser,Brighton
Port Sorell,Braddon,117,2411,4.9,-4.3,Port Sorell Memorial Hall,"cnr Meredith St & Darling St, PORT SORELL 7307",-41.165409,146.555718,Mersey,Latrobe
Primrose Sands,Lyons,27,516,5.2,-2.7,Primrose Sands Community Hall,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",-42.892403,147.671829,Prosser,Sorell
Railton,Lyons,30,703,4.3,-2.1,Sheffield School - Railton Campus,"94 Foster St, RAILTON 7305",-41.3526,146.414,McIntyre,Kentish
Ross,Lyons,12,309,3.9,-3.2,Ross Town Hall,"12 Bridge St, ROSS 7209",-42.031409,147.492498,Prosser,Northern Midlands
Sassafras,Braddon,2,257,0.8,-2.4,Sassafras Primary School,"50 School Rd, SASSAFRAS 7307",-41.2871,146.503,Mersey,Latrobe
Scamander,Lyons,60,503,11.9,-8.5,Scamander Sports Complex,"1 Old Coach Rd, SCAMANDER 7215",-41.454218,148.26009,McIntyre,Break O'Day
Sheffield,Lyons,75,1074,7.0,-3.4,Sheffield School,"12 Henry St, SHEFFIELD 7306",-41.380689,146.330316,Montgomery,Kentish
Sidmouth,Bass,46,429,10.7,-15.2,Sidmouth Community Centre,"255 Batman Hwy, SIDMOUTH 7270",-41.2221,146.887,Rosevears,West Tamar
Sorell,Lyons,99,2059,4.8,-3.2,Sorell Memorial Hall,"47 Cole St, SORELL 7172",-42.780612,147.560628,Prosser,Sorell
St Helens,Lyons,101,1221,8.3,-5.9,St Helens District High School,"9 Circassian St, ST HELENS 7216",-41.324539,148.246265,McIntyre,Break O'Day
St Marys,Lyons,71,547,13.0,-7.9,St Marys Community Hall,"23 Main St, ST MARYS 7215",-41.57969,148.18531,McIntyre,Break O'Day
Swansea,Lyons,77,769,10.0,-2.0,Swansea Primary School,"25 Franklin St, SWANSEA 7190",-42.122367,148.073185,Prosser,Glamorgan-Spring Bay
Taranna,Lyons,60,404,14.9,-10.1,Tasman Peninsula Community Centre,"Gourlay Rd, TARANNA 7180",-43.037984,147.867522,Prosser,Tasman
Tea Tree,Lyons,11,225,4.9,-5.8,Tea Tree Community Hall,"Briar Banks Rd, TEA TREE 7017",-42.689533,147.323592,Prosser,Brighton
Triabunna,Lyons,29,619,4.7,0.3,Triabunna Hall,"3 Vicary St, TRIABUNNA 7190",-42.50822,147.910384,Prosser,Glamorgan-Spring Bay
Tunnack,Lyons,5,196,2.6,-4.4,Tunnack Public Hall,"2147 Tunnack Rd, TUNNACK 7120",-42.456521,147.461779,Prosser,Southern Midlands
Wesley Vale,Braddon,17,200,8.5,-3.2,Andrews Creek Primary School,"20 Westwind Dr, WESLEY VALE 7307",-41.188828,146.456401,Mersey,Latrobe
Westbury,Lyons,88,1252,7.0,-2.6,Westbury Town Hall,"26 Lyall St, WESTBURY 7303",-41.528106,146.83102,McIntyre,Meander Valley
Westerway,Lyons,24,304,7.9,-7.3,Westerway Primary School,"1619 Gordon River Rd, WESTERWAY 7140",-42.6775,146.787,Derwent,Derwent Valley
Wilmot,Lyons,38,238,16.0,-7.2,Wilmot Primary School,"61 Main St, WILMOT 7310",-41.386919,146.175659,Montgomery,Kentish
