PollingPlaceNm,DivisionNm,GreensVotes_2021,TotalVotes_2021,GreensPercentage_2021,SwingPercentage,PremisesNm_2021,PremisesAddress_2021,Latitude,Longitude,LegCo,LocalCouncil
Middleton,Franklin,81,274,29.6,5.8,South Channel Community Centre,"25 McDowall St, MIDDLETON 7163",-43.2311,147.256,Huon,Kingborough
Montagu Bay,Franklin,262,1137,23,7.9,Montagu Bay Primary School,"10 Conara Rd, MONTAGU BAY 7018",-42.8646,147.353,Pembroke,Clarence City
Mornington,Franklin,57,602,9.5,0.2,Citywide Baptist Church,"400 Cambridge Rd, MORNINGTON 7018",-42.856351,147.401753,Pembroke,Clarence City
Mountain River,Franklin,151,604,25,8,Mountain River Memorial Hall,"263 Mountain River Rd, MOUNTAIN RIVER 7109",-42.9614,147.109,Huon,Huon Valley
Ranelagh,Franklin,164,1031,15.9,1.4,Ranelagh Memorial Hall,"40 Marguerite St, RANELAGH 7109",-43.0086,147.039,Huon,Huon Valley
Risdon Vale,Franklin,86,1171,7.3,2,Risdon Vale Primary School,"2 Heather Rd, RISDON VALE 7016",-42.8131,147.354,Rumney,Clarence City
Rokeby,Franklin,87,1307,6.7,1.7,Emmanuel Christian School,"1 Chipmans Rd, ROKEBY 7019",-42.90091,147.438998,Rumney,Clarence City
Sandfly,Franklin,202,744,27.2,5,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandford,Franklin,340,1335,25.5,4.9,Sandford Hall,"949 South Arm Rd, SANDFORD 7020",-42.9402,147.495,Rumney,Clarence City
Seven Mile Beach,Franklin,198,854,23.2,11.4,Ramada Resort By Wyndham Seven Mile Beach,"78 Surf Rd, SEVEN MILE BEACH 7170",-42.8526,147.511,Rumney,Clarence City
Snug,Franklin,283,1124,25.2,3.1,Snug Primary School,"2208 Channel Hwy, SNUG 7054",-43.0664,147.255,Huon,Kingborough
South Arm,Franklin,198,764,25.9,7.9,South Arm Primary School,"32 Harmony Lane, SOUTH ARM 7022",-43.0264,147.421,Rumney,Clarence City
Southport,Franklin,34,163,20.9,1,Southport Community Centre,"8606 Huon Hwy, SOUTHPORT 7109",-43.418985,146.959638,Huon,Huon Valley
Tranmere,Franklin,301,2010,15,6.9,Tranmere Hall,"27 Tranmere Rd, HOWRAH 7018",-42.8911,147.409,Pembroke,Clarence City
Warrane,Franklin,205,1683,12.2,3.8,Warrane Primary School,"213 Cambridge Rd, WARRANE 7018",-42.86115,147.38256,Pembroke,Clarence City
Woodbridge,Franklin,176,445,39.6,2.3,Woodbridge Hall,"3445 Channel Hwy, WOODBRIDGE 7162",-43.1601,147.239,Huon,Kingborough
Avoca,Lyons,10,146,6.8,3.4,Avoca War Memorial Hall,"3 Falmouth St, AVOCA 7213",-41.782499,147.719216,McIntyre,Northern Midlands
Bagdad,Lyons,22,652,3.4,0.5,Bagdad Primary School,"46 School Rd, BAGDAD 7030",-42.6249,147.223,Prosser,Southern Midlands
Bicheno,Lyons,99,601,16.5,5.6,Bicheno Beachfront,"Sinclair St, BICHENO 7215",-41.874363,148.299881,Prosser,Glamorgan-Spring Bay
Bothwell,Lyons,15,300,5,3.6,Bothwell Council Chambers,"19 Alexander St, BOTHWELL 7030",-42.3819,147.006,Derwent,Central Highlands
Bracknell,Lyons,29,485,6,0.8,Bracknell War Memorial Hall,"Louisa St, BRACKNELL 7302",-41.6512,146.943,McIntyre,Meander Valley
Bridgewater,Lyons,72,1447,5,3.2,Brighton Civic Centre,"25 Green Point Rd, BRIDGEWATER 7030",-42.739164,147.243512,Derwent,Brighton
Brighton,Lyons,85,1812,4.7,2,Brighton Primary School,"27 Downie St, BRIGHTON 7030",-42.6991,147.258,Derwent,Brighton
Broadmarsh,Lyons,11,202,5.4,0.9,Broadmarsh Hall,"1218 Elderslie Rd, BROADMARSH 7030",-42.6567,147.126,Prosser,Southern Midlands
Campania,Lyons,31,534,5.8,2.7,Campania Hall,"45 Reeve St, CAMPANIA 7026",-42.667109,147.421053,Prosser,Southern Midlands
Campbell Town,Lyons,41,660,6.2,2.8,Campbell Town Town Hall,"75 High St, CAMPBELL TOWN 7210",-41.926995,147.494438,Prosser,Northern Midlands
Carlton,Lyons,74,403,18.4,,Salvation Army Carlton,"225-227 Carlton River Rd, CARLTON 7173",-42.863899,147.639051,Prosser,Sorell
Carrick,Lyons,39,658,5.9,1.5,Carrick Public Hall,"29 Meander Valley Rd, CARRICK 7291",-41.530917,147.011259,McIntyre,Meander Valley
Chudleigh,Lyons,47,308,15.3,3.7,Chudleigh Memorial Hall,"54 Sorell St, CHUDLEIGH 7304",-41.557239,146.481292,McIntyre,Meander Valley
Claude Road,Lyons,68,392,17.3,2.7,Claude Road Memorial Hall,"787 Claude Rd, CLAUDE ROAD 7306",-41.4343,146.275,Montgomery,Kentish
Colebrook,Lyons,7,181,3.9,-0.8,Colebrook Memorial Hall,"45 Richmond St, COLEBROOK 7027",-42.533165,147.362603,Prosser,Southern Midlands
Coles Bay,Lyons,47,192,24.5,9,Coles Bay Community Hall,"60 Harold St, COLES BAY 7215",-42.1249,148.286,Prosser,Glamorgan-Spring Bay
Copping,Lyons,53,250,21.2,3.9,Copping Hall,"69 Allanby St, COPPING 7174",-42.819982,147.802747,Prosser,Sorell
Cressy,Lyons,22,634,3.5,2.2,Cressy Community Hall,"67 Main St, CRESSY 7302",-41.685476,147.080745,McIntyre,Northern Midlands
Deloraine,Lyons,272,1826,14.9,3.3,Deloraine High School Hall,"East Barrack St, DELORAINE 7304",-41.52917,146.66111,McIntyre,Meander Valley
Dodges Ferry,Lyons,305,1493,20.4,9.2,Dodges Ferry Community Recreation Centre,"532 Old Forcett Rd, DODGES FERRY 7173",-42.8485,147.624,Prosser,Sorell
Dromedary,Lyons,36,318,11.3,5.4,Dromedary (Millvale) Community Hall,"14 Millvale Rd, DROMEDARY 7030",-42.7282,147.179,Derwent,Brighton
Dunalley,Lyons,56,392,14.3,2.6,Dunalley Primary School,"20-32 Bay St, DUNALLEY 7177",-42.8858,147.812114,Prosser,Sorell
Elizabeth Town,Lyons,30,308,9.7,-1.1,Elizabeth Town Fire Station,"5816 Bass Hwy, ELIZABETH TOWN 7304",-41.461865,146.563813,McIntyre,Meander Valley
Epping,Lyons,2,138,1.4,-3.1,Epping Forest Public Hall,"13515 Midland Hwy, EPPING FOREST 7211",-41.758076,147.349062,McIntyre,Northern Midlands
Evandale,Lyons,89,871,10.2,1.9,Evandale Primary School,"5-11 Barclay St, EVANDALE 7212",-41.5672,147.247,McIntyre,Northern Midlands
Fingal,Lyons,20,266,7.5,4.9,Fingal Neighbourhood House,"20 Talbot St, FINGAL 7214",-41.638599,147.970926,McIntyre,Break O'Day
Forcett,Lyons,53,446,11.9,6.5,Forcett Public Hall,"699 Arthur Hwy, FORCETT 7173",-42.806209,147.631863,Prosser,Sorell
Gagebrook,Lyons,43,877,4.9,1.9,Gagebrook Primary School,"4 Tottenham Rd, GAGEBROOK 7030",-42.7488,147.276,Derwent,Brighton
Glenora,Lyons,25,275,9.1,4.7,Glenora District High School,"620 Gordon River Rd, GLENORA 7140",-42.6969,146.889,Derwent,Derwent Valley
Granton,Lyons,26,634,4.1,0.1,Granton Memorial Hall,"1 Lyell Hwy, GRANTON 7030",-42.7498,147.224,Derwent,Derwent Valley
Hadspen,Lyons,63,1238,5.1,0.5,Hadspen Uniting Church Centre,"47 Main St, HADSPEN 7290",-41.5064,147.064,Launceston,Meander Valley
Hagley,Lyons,16,337,4.7,-1.6,Hagley Farm Primary School,"2508 Meander Valley Rd, HAGLEY 7292",-41.526508,146.903129,McIntyre,Meander Valley
Kempton,Lyons,13,319,4.1,2.5,Kempton Memorial Hall,"89 Main St, KEMPTON 7030",-42.531821,147.200647,Prosser,Southern Midlands
Lachlan,Lyons,42,411,10.2,0.3,Lachlan Community Hall,"511 Lachlan Rd, LACHLAN 7140",-42.8304,147.043,Derwent,Derwent Valley
Longford,Lyons,112,2078,5.4,1.8,Longford War Memorial Hall,"53 Wellington St, LONGFORD 7301",-41.59314,147.121997,McIntyre,Northern Midlands
Lower Barrington,Lyons,35,539,6.5,1.2,Lower Barrington Public Hall,"1027 Sheffield Rd, LOWER BARRINGTON 7306",-41.291,146.291,Montgomery,Kentish
Magra,Lyons,11,428,2.6,-0.6,Magra CWA Building,"377 Back River Rd, MAGRA 7140",-42.7559,147.054,Derwent,Derwent Valley
Meander,Lyons,44,241,18.3,7.1,Meander Hall,"124 Main Rd, MEANDER 7304",-41.65198,146.609993,McIntyre,Meander Valley
Midway Point,Lyons,103,1185,8.7,4.4,Midway Point Community Hall,"34 Raynors Rd, MIDWAY POINT 7171",-42.7997,147.533,Rumney,Sorell
Miena,Lyons,10,161,6.2,3.7,Miena Community Centre,"55-57 Cider Gum Rd, MIENA 7030",-41.9937,146.708,Derwent,Central Highlands
Mole Creek,Lyons,45,321,14,6.2,Mole Creek Primary School,"4 Caveside Rd, MOLE CREEK 7304",-41.557472,146.406501,McIntyre,Meander Valley
Molesworth,Lyons,43,289,14.9,3.1,Molesworth Community Hall,"560 Molesworth Rd, MOLESWORTH 7140",-42.80423,147.161093,Derwent,Derwent Valley
New Norfolk,Lyons,128,1429,9,3.8,New Norfolk Primary School,"8 Pioneer Ave, NEW NORFOLK 7140",-42.7793,147.064,Derwent,Derwent Valley
New Norfolk North,Lyons,37,907,4.1,1.3,Fairview Primary School,"211 Back River Rd, NEW NORFOLK 7140",-42.774251,147.04917,Derwent,Derwent Valley
Nubeena,Lyons,137,715,19.2,5.4,Tasman Civic Centre,"21 Clarke St, NUBEENA 7184",-43.099706,147.744677,Prosser,Tasman
Oatlands,Lyons,39,633,6.2,0,Oatlands Council Chambers,"71 High St, OATLANDS 7120",-42.299995,147.372094,Prosser,Southern Midlands
Old Beach,Lyons,119,1545,7.7,2.6,Old Beach Community Centre,"86 Jetty Rd, OLD BEACH 7017",-42.77427,147.26576,Rumney,Brighton
Orford,Lyons,67,488,13.7,1.5,Orford Primary School,"35 Charles st, ORFORD 7190",-42.563502,147.87386,Prosser,Glamorgan-Spring Bay
Ouse,Lyons,15,270,5.6,3.7,Ouse Online Centre,"6947 Lyell Hwy, OUSE 7140",-42.485288,146.711018,Derwent,Central Highlands
Perth,Lyons,95,1825,5.2,1.5,Perth Community Centre,"173 Fairtlough St, PERTH 7300",-41.5725,147.173,McIntyre,Northern Midlands
Pontville,Lyons,33,468,7.1,2.8,Pontville Old Council Chambers,"371 Brighton Rd, PONTVILLE 7030",-42.683895,147.265554,Prosser,Brighton
Primrose Sands,Lyons,45,513,8.8,3.6,Primrose Sands Community Hall,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",-42.892403,147.671829,Prosser,Sorell
Prospect Vale,Lyons,76,1216,6.2,1.3,Residential Retirement Village Clubrooms,"12 Casino Rise, PROSPECT VALE 7250",-41.4782,147.11,Launceston,Meander Valley
Railton,Lyons,44,626,7,2.7,Sheffield School - Railton Campus,"94 Foster St, RAILTON 7305",-41.3526,146.414,McIntyre,Kentish
Richmond,Lyons,97,822,11.8,1.6,Richmond Primary School,"Commercial Rd, RICHMOND 7025",-42.739282,147.437988,Rumney,Clarence City
Ross,Lyons,22,304,7.2,3.3,Ross Town Hall,"12 Bridge St, ROSS 7209",-42.031409,147.492498,Prosser,Northern Midlands
Scamander,Lyons,73,454,16.1,4.2,Scamander Sports Complex,"1 Old Coach Rd, SCAMANDER 7215",-41.454218,148.26009,McIntyre,Break O'Day
Sheffield,Lyons,85,911,9.3,2.3,Sheffield School,"12 Henry St, SHEFFIELD 7306",-41.380689,146.330316,Montgomery,Kentish
Sorell,Lyons,145,1963,7.4,2.6,Sorell Memorial Hall,"47 Cole St, SORELL 7172",-42.780612,147.560628,Prosser,Sorell
St Helens,Lyons,111,927,12,3.7,St Helens Memorial Hall,"39 Cecilia St, ST HELENS 7216",-41.322629,148.249351,McIntyre,Break O'Day
St Marys,Lyons,97,548,17.7,4.7,St Marys Community Hall,"23 Main St, ST MARYS 7215",-41.579691,148.18531,McIntyre,Break O'Day
Swansea,Lyons,74,767,9.6,-0.4,Swansea Town Hall,"12 Franklin St, SWANSEA 7190",-42.1245,148.077,Prosser,Glamorgan-Spring Bay
Taranna,Lyons,85,385,22.1,7.2,Tasman Community Centre,"33 Amy St, TARANNA 7180",-43.038061,147.866748,Prosser,Tasman
Tea Tree,Lyons,18,226,8,3.1,Tea Tree Community Hall,"Briar Banks Rd, TEA TREE 7017",-42.689533,147.323592,Prosser,Brighton
Triabunna,Lyons,30,602,5,0.3,Triabunna Hall,"3 Vicary St, TRIABUNNA 7190",-42.50822,147.910384,Prosser,Glamorgan-Spring Bay
Tunnack,Lyons,10,226,4.4,1.8,Tunnack Public Hall,"2147 Tunnack Rd, TUNNACK 7120",-42.456521,147.461779,Prosser,Southern Midlands
Westbury,Lyons,102,1166,8.7,1.7,Westbury Town Hall,"26 Lyall St, WESTBURY 7303",-41.528106,146.83102,McIntyre,Meander Valley
Westerway,Lyons,46,344,13.4,5.5,Westerway Primary School,"1619 Gordon River Rd, WESTERWAY 7140",-42.6775,146.787,Derwent,Derwent Valley
Wilmot,Lyons,42,198,21.2,5.2,Wilmot Primary School,"61 Main St, WILMOT 7310",-41.386919,146.175659,Montgomery,Kentish
