PollingPlaceNm,DivisionNm,GreensVotes_2025,TotalVotes_2025,GreensPercentage_2025,SwingPercentage,PremisesNm_2025,PremisesAddress_2025,Latitude,Longitude,LegCo,LocalCouncil
Howden,Franklin,85,310,27.4,4.7,Howden Fire Station,"392 Howden Rd, HOWDEN 7054",-43.019128,147.291545,Huon,Kingborough
Howrah,Franklin,415,1983,20.9,1.4,"Howrah Scout Hall, Howrah Primary School","7 Howrah Rd, HOWRAH 7018",-42.8819,147.404,Pembroke,Clarence City
Howrah East,Franklin,55,354,15.5,,Howrah Church of Christ,"30 Holland St, HOWRAH 7018",-42.887074,147.41719,Pembroke,Clarence City
Howrah South,Franklin,262,1467,17.9,,Tranmere Hall,"27 Tranmere Rd, HOWRAH 7018",-42.8911,147.409,Pembroke,Clarence City
Huonville,Franklin,260,1468,17.7,2.2,Huonville Primary School,"74 Wilmot Rd, HUONVILLE 7109",-43.02424,147.044783,Huon,Huon Valley
Judbury,Franklin,49,236,20.8,-1.3,Judbury Hall,"1273 Glen Huon Rd, JUDBURY 7109",-42.9982,146.9283,Huon,Huon Valley
Kettering,Franklin,157,505,31.1,6.1,Kettering Community Centre,"2963 Channel Hwy, KETTERING 7155",-43.1257,147.247,Huon,Kingborough
Kingston (Franklin),Franklin,549,2465,22.3,0.7,Kingborough Community Hub,"7 Goshawk Way, KINGSTON 7050",-42.976944,147.308333,Nelson,Kingborough
Kingston Beach (Franklin),Franklin,279,947,29.5,1.6,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Kingston South,Franklin,42,250,16.8,-4.6,Kingston Scout Hall,"Kingston View Drive, KINGSTON 7050",-42.972831,147.284727,Nelson,Kingborough
Kingston West,Franklin,127,788,16.1,,Southern Christian College,"150 Redwood Rd, KINGSTON 7050",-42.9896,147.309,Nelson,Kingborough
Lauderdale,Franklin,378,1853,20.4,1.2,Lauderdale Primary Sports Centre,"3 Acton Rd, LAUDERDALE 7021",-42.904254,147.478491,Rumney,Clarence City
Lindisfarne,Franklin,318,1223,26.0,2.0,Lindisfarne Primary School,"17 Loatta Rd, LINDISFARNE 7015",-42.8519,147.363,Pembroke,Clarence City
Lindisfarne Village,Franklin,315,1343,23.5,0.3,Lindisfarne Citizens Activities Centre,"37A Lincoln St, LINDISFARNE 7015",-42.847111,147.355308,Pembroke,Clarence City
Margate,Franklin,345,1428,24.2,2.2,Margate Primary School,"7 Van Morey Rd, MARGATE 7054",-43.028671,147.261676,Huon,Kingborough
Middleton,Franklin,61,257,23.7,-1.0,South Channel Community Centre,"25 McDowall St, MIDDLETON 7163",-43.2311,147.256,Huon,Kingborough
Montagu Bay,Franklin,248,1018,24.4,-0.5,Montagu Bay Primary School,"10 Conara Rd, MONTAGU BAY 7018",-42.8646,147.353,Pembroke,Clarence City
Mornington,Franklin,63,330,19.1,5.2,MacKillop Catholic College,"2 Goondi St, MORNINGTON 7018",-42.857123,147.400199,Pembroke,Clarence City
Mountain River,Franklin,147,564,26.1,4.1,Mountain River Memorial Hall,"263 Mountain River Rd, MOUNTAIN RIVER 7109",-42.9614,147.109,Huon,Huon Valley
North Bruny,Franklin,38,73,52.1,,Barnes Bay CWA Hall,"680 Bruny Island Main Rd, NORTH BRUNY 7150",-43.112603,147.373414,Huon,Kingborough
Ranelagh,Franklin,208,965,21.6,5.4,Ranelagh Memorial Hall,"40 Marguerite St, RANELAGH 7109",-43.0086,147.039,Huon,Huon Valley
Risdon Vale,Franklin,170,1305,13.0,4.1,Risdon Vale Primary School,"2 Heather Rd, RISDON VALE 7016",-42.8131,147.354,Rumney,Clarence City
Rokeby,Franklin,160,1332,12.0,0.9,Rokeby Primary School,"73 Burtonia St, ROKEBY 7019",-42.898953,147.433723,Rumney,Clarence City
Sandfly,Franklin,177,639,27.7,,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandford,Franklin,389,1373,28.3,0.4,Sandford Hall,"949 South Arm Rd, SANDFORD 7020",-42.9402,147.495,Rumney,Clarence City
Seven Mile Beach,Franklin,164,809,20.3,-0.4,Ramada Resort By Wyndham Seven Mile Beach,"78 Surf Rd, SEVEN MILE BEACH 7170",-42.8526,147.511,Rumney,Clarence City
Snug,Franklin,279,1048,26.6,1.7,Snug Primary School,"2208 Channel Hwy, SNUG 7054",-43.0664,147.255,Huon,Kingborough
South Arm,Franklin,216,663,32.6,6.5,South Arm Primary School,"32 Harmony Lane, SOUTH ARM 7022",-43.0264,147.421,Rumney,Clarence City
Southport,Franklin,25,136,18.4,1.1,Southport Community Centre,"8606 Huon Hwy, SOUTHPORT 7109",-43.418985,146.959638,Huon,Huon Valley
Warrane,Franklin,242,1484,16.3,0.2,Warrane Primary School,"213 Cambridge Rd, WARRANE 7018",-42.86115,147.38256,Pembroke,Clarence City
Woodbridge,Franklin,179,414,43.2,2.2,Woodbridge Hall,"3445 Channel Hwy, WOODBRIDGE 7162",-43.1601,147.239,Huon,Kingborough
Avoca,Lyons,13,159,8.2,0.9,Avoca War Memorial Hall,"3 Falmouth St, AVOCA 7213",-41.782499,147.719216,McIntyre,Northern Midlands
Bagdad,Lyons,48,721,6.7,1.1,Bagdad Primary School,"46 School Rd, BAGDAD 7030",-42.6249,147.223,Prosser,Southern Midlands
Bicheno,Lyons,109,510,21.4,-2.2,Bicheno War Memorial Hall,"78 Burgess St, BICHENO 7215",-41.8743,148.3003,Prosser,Glamorgan-Spring Bay
Blackstone Heights,Lyons,63,644,9.8,,Blackstone Christian Centre,"8 Neptune Dr, BLACKSTONE HEIGHTS 7250",-41.468281,147.091087,Launceston,Meander Valley
Bothwell,Lyons,14,300,4.7,1.2,Bothwell Council Chambers,"19 Alexander St, BOTHWELL 7030",-42.3819,147.006,Derwent,Central Highlands
Bracknell,Lyons,26,405,6.4,-0.1,Bracknell War Memorial Hall,"Louisa St, BRACKNELL 7302",-41.6512,146.943,McIntyre,Meander Valley
Bridgewater,Lyons,90,1199,7.5,2.4,Brighton Civic Centre,"25 Green Point Rd, BRIDGEWATER 7030",-42.739164,147.243512,Derwent,Brighton
Bridgewater North,Lyons,19,184,10.3,,Bridgewater Coronation Hall,"25 Old Main Rd, BRIDGEWATER 7030",-42.73673,147.22743,Derwent,Brighton
Brighton,Lyons,139,1767,7.9,1.7,Brighton Primary School,"27 Downie St, BRIGHTON 7030",-42.6991,147.258,Derwent,Brighton
Broadmarsh,Lyons,15,177,8.5,1.2,Broadmarsh Hall,"1218 Elderslie Rd, BROADMARSH 7030",-42.6567,147.126,Prosser,Southern Midlands
Campania,Lyons,44,536,8.2,0.3,Campania Hall,"45 Reeve St, CAMPANIA 7026",-42.667109,147.421053,Prosser,Southern Midlands
Campbell Town,Lyons,31,654,4.7,-3.1,Campbell Town Town Hall,"75 High St, CAMPBELL TOWN 7210",-41.926995,147.494438,Prosser,Northern Midlands
Carrick,Lyons,46,571,8.1,2.1,Carrick Public Hall,"29 Meander Valley Rd, CARRICK 7291",-41.530917,147.011259,McIntyre,Meander Valley
Chudleigh,Lyons,45,280,16.1,4.3,Chudleigh Memorial Hall,"54 Sorell St, CHUDLEIGH 7304",-41.557239,146.481292,McIntyre,Meander Valley
Claude Road,Lyons,49,368,13.3,-1.0,Claude Road Memorial Hall,"787 Claude Rd, CLAUDE ROAD 7306",-41.4343,146.275,Montgomery,Kentish
Colebrook,Lyons,5,177,2.8,-4.3,Colebrook Memorial Hall,"45 Richmond St, COLEBROOK 7027",-42.533165,147.362604,Prosser,Southern Midlands
Coles Bay,Lyons,38,157,24.2,-7.8,Coles Bay Community Hall,"60 Harold St, COLES BAY 7215",-42.1249,148.286,Prosser,Glamorgan-Spring Bay
Copping,Lyons,55,218,25.2,-2.1,Copping Hall,"69 Allanby St, COPPING 7174",-42.819982,147.802747,Prosser,Sorell
Cressy,Lyons,45,680,6.6,1.3,Cressy Community Hall,"67 Main St, CRESSY 7302",-41.685476,147.080745,McIntyre,Northern Midlands
Deloraine,Lyons,258,1608,16.0,2.1,Deloraine High School Hall,"East Barrack St, DELORAINE 7304",-41.52917,146.66111,McIntyre,Meander Valley
Dodges Ferry,Lyons,477,1524,31.3,7.3,Dodges Ferry Community Recreation Centre,"532 Old Forcett Rd, DODGES FERRY 7173",-42.8485,147.624,Prosser,Sorell
Dromedary,Lyons,38,322,11.8,3.3,Dromedary (Millvale) Community Hall,"14 Millvale Rd, DROMEDARY 7030",-42.7282,147.179,Derwent,Brighton
Dunalley,Lyons,67,339,19.8,4.3,Dunalley Community Hall,"5 Franklin St, DUNALLEY 7177",-42.887008,147.812638,Prosser,Sorell
Elizabeth Town,Lyons,40,224,17.9,8.5,Ashgrove Cheese Dairy Door,"6173 Bass Hwy, ELIZABETH TOWN 7304",-41.429873,146.557049,McIntyre,Meander Valley
Epping Forest,Lyons,6,187,3.2,1.0,Epping Hall,"13517 Midland Hwy, EPPING FOREST 7211",-41.758076,147.349062,McIntyre,Northern Midlands
Evandale,Lyons,90,797,11.3,-2.5,Evandale Primary School,"5-11 Barclay St, EVANDALE 7212",-41.5672,147.247,McIntyre,Northern Midlands
Fingal,Lyons,11,254,4.3,-4.0,Fingal Neighbourhood House,"20 Talbot St, FINGAL 7214",-41.638599,147.970926,McIntyre,Break O'Day
Gagebrook,Lyons,50,712,7.0,1.5,Gagebrook Primary School,"4 Tottenham Rd, GAGEBROOK 7030",-42.7488,147.276,Derwent,Brighton
Glenora,Lyons,26,259,10.0,2.6,Glenora District High School,"620 Gordon River Rd, GLENORA 7140",-42.6969,146.889,Derwent,Derwent Valley
Granton,Lyons,18,385,4.7,-1.8,Granton Memorial Hall,"1 Lyell Hwy, GRANTON 7030",-42.7498,147.224,Derwent,Derwent Valley
Hadspen,Lyons,89,1088,8.2,0.2,Hadspen Memorial Centre,"1A Clare St, HADSPEN 7290",-41.504103,147.06161,Launceston,Meander Valley
Hagley,Lyons,15,286,5.2,-0.9,Hagley Farm Primary School,"2508 Meander Valley Rd, HAGLEY 7292",-41.526508,146.903129,McIntyre,Meander Valley
Kempton,Lyons,16,296,5.4,-0.1,Kempton Memorial Hall,"89 Main St, KEMPTON 7030",-42.531821,147.200647,Prosser,Southern Midlands
Lachlan,Lyons,54,431,12.5,0.9,Lachlan Community Hall,"511 Lachlan Rd, LACHLAN 7140",-42.8304,147.043,Derwent,Derwent Valley
Longford,Lyons,157,1869,8.4,1.5,Longford Primary School,"Catherine & William Sts, LONGFORD 7301",-41.595925,147.116864,McIntyre,Northern Midlands
Lower Barrington,Lyons,51,530,9.6,0.7,Lower Barrington Public Hall,"1027 Sheffield Rd, LOWER BARRINGTON 7306",-41.291,146.291,Montgomery,Kentish
Magra,Lyons,25,512,4.9,-0.3,Magra CWA Building,"377 Back River Rd, MAGRA 7140",-42.7559,147.054,Derwent,Derwent Valley
Meander,Lyons,54,291,18.6,0.5,Meander Hall,"124 Main Rd, MEANDER 7304",-41.65198,146.609993,McIntyre,Meander Valley
Midway Point,Lyons,136,927,14.7,0.5,Midway Point Community Hall,"34 Raynors Rd, MIDWAY POINT 7171",-42.7997,147.533,Rumney,Sorell
Miena,Lyons,8,145,5.5,-2.2,Miena Community Centre,"55-57 Cider Gum Rd, MIENA 7030",-41.9937,146.708,Derwent,Central Highlands
Mole Creek,Lyons,41,266,15.4,1.6,Mole Creek Primary School,"4 Caveside Rd, MOLE CREEK 7304",-41.557472,146.406501,McIntyre,Meander Valley
Molesworth,Lyons,61,335,18.2,5.1,Molesworth Primary School,"540 Molesworth Rd, MOLESWORTH 7140",-42.803676,147.156638,Derwent,Derwent Valley
New Norfolk,Lyons,217,1810,12.0,1.1,New Norfolk Primary School,"8 Pioneer Ave, NEW NORFOLK 7140",-42.7793,147.064,Derwent,Derwent Valley
New Norfolk North,Lyons,101,1125,9.0,2.3,Fairview Primary School,"211 Back River Rd, NEW NORFOLK 7140",-42.774251,147.04917,Derwent,Derwent Valley
Nubeena,Lyons,133,656,20.3,0.6,Tasman Civic Centre,"21 Clarke St, NUBEENA 7184",-43.099706,147.744677,Prosser,Tasman
Oatlands,Lyons,62,644,9.6,3.1,Oatlands District High School,"27 Church St, OATLANDS 7120",-42.301506,147.371821,Prosser,Southern Midlands
Old Beach,Lyons,176,1538,11.4,0.7,Old Beach Community Centre,"86 Jetty Rd, OLD BEACH 7017",-42.77427,147.26576,Rumney,Brighton
Orford,Lyons,50,433,11.5,0.1,Orford Primary School,"35 Charles st, ORFORD 7190",-42.563502,147.87386,Prosser,Glamorgan-Spring Bay
Ouse,Lyons,26,304,8.6,4.7,Ouse Online Centre,"6947 Lyell Hwy, OUSE 7140",-42.485288,146.711018,Derwent,Central Highlands
Perth,Lyons,166,1846,9.0,1.4,Perth Community Centre,"173 Fairtlough St, PERTH 7300",-41.5725,147.173,McIntyre,Northern Midlands
Pontville,Lyons,47,656,7.2,0.3,Pontville Memorial Hall,"244 Brighton Rd, PONTVILLE 7030",-42.687226,147.263469,Prosser,Brighton
Primrose Sands,Lyons,58,427,13.6,1.1,Primrose Sands Community Hall,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",-42.892403,147.671829,Prosser,Sorell
Prospect (Lyons),Lyons,109,1172,9.3,0.9,St Patrick's College,"282 Westbury Rd, PROSPECT 7250",-41.472,147.126,Rosevears,Launceston City
Prospect East (Lyons),Bass,15,123,12.2,,Silverdome,"55 Oakden Rd, PROSPECT 7250",-41.475306,147.140172,Rosevears,Launceston City
Railton,Lyons,43,591,7.3,2.8,Sheffield School - Railton Campus,"94 Foster St, RAILTON 7305",-41.3526,146.414,McIntyre,Kentish
Richmond,Lyons,141,771,18.3,-0.8,Richmond Primary School,"Commercial Rd, RICHMOND 7025",-42.739282,147.437988,Rumney,Clarence City
Ross,Lyons,28,270,10.4,3.3,Ross Town Hall,"12 Bridge St, ROSS 7209",-42.031409,147.492498,Prosser,Northern Midlands
Scamander,Lyons,57,264,21.6,0.8,Scamander Sports Complex,"1 Old Coach Rd, SCAMANDER 7215",-41.454218,148.26009,McIntyre,Break O'Day
Sheffield,Lyons,80,897,8.9,-0.3,Sheffield School,"12 Henry St, SHEFFIELD 7306",-41.380689,146.330316,Montgomery,Kentish
Sorell,Lyons,182,1208,15.1,3.5,Sorell Bowls Club,"11 Parsonage Pl, SORELL 7172",-42.784402,147.564068,Prosser,Sorell
Sorell South,Lyons,81,631,12.8,-8.9,Sorell School,"41 Gordon St, SORELL 7172",-42.7859,147.561,Prosser,Sorell
St Helens,Lyons,91,459,19.8,4.3,St Helens Memorial Hall,"39 Cecilia St, ST HELENS 7216",-41.322629,148.249351,McIntyre,Break O'Day
St Marys,Lyons,77,429,17.9,0.1,St Marys Community Hall,"23 Main St, ST MARYS 7215",-41.57969,148.18531,McIntyre,Break O'Day
Summerhill (Lyons),Lyons,34,409,8.3,1.5,Summerdale Community Hall,"82-84 Stanley St, SUMMERHILL 7250",-41.467659,147.130022,Rosevears,Launceston City
Swansea,Lyons,81,699,11.6,2.1,Swansea Town Hall,"12 Franklin St, SWANSEA 7190",-42.1245,148.077,Prosser,Glamorgan-Spring Bay
Taranna,Lyons,78,291,26.8,2.0,Tasman Peninsula Community Centre,"Gourlay Rd, TARANNA 7180",-43.037984,147.867522,Prosser,Tasman
Tea Tree,Lyons,24,229,10.5,1.9,Tea Tree Community Hall,"Briar Banks Rd, TEA TREE 7017",-42.689533,147.323592,Prosser,Brighton
Triabunna,Lyons,36,547,6.6,0.1,Triabunna Hall,"3 Vicary St, TRIABUNNA 7190",-42.50822,147.910384,Prosser,Glamorgan-Spring Bay
Tunnack,Lyons,7,208,3.4,0.3,Tunnack Public Hall,"2147 Tunnack Rd, TUNNACK 7120",-42.456521,147.461779,Prosser,Southern Midlands
Westbury,Lyons,128,1079,11.9,2.6,Westbury Town Hall,"26 Lyall St, WESTBURY 7303",-41.528106,146.83102,McIntyre,Meander Valley
Westerway,Lyons,46,346,13.3,0.4,Westerway Primary School,"1619 Gordon River Rd, WESTERWAY 7140",-42.6775,146.787,Derwent,Derwent Valley
Wilmot,Lyons,31,222,14.0,-4.3,Wilmot Primary School,"61 Main St, WILMOT 7310",-41.386919,146.175659,Montgomery,Kentish
