PollingPlaceNm,DivisionNm,GreensVotes_2025,TotalVotes_2025,GreensPercentage_2025,SwingPercentage,PremisesNm_2025,PremisesAddress_2025,Latitude,Longitude,LegCo,LocalCouncil
Montagu Bay,Franklin,162,937,17.3,-6.0,Montagu Bay Primary School,"10 Conara Rd, MONTAGU BAY 7018",-42.8646,147.353,Pembroke,Clarence City
Mornington,Franklin,98,830,11.8,-2.1,Citywide Baptist Church,"400 Cambridge Rd, MORNINGTON 7018",-42.856351,147.401753,Pembroke,Clarence City
Mountain River,Franklin,90,539,16.7,-8.2,Grove Fire Station,"41 Crabtree Rd, GROVE 7109",-42.976,147.094,Huon,Huon Valley
Ranelagh,Franklin,150,1002,15.0,-7.4,Ranelagh Memorial Hall,"40 Marguerite St, RANELAGH 7109",-43.0086,147.039,Huon,Huon Valley
Risdon Vale,Franklin,115,1255,9.2,0.1,Risdon Vale Primary School,"2 Heather Rd, RISDON VALE 7016",-42.8131,147.354,Rumney,Clarence City
Rokeby,Franklin,98,1180,8.3,0.4,Emmanuel Christian School,"1 Chipmans Rd, ROKEBY 7019",-42.90091,147.438998,Rumney,Clarence City
Sandfly,Franklin,121,688,17.6,-18.0,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandfly,Franklin,121,688,17.6,-12.9,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandford,Franklin,170,1366,12.4,-16.1,Sandford Hall,"949 South Arm Rd, SANDFORD 7020",-42.9402,147.495,Rumney,Clarence City
Seven Mile Beach,Franklin,109,784,13.9,,Ramada Resort By Wyndham Seven Mile Beach,"78 Surf Rd, SEVEN MILE BEACH 7170",-42.8526,147.511,Rumney,Clarence City
Snug,Franklin,163,1010,16.1,-8.8,Snug Primary School,"2208 Channel Hwy, SNUG 7054",-43.0664,147.255,Huon,Kingborough
South Arm,Franklin,88,632,13.9,-18.9,South Arm Primary School,"32 Harmony Lane, SOUTH ARM 7022",-43.0264,147.421,Rumney,Clarence City
Southport,Franklin,33,137,24.1,-0.9,Southport Community Centre,"8606 Huon Hwy, SOUTHPORT 7109",-43.418985,146.959638,Huon,Huon Valley
Tranmere,Franklin,183,1690,10.8,-2.0,Tranmere Hall,"27 Tranmere Rd, HOWRAH 7018",-42.8911,147.409,Pembroke,Clarence City
Warrane,Franklin,65,500,13.0,-1.7,Eastside Lutheran College,"15 Acorn Dr, WARRANE 7018",-42.852,147.385,Pembroke,Clarence City
Woodbridge,Franklin,78,413,18.9,-17.6,Woodbridge Hall,"3445 Channel Hwy, WOODBRIDGE 7162",-43.1601,147.239,Huon,Kingborough
Avoca,Lyons,18,184,9.8,0.2,Avoca War Memorial Hall,"3 Falmouth St, AVOCA 7213",-41.782499,147.719216,McIntyre,Northern Midlands
Bagdad,Lyons,57,758,7.5,1.0,Bagdad Primary School,"46 School Rd, BAGDAD 7030",-42.6249,147.223,Prosser,Southern Midlands
Bicheno,Lyons,116,547,21.2,0.8,Bicheno War Memorial Hall,"78 Burgess St, BICHENO 7215",-41.8743,148.3003,Prosser,Glamorgan-Spring Bay
Bothwell,Lyons,20,297,6.7,3.0,Bothwell Council Chambers,"19 Alexander St, BOTHWELL 7030",-42.3819,147.006,Derwent,Central Highlands
Bracknell,Lyons,32,410,7.8,1.3,Bracknell War Memorial Hall,"Louisa St, BRACKNELL 7302",-41.6512,146.943,McIntyre,Meander Valley
Bridgewater,Lyons,166,1824,9.1,1.0,Brighton Civic Centre,"25 Green Point Rd, BRIDGEWATER 7030",-42.739164,147.243512,Derwent,Brighton
Brighton,Lyons,135,1922,7.0,0.6,Brighton Primary School,"27 Downie St, BRIGHTON 7030",-42.6991,147.258,Derwent,Brighton
Broadmarsh,Lyons,23,210,11.0,5.3,Broadmarsh Hall,"1218 Elderslie Rd, BROADMARSH 7030",-42.6567,147.126,Prosser,Southern Midlands
Campania,Lyons,59,575,10.3,2.7,Campania Hall,"45 Reeve St, CAMPANIA 7026",-42.667109,147.421053,Prosser,Southern Midlands
Campbell Town,Lyons,66,632,10.4,3.3,Campbell Town Town Hall,"75 High St, CAMPBELL TOWN 7210",-41.926995,147.494438,Prosser,Northern Midlands
Carrick,Lyons,68,747,9.1,1.3,Carrick Public Hall,"29 Meander Valley Rd, CARRICK 7291",-41.530917,147.011259,McIntyre,Meander Valley
Chudleigh,Lyons,40,265,15.1,-2.0,Chudleigh Memorial Hall,"54 Sorell St, CHUDLEIGH 7304",-41.557239,146.481292,McIntyre,Meander Valley
Claude Road,Lyons,79,303,26.1,8.3,Claude Road Memorial Hall,"787 Claude Rd, CLAUDE ROAD 7306",-41.4343,146.275,Montgomery,Kentish
Colebrook,Lyons,14,180,7.8,-0.6,Colebrook Memorial Hall,"45 Richmond St, COLEBROOK 7027",-42.533165,147.362604,Prosser,Southern Midlands
Coles Bay,Lyons,50,150,33.3,4.6,Coles Bay Community Hall,"60 Harold St, COLES BAY 7215",-42.1249,148.286,Prosser,Glamorgan-Spring Bay
Copping,Lyons,64,215,29.8,5.3,Copping Hall,"69 Allanby St, COPPING 7174",-42.819982,147.802747,Prosser,Sorell
Cressy,Lyons,41,639,6.4,1.4,Cressy Community Hall,"67 Main St, CRESSY 7302",-41.685476,147.080745,McIntyre,Northern Midlands
Deloraine,Lyons,339,1604,21.1,3.9,Deloraine High School Hall,"East Barrack St, DELORAINE 7304",-41.52917,146.66111,McIntyre,Meander Valley
Dodges Ferry,Lyons,463,1427,32.4,5.3,Dodges Ferry Community Recreation Centre,"532 Old Forcett Rd, DODGES FERRY 7173",-42.8485,147.624,Prosser,Sorell
Dromedary,Lyons,46,333,13.8,3.7,Dromedary (Millvale) Community Hall,"14 Millvale Rd, DROMEDARY 7030",-42.7282,147.179,Derwent,Brighton
Dunalley,Lyons,80,322,24.8,5.8,Dunalley Community Hall,"5 Franklin St, DUNALLEY 7177",-42.887008,147.812638,Prosser,Sorell
Elizabeth Town,Lyons,35,241,14.5,2.1,Elizabeth Town Fire Station,"5816 Bass Hwy, ELIZABETH TOWN 7304",-41.461865,146.563813,McIntyre,Meander Valley
Epping,Lyons,8,123,6.5,1.9,Epping Forest Public Hall,"13515 Midland Hwy, EPPING FOREST 7211",-41.758076,147.349062,McIntyre,Northern Midlands
Evandale,Lyons,115,815,14.1,2.0,Evandale Primary School,"5-11 Barclay St, EVANDALE 7212",-41.5672,147.247,McIntyre,Northern Midlands
Fingal,Lyons,16,237,6.8,-3.0,Fingal Neighbourhood House,"20 Talbot St, FINGAL 7214",-41.638599,147.970926,McIntyre,Break O'Day
Gagebrook,Lyons,57,752,7.6,0.9,Gagebrook Primary School,"4 Tottenham Rd, GAGEBROOK 7030",-42.7488,147.276,Derwent,Brighton
Glenora,Lyons,31,233,13.3,4.7,Glenora District High School,"620 Gordon River Rd, GLENORA 7140",-42.6969,146.889,Derwent,Derwent Valley
Granton,Lyons,25,308,8.1,0.7,Granton Memorial Hall,"1 Lyell Hwy, GRANTON 7030",-42.7498,147.224,Derwent,Derwent Valley
Hadspen,Lyons,96,1170,8.2,1.9,Hadspen Uniting Church Centre,"47 Main St, HADSPEN 7290",-41.5064,147.064,Launceston,Meander Valley
Hagley,Lyons,28,283,9.9,4.9,Hagley Farm Primary School,"2508 Meander Valley Rd, HAGLEY 7292",-41.526508,146.903129,McIntyre,Meander Valley
Kempton,Lyons,32,330,9.7,7.3,Kempton Council Chambers,"85 Main St, KEMPTON 7030",-42.531821,147.200647,Prosser,Southern Midlands
Lachlan,Lyons,52,392,13.3,-0.9,Lachlan Community Hall,"511 Lachlan Rd, LACHLAN 7140",-42.8304,147.043,Derwent,Derwent Valley
Longford,Lyons,196,1888,10.4,3.9,Longford Primary School,"Catherine & William Sts, LONGFORD 7301",-41.595925,147.116864,McIntyre,Northern Midlands
Lower Barrington,Lyons,63,547,11.5,2.9,Lower Barrington Public Hall,"1027 Sheffield Rd, LOWER BARRINGTON 7306",-41.291,146.291,Montgomery,Kentish
Magra,Lyons,13,417,3.1,-1.2,Magra CWA Building,"377 Back River Rd, MAGRA 7140",-42.7559,147.054,Derwent,Derwent Valley
Meander,Lyons,73,289,25.3,12.7,Meander Hall,"124 Main Rd, MEANDER 7304",-41.65198,146.609993,McIntyre,Meander Valley
Midway Point,Lyons,159,928,17.1,4.5,Midway Point Community Hall,"34 Raynors Rd, MIDWAY POINT 7171",-42.7997,147.533,Rumney,Sorell
Miena,Lyons,23,149,15.4,9.7,Miena Community Centre,"55-57 Cider Gum Rd, MIENA 7030",-41.9937,146.708,Derwent,Central Highlands
Mole Creek,Lyons,33,258,12.8,1.7,Mole Creek Primary School,"4 Caveside Rd, MOLE CREEK 7304",-41.557472,146.406501,McIntyre,Meander Valley
Molesworth,Lyons,55,302,18.2,-0.6,Molesworth Primary School,"540 Molesworth Rd, MOLESWORTH 7140",-42.803676,147.156638,Derwent,Derwent Valley
New Norfolk,Lyons,175,1286,13.6,1.0,New Norfolk Primary School,"8 Pioneer Ave, NEW NORFOLK 7140",-42.7793,147.064,Derwent,Derwent Valley
New Norfolk North,Lyons,80,865,9.2,2.0,Fairview Primary School,"211 Back River Rd, NEW NORFOLK 7140",-42.774251,147.04917,Derwent,Derwent Valley
Nubeena,Lyons,152,628,24.2,-0.9,Tasman Civic Centre,"21 Clarke St, NUBEENA 7184",-43.099706,147.744677,Prosser,Tasman
Oatlands,Lyons,57,647,8.8,0.7,Oatlands District High School,"27 Church St, OATLANDS 7120",-42.301506,147.371821,Prosser,Southern Midlands
Old Beach,Lyons,175,1607,10.9,1.0,Old Beach Community Centre,"86 Jetty Rd, OLD BEACH 7017",-42.77427,147.26576,Rumney,Brighton
Orford,Lyons,67,420,16.0,2.8,Orford Primary School,"35 Charles st, ORFORD 7190",-42.563502,147.87386,Prosser,Glamorgan-Spring Bay
Ouse,Lyons,27,290,9.3,4.2,Ouse Online Centre,"6947 Lyell Hwy, OUSE 7140",-42.485288,146.711018,Derwent,Central Highlands
Perth,Lyons,188,1879,10.0,2.6,Perth Community Centre,"173 Fairtlough St, PERTH 7300",-41.5725,147.173,McIntyre,Northern Midlands
Pontville,Lyons,62,668,9.3,3.1,Pontville Memorial Hall,"244 Brighton Rd, PONTVILLE 7030",-42.687226,147.263469,Prosser,Brighton
Primrose Sands,Lyons,80,419,19.1,4.7,Primrose Sands Community Hall,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",-42.892403,147.671829,Prosser,Sorell
Prospect Vale,Lyons,111,1023,10.9,3.8,Residential Retirement Village Clubrooms,"12 Casino Rise, PROSPECT VALE 7250",-41.4782,147.11,Launceston,Meander Valley
Railton,Lyons,55,579,9.5,1.3,Sheffield School - Railton Campus,"94 Foster St, RAILTON 7305",-41.3526,146.414,McIntyre,Kentish
Richmond,Lyons,138,785,17.6,5.5,Richmond Primary School,"Commercial Rd, RICHMOND 7025",-42.739282,147.437988,Rumney,Clarence City
Ross,Lyons,35,276,12.7,6.5,Ross Town Hall,"12 Bridge St, ROSS 7209",-42.031409,147.492498,Prosser,Northern Midlands
Scamander,Lyons,82,316,25.9,8.4,Scamander Sports Complex,"1 Old Coach Rd, SCAMANDER 7215",-41.454218,148.26009,McIntyre,Break O'Day
Sheffield,Lyons,103,876,11.8,2.0,Sheffield School,"12 Henry St, SHEFFIELD 7306",-41.380689,146.330316,Montgomery,Kentish
Sorell,Lyons,285,1828,15.6,3.8,Sorell Memorial Hall,"47 Cole St, SORELL 7172",-42.780612,147.560628,Prosser,Sorell
St Helens,Lyons,153,783,19.5,4.6,St Helens Memorial Hall,"39 Cecilia St, ST HELENS 7216",-41.322629,148.249351,McIntyre,Break O'Day
St Marys,Lyons,110,448,24.6,4.0,St Marys Community Hall,"23 Main St, ST MARYS 7215",-41.57969,148.18531,McIntyre,Break O'Day
Swansea,Lyons,109,704,15.5,5.2,Swansea Town Hall,"12 Franklin St, SWANSEA 7190",-42.1245,148.077,Prosser,Glamorgan-Spring Bay
Taranna,Lyons,58,254,22.8,-2.8,Tasman Community Centre,"33 Amy St, TARANNA 7180",-43.038061,147.866748,Prosser,Tasman
Tea Tree,Lyons,21,257,8.2,-0.6,Tea Tree Community Hall,"Briar Banks Rd, TEA TREE 7017",-42.689533,147.323592,Prosser,Brighton
Triabunna,Lyons,43,489,8.8,2.0,Triabunna Hall,"3 Vicary St, TRIABUNNA 7190",-42.50822,147.910384,Prosser,Glamorgan-Spring Bay
Tunnack,Lyons,13,198,6.6,1.4,Tunnack Public Hall,"2147 Tunnack Rd, TUNNACK 7120",-42.456521,147.461779,Prosser,Southern Midlands
Westbury,Lyons,199,1198,16.6,5.5,Westbury Town Hall,"26 Lyall St, WESTBURY 7303",-41.528106,146.83102,McIntyre,Meander Valley
Westerway,Lyons,57,317,18.0,-1.1,Westerway Primary School,"1619 Gordon River Rd, WESTERWAY 7140",-42.6775,146.787,Derwent,Derwent Valley
Wilmot,Lyons,50,203,24.6,5.6,Wilmot Memorial Hall,"53 Main St, WILMOT 7310",-41.3864,146.175,Montgomery,Kentish
