PollingPlaceNm,DivisionNm,GreensVotes_2022,TotalVotes_2022,GreensPercentage_2022,SwingPercentage,PremisesNm_2022,PremisesAddress_2022,Latitude,Longitude,LegCo,LocalCouncil
Cooee,Braddon,51,736,6.9,0.5,Cooee Primary School,"30 Fidler St, COOEE 7320",-41.04076,145.86801,Murchison,Burnie City
Currie,Braddon,57,629,9.1,4.5,Currie Town Hall,"10 George St, CURRIE 7256",-39.9298,143.855,Murchison,King Island
Devonport,Braddon,40,557,7.2,3.6,Addison Street Scout Hall,"11 Addison St, DEVONPORT 7310",-41.1737,146.344,Mersey,Devonport City
Devonport Central,Braddon,88,715,12.3,4.6,Devonport Primary School,"57A Stewart St, DEVONPORT 7310",-41.18004,146.358108,Mersey,Devonport City
Devonport North West,Braddon,211,2060,10.2,3.8,Nixon Street Primary School,"60 Nixon St, DEVONPORT 7310",-41.1728,146.337,Mersey,Devonport City
Devonport South,Braddon,83,934,8.9,3.3,Reece High School,"41-43 Middle Rd, DEVONPORT 7310",-41.1893,146.349,Mersey,Devonport City
Devonport West,Braddon,51,1090,4.7,1.3,TasTafe,"20-36 Valley Rd, DEVONPORT 7310",-41.1864,146.345,Mersey,Devonport City
Don,Braddon,103,1110,9.3,3.1,Don Memorial Hall,"17 Forth Rd, DON 7310",-41.1827,146.318,Mersey,Devonport City
East Devonport,Braddon,98,1790,5.5,2.2,East Devonport Primary School,"19-21 Thomas St, EAST DEVONPORT 7310",-41.1779,146.372,Mersey,Devonport City
Edith Creek,Braddon,6,175,3.4,-1.4,Edith Creek Primary School,"1282 Trowutta Rd, EDITH CREEK 7330",-40.9705,145.092,Murchison,Circular Head
Elliott,Braddon,29,419,6.9,-0.2,Elliott Community Centre,"829 Murchison Hwy, ELLIOTT 7325",-41.0922,145.782,Murchison,Waratah-Wynyard
Forest,Braddon,10,397,2.5,0.9,Forest Primary School,"422 Mengha Rd, FOREST 7330",-40.8486,145.248,Murchison,Circular Head
Forth,Braddon,77,525,14.7,5.7,Forth Primary School,"45 Wilmot Rd, FORTH 7310",-41.192921,146.248975,Montgomery,Central Coast
Gawler,Braddon,17,438,3.9,0.6,Gawler Hall,"15 Top Gawler Rd, GAWLER 7315",-41.1852,146.16,Montgomery,Central Coast
Grassy,Braddon,3,109,2.8,-0.8,Grassy Fire Station,"6 Fern Tree Dr, GRASSY 7256",-40.048254,144.050797,Murchison,King Island
Havenview,Braddon,28,437,6.4,2.9,Havenview Primary School,"15 Marriott St, HAVENVIEW 7320",-41.0836,145.911,Montgomery,Burnie City
Heybridge,Braddon,25,294,8.5,4.3,Blythe Heads Hall,"Sice Ave, HEYBRIDGE 7316",-41.0751,145.986,Montgomery,Central Coast
Highclere,Braddon,7,202,3.5,1.6,Highclere Community Centre,"1558 Ridgley Hwy, HIGHCLERE 7321",-41.1904,145.806,Montgomery,Burnie City
Irishtown,Braddon,7,327,2.1,1.5,Irishtown Sports Complex,"602 Irishtown Rd, IRISHTOWN 7330",-40.912449,145.143995,Murchison,Circular Head
Latrobe,Braddon,70,1166,6.0,2.2,Latrobe Memorial Hall,"170 Gilbert St, LATROBE 7307",-41.2365,146.415,Mersey,Latrobe
Latrobe South,Braddon,59,1093,5.4,1.9,Latrobe Primary School,"23 Lewis St, LATROBE 7307",-41.239619,146.416013,Mersey,Latrobe
Marrawah,Braddon,16,252,6.3,2.9,Marrawah Memorial Hall,"844 Comeback Rd, MARRAWAH 7330",-40.9229,144.697,Murchison,Circular Head
Melrose,Braddon,25,261,9.6,3.4,Melrose Memorial Hall,"673 Melrose Rd, MELROSE 7310",-41.2417,146.289,Mersey,Devonport City
Montello,Braddon,65,868,7.5,3.4,Montello Primary School,"83 Bird St, MONTELLO 7320",-41.0605,145.898,Murchison,Burnie City
Moorleah,Braddon,20,207,9.7,2.8,Moorleah Community Centre,"720 Preolenna Rd, MOORLEAH 7321",-40.981,145.616,Murchison,Waratah-Wynyard
Moriarty,Braddon,27,294,9.2,2.0,Moriarty Hall,"1 Bonneys Lane, MORIARTY 7307",-41.217206,146.481308,Mersey,Latrobe
Natone,Braddon,13,170,7.6,-1.6,Natone Primary School,"100 Upper Natone Rd, NATONE 7321",-41.1701,145.922,Montgomery,Burnie City
North Motton,Braddon,11,285,3.9,0.6,North Motton Hall,"578 Preston Rd, NORTH MOTTON 7315",-41.20637,146.10937,Montgomery,Central Coast
Penguin,Braddon,179,1399,12.8,6.4,Penguin District School,"105 Ironcliffe Rd, PENGUIN 7316",-41.127171,146.067557,Montgomery,Central Coast
Port Sorell,Braddon,124,1379,9.0,3.2,Port Sorell Memorial Hall,"cnr Meredith St & Darling St, PORT SORELL 7307",-41.165409,146.555718,Mersey,Latrobe
Port Sorell West,Braddon,69,735,9.4,,Port Sorell Primary School,"Pitcairn St, PORT SORELL 7307",-41.163896,146.547898,Mersey,Latrobe
Preston,Braddon,7,117,6.0,1.1,Preston Community Centre,"1833 Preston Rd, PRESTON 7315",-41.2972,146.062,Montgomery,Central Coast
Queenstown,Braddon,32,502,6.4,2.6,Queenstown Memorial Hall,"53 Orr St, QUEENSTOWN 7467",-42.0802,145.558,Murchison,West Coast
Riana,Braddon,11,148,7.4,1.8,Riana Community Centre,"1221 Pine Rd, RIANA 7316",-41.2015,145.999,Montgomery,Central Coast
Ridgley,Braddon,18,519,3.5,0.9,Ridgley Primary School,"904 Ridgley Hwy, RIDGLEY 7321",-41.1398,145.837,Montgomery,Burnie City
Rocky Cape,Braddon,19,350,5.4,4.1,Rocky Cape Public Hall,"19074 Bass Hwy, ROCKY CAPE 7321",-40.905,145.487,Murchison,Circular Head
Romaine,Braddon,94,1250,7.5,4.0,Romaine Park Primary School,"cnr Roslyn Ave & Mount St, ROMAINE 7320",-41.076634,145.899584,Montgomery,Burnie City
Rosebery,Braddon,10,316,3.2,-0.4,Rosebery District School,"7 Morrisby St, ROSEBERY 7470",-41.781124,145.541541,Murchison,West Coast
Sassafras,Braddon,2,217,0.9,-0.3,Sassafras Primary School,"50 School Rd, SASSAFRAS 7307",-41.2871,146.503,Mersey,Latrobe
Shorewell Park,Braddon,81,876,9.2,5.4,Hellyer College,"41-43 Mooreville Rd, SHOREWELL PARK 7320",-41.06128,145.88153,Murchison,Burnie City
Sisters Beach,Braddon,42,248,16.9,5.3,Sisters Beach Fire Station,"34 Honeysuckle Ave, SISTERS BEACH 7321",-40.9181,145.565,Murchison,Waratah-Wynyard
Sisters Creek,Braddon,17,115,14.8,4.4,Myalla Community Centre,"29 Myalla Rd, SISTERS CREEK 7325",-40.964904,145.572884,Murchison,Waratah-Wynyard
Smithton,Braddon,62,1884,3.3,1.5,Smithton Primary School,"27-43 Grant St, SMITHTON 7330",-40.849445,145.116059,Murchison,Circular Head
Somerset,Braddon,89,1456,6.1,2.5,Somerset Primary School,"30A Beaufort St, SOMERSET 7322",-41.038182,145.819344,Murchison,Waratah-Wynyard
South Riana,Braddon,5,177,2.8,-3.7,South Riana Hall,"776 South Riana Rd, SOUTH RIANA 7316",-41.2345,145.977,Montgomery,Central Coast
Sprent,Braddon,16,244,6.6,-1.6,Sprent Primary School,"1245 Castra Rd, SPRENT 7315",-41.2627,146.16,Montgomery,Central Coast
Spreyton,Braddon,64,1229,5.2,2.2,Spreyton Primary School,"1 Mersey Main Rd, SPREYTON 7310",-41.21207,146.34434,Mersey,Devonport City
Stanley,Braddon,47,469,10.0,3.3,Stanley Primary School,"28 Pearse St, STANLEY 7331",-40.7603,145.291,Murchison,Circular Head
Stowport,Braddon,9,260,3.5,-2.8,Stowport Public Hall,"580 Stowport Rd, STOWPORT 7321",-41.1124,145.929,Montgomery,Burnie City
Strahan,Braddon,18,284,6.3,1.2,Strahan Primary School,"2 Bay St, STRAHAN 7468",-42.154043,145.320404,Murchison,West Coast
Sulphur Creek,Braddon,74,768,9.6,3.6,Sulphur Creek Hall,"310 Preservation Dr, SULPHUR CREEK 7316",-41.0935,146.026,Montgomery,Central Coast
Tullah,Braddon,4,93,4.3,2.4,Tullah Community Hall,"24 Farrell St, TULLAH 7321",-41.737568,145.616076,Murchison,West Coast
Turners Beach,Braddon,81,861,9.4,2.7,Turners Beach Hall,"Henry St, TURNERS BEACH 7315",-41.1589,146.244,Montgomery,Central Coast
Ulverstone Central,Braddon,58,801,7.2,1.7,Ulverstone Senior Citizens Club,"16 King Edward St, ULVERSTONE 7315",-41.15507,146.171931,Montgomery,Central Coast
Ulverstone East,Braddon,38,625,6.1,2.9,East Ulverstone Primary School,"18 Crawford St, ULVERSTONE 7315",-41.1546,146.192,Montgomery,Central Coast
Ulverstone South,Braddon,117,1496,7.8,2.9,Ulverstone High School,"38 Leven St, ULVERSTONE 7315",-41.16201,146.17091,Montgomery,Central Coast
Waratah,Braddon,10,142,7.0,2.2,Waratah Athenaeum Hall,"18 Smith St, WARATAH 7321",-41.444674,145.530829,Murchison,Waratah-Wynyard
Wesley Vale,Braddon,26,355,7.3,-1.1,Andrews Creek Primary School,"20 Westwind Dr, WESLEY VALE 7307",-41.188828,146.456401,Mersey,Latrobe
West Ulverstone,Braddon,80,1184,6.8,1.4,West Ulverstone Primary School,"34 Maud St, WEST ULVERSTONE 7315",-41.1482,146.16,Montgomery,Central Coast
Wivenhoe,Braddon,26,462,5.6,1.4,Leighland Christian School (Wivenhoe Campus),"Stowport Rd, WIVENHOE 7320",-41.06904,145.93609,Montgomery,Burnie City
Wynyard Central,Braddon,96,1451,6.6,2.4,Wynyard Senior Citizens Club Rooms,"28 Jackson St, WYNYARD 7325",-40.9909,145.729,Murchison,Waratah-Wynyard
Wynyard West,Braddon,97,1348,7.2,3.6,Wynyard High School,"30 Church St, WYNYARD 7325",-40.9867,145.717,Murchison,Waratah-Wynyard
Yolla,Braddon,17,382,4.5,-1.0,Yolla District High School,"School Lane, YOLLA 7325",-41.1237,145.719,Murchison,Waratah-Wynyard
Zeehan,Braddon,13,350,3.7,-1.2,Zeehan Primary School,"7 Belstead St, ZEEHAN 7469",-41.888,145.34,Murchison,West Coast
Austins Ferry,Clark,135,1380,9.8,2.6,St Virgil's College,"195 Main Rd, AUSTINS FERRY 7011",-42.774487,147.251105,Derwent,Glenorchy City
Battery Point,Clark,315,840,37.5,3.8,Albuera Street Primary School,"10A Albuera St, BATTERY POINT 7004",-42.8912,147.326,Hobart,Hobart City
Cascades,Clark,329,699,47.1,-4.8,C3 Church Convention Centre,"64 Anglesea St, SOUTH HOBART 7004",-42.893165,147.30774,Hobart,Hobart City
Chigwell,Clark,92,942,9.8,2.0,Chigwell Barn,"10 Bucaan St, CHIGWELL 7011",-42.811194,147.241655,Derwent,Glenorchy City
Claremont,Clark,120,1001,12.0,3.6,Holy Rosary Catholic School,"29 Wyndham Rd, CLAREMONT 7011",-42.789471,147.248469,Derwent,Glenorchy City
Collinsvale,Clark,76,327,23.2,6.3,Collinsvale Primary School,"508 Collinsvale Rd, COLLINSVALE 7012",-42.8367,147.198,Elwick,Glenorchy City
Dynnyrne,Clark,485,1213,40.0,7.1,Princes Street Primary School,"Randall St, SANDY BAY 7005",-42.8984,147.319,Nelson,Hobart City
Fern Tree,Clark,245,534,45.9,-5.7,Fern Tree Community Centre,"8 Stephenson Pl, FERN TREE 7054",-42.9223,147.262,Hobart,Hobart City
Glenorchy,Clark,294,2138,13.8,3.0,Glenorchy Primary School,"Kensington St, GLENORCHY 7010",-42.832391,147.266343,Elwick,Glenorchy City
Glenorchy Central,Clark,109,543,20.1,4.7,YMCA of Hobart,"8A Constance Ave, GLENORCHY 7010",-42.832197,147.278997,Elwick,Glenorchy City
Goodwood,Clark,55,386,14.2,1.4,Goodwood Primary School,"Elmsleigh Rd, MOONAH 7009",-42.831689,147.293744,Elwick,Glenorchy City
Hobart City (Clark),Clark,450,1087,41.4,2.6,City Hall,"57-63 Macquarie St, HOBART 7000",-42.880478,147.331554,Hobart,Hobart City
Kingston (Clark),Clark,149,510,29.2,2.3,Kingborough Community Hub,"7 Goshawk Way, KINGSTON 7050",-42.976944,147.308333,Nelson,Kingborough
Kingston Beach (Clark),Clark,91,291,31.3,-3.2,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Lenah Valley,Clark,643,2101,30.6,5.4,Lenah Valley Primary School,"11 Creek Rd, LENAH VALLEY 7008",-42.8612,147.29,Elwick,Hobart City
Lower Sandy Bay,Clark,217,906,24.0,6.7,Sandy Bay Infant School,"568 Sandy Bay Rd, SANDY BAY 7005",-42.909594,147.34935,Nelson,Hobart City
Lutana,Clark,208,799,26.0,7.2,Southern ITF Taekwon-Do,"12 Ashbolt Cres, LUTANA 7009",-42.843166,147.309154,Elwick,Glenorchy City
Merton,Clark,215,1390,15.5,3.5,Tolosa Hall,"148 Tolosa St, GLENORCHY 7010",-42.8455,147.265,Elwick,Glenorchy City
Moonah,Clark,241,1018,23.7,6.2,Moonah Community Centre,"7 Gormanston Rd, MOONAH 7009",-42.846325,147.299722,Elwick,Glenorchy City
Moonah East,Clark,255,1014,25.1,6.3,Bowen Road Primary School,"35 Bowen Rd, MOONAH 7009",-42.8474,147.308,Elwick,Glenorchy City
Moonah North,Clark,366,1374,26.6,8.1,Moonah Primary School,"40 Derwent Park Rd, MOONAH 7009",-42.838,147.296,Elwick,Glenorchy City
Mount Nelson,Clark,411,1189,34.6,4.5,Mt Nelson Primary School,"388 Nelson Rd, MOUNT NELSON 7007",-42.9136,147.323,Nelson,Hobart City
Mount Stuart,Clark,343,899,38.2,7.1,Mt Stuart Primary School,"106 Gillon Cres, MOUNT STUART 7000",-42.875,147.299,Hobart,Hobart City
New Town,Clark,246,744,33.1,2.6,The Friends School,"393 Argyle St, NORTH HOBART 7000",-42.867,147.316,Hobart,Hobart City
New Town Central,Clark,143,454,31.5,,New Town Primary School,"36 Forster St, NEW TOWN 7008",-42.857683,147.300576,Hobart,Hobart City
New Town West,Clark,441,1427,30.9,7.3,Sacred Heart College,"67 Clare St, NEW TOWN 7008",-42.8615,147.304,Hobart,Hobart City
North Hobart Central,Clark,505,1272,39.7,4.8,Hobart North Uniting Church,"2 Swan St, NORTH HOBART 7000",-42.8728,147.314,Hobart,Hobart City
Roseneath,Clark,58,684,8.5,-0.4,Austins Ferry Primary School,"13 Brodie St, CLAREMONT 7011",-42.78618,147.240549,Derwent,Glenorchy City
Rosetta,Clark,124,564,22.0,6.5,Rosetta Primary School,"32 Riverview Pde, ROSETTA 7010",-42.821437,147.258738,Elwick,Glenorchy City
Sandfly (Clark),Clark,90,281,32.0,6.9,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandy Bay,Clark,332,1198,27.7,3.3,Wellspring Anglican Church Hall,"43 Grosvenor St, SANDY BAY 7005",-42.8992,147.327,Nelson,Hobart City
Sandy Bay Beach,Clark,117,621,18.8,5.0,Harold Gregg Centre,"1 Southerwood Dr, SANDY BAY 7005",-42.9138,147.355,Nelson,Hobart City
South Hobart,Clark,585,1310,44.7,6.5,St Francis Xavier's Church Hall,"34 Anglesea St, SOUTH HOBART 7004",-42.8949,147.312,Hobart,Hobart City
Taroona,Clark,623,1360,45.8,7.2,Taroona Primary School,"104 Channel Hwy, TAROONA 7053",-42.943302,147.352737,Nelson,Hobart City
Waimea Heights,Clark,237,932,25.4,5.1,Waimea Heights Primary School,"12 Balfour Ct, SANDY BAY 7005",-42.909011,147.33674,Nelson,Hobart City
West Hobart,Clark,162,374,43.3,7.0,Guilford Young College (Hobart Campus),"94 Barrack St, HOBART 7000",-42.882847,147.317632,Hobart,Hobart City
West Hobart Central,Clark,736,1638,44.9,9.5,Lansdowne Crescent Primary School,"15 Gourlay St, WEST HOBART 7000",-42.8819,147.309,Hobart,Hobart City
West Hobart South,Clark,464,978,47.4,6.0,Goulburn Street Primary School,"Forest Rd, WEST HOBART 7000",-42.8878,147.317,Hobart,Hobart City
Windermere,Clark,181,1420,12.7,6.0,Windermere Primary School,"2 Cadbury Rd, CLAREMONT 7011",-42.80013,147.259102,Derwent,Glenorchy City
Adventure Bay,Franklin,32,148,21.6,-3.7,Adventure Bay Hall,"Adventure Bay Rd, ADVENTURE BAY 7150",-43.3458,147.321,Huon,Kingborough
Alonnah,Franklin,73,246,29.7,5.1,Bruny Island District School,"15 School Rd, ALONNAH 7150",-43.31807,147.244455,Huon,Kingborough
Bellerive,Franklin,276,1014,27.2,10.7,Bellerive Primary School,"20 Leslie St, BELLERIVE 7018",-42.872974,147.372791,Pembroke,Clarence City
Blackmans Bay,Franklin,297,1167,25.4,1.8,Blackmans Bay Primary School,"177 Roslyn Ave, BLACKMANS BAY 7052",-42.996938,147.321219,Nelson,Kingborough
Blackmans Bay South,Franklin,247,1025,24.1,2.1,Illawarra Primary School,"6 Tinderbox Rd, BLACKMANS BAY 7052",-43.00865,147.319378,Huon,Kingborough
Cambridge,Franklin,212,1278,16.6,2.2,Cambridge Primary School,"976 Cambridge Rd, CAMBRIDGE 7170",-42.8362,147.442,Rumney,Clarence City
Clarence,Franklin,314,1542,20.4,2.9,Clarence High School,"25 Wentworth St, BELLERIVE 7018",-42.8784,147.389,Pembroke,Clarence City
Clarendon Vale,Franklin,72,854,8.4,3.5,Clarendon Vale Primary School,"25 Mockridge Rd, CLARENDON VALE 7019",-42.8873,147.445,Rumney,Clarence City
Cradoc,Franklin,142,569,25.0,4.9,Cradoc Park,"8243 Channel Hwy, CRADOC 7109",-43.1064,147.034,Huon,Huon Valley
Cygnet,Franklin,448,1470,30.5,0.0,Cygnet Town Hall,"14 Mary St, CYGNET 7112",-43.161953,147.077734,Huon,Huon Valley
Dover,Franklin,77,585,13.2,1.6,Dover District High School,"6940 Huon Hwy, DOVER 7117",-43.3105,147.013,Huon,Huon Valley
Franklin,Franklin,161,677,23.8,-0.2,Palais Theatre,"3388 Huon Hwy, FRANKLIN 7113",-43.089027,147.010524,Huon,Huon Valley
Geeveston,Franklin,122,889,13.7,1.7,Geeveston Primary School,"63 Arve Rd, GEEVESTON 7116",-43.1625,146.922,Huon,Huon Valley
Geilston Bay,Franklin,255,1334,19.1,5.2,Lindisfarne North Primary School,"271 East Derwent Hwy, GEILSTON BAY 7015",-42.8383,147.349,Pembroke,Clarence City
Glen Huon,Franklin,52,304,17.1,-0.5,Glen Huon Primary School,"801 Glen Huon Rd, GLEN HUON 7109",-43.0278,146.962,Huon,Huon Valley
Hobart City (Franklin),Franklin,64,244,26.2,-6.6,Hobart City Hall,"57-63 Macquarie St, HOBART 7000",-42.880478,147.331554,,
