PollingPlaceNm,DivisionNm,GreensVotes_2019,TotalVotes_2019,GreensPercentage_2019,SwingPercentage,PremisesNm_2019,PremisesAddress_2019,Latitude,Longitude,LegCo,LocalCouncil
Geilston Bay,Franklin,263,1942,13.5,3.7,Lindisfarne North Primary School,"271 East Derwent Hwy, GEILSTON BAY 7015",-42.8383,147.349,Pembroke,Clarence City
Glen Huon,Franklin,59,346,17.1,0.5,Glen Huon Primary School,"801 Glen Huon Rd, GLEN HUON 7109",-43.0278,146.96200000000002,Huon,Huon Valley
Hobart City (Franklin),Franklin,83,259,32.0,,144 Macquarie St,"Level 1, HOBART 7000",-42.885223,147.327458,,
Howden,Franklin,103,435,23.7,-1.5,Howden Fire Station,"392 Howden Rd, HOWDEN 7054",-43.019128,147.291545,Huon,Kingborough
Howrah,Franklin,300,2237,13.4,4.7,"Howrah Scout Hall, Howrah Primary School","7 Howrah Rd, HOWRAH 7018",-42.8819,147.404,Pembroke,Clarence City
Huonville,Franklin,187,1489,12.6,0.2,Huonville Primary School,"74 Wilmot Rd, HUONVILLE 7109",-43.02424,147.044783,Huon,Huon Valley
Judbury,Franklin,48,285,16.8,1.5,Judbury Hall,"1273 Glen Huon Rd, JUDBURY 7109",-42.9982,146.9283,Huon,Huon Valley
Kettering,Franklin,152,527,28.8,4.0,Kettering Community Centre,"2963 Channel Hwy, KETTERING 7155",-43.1257,147.247,Huon,Kingborough
Kingston (Franklin),Franklin,436,2318,18.8,5.2,Kingborough Community Hub,"7 Goshawk Way, KINGSTON 7050",-42.976944,147.308333,Nelson,Kingborough
Kingston Beach (Franklin),Franklin,409,1750,23.4,,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Lauderdale,Franklin,372,2351,15.8,3.3,Lauderdale Community Hall,"528A South Arm Rd, LAUDERDALE 7021",-42.913663,147.48627,Rumney,Clarence City
Lindisfarne,Franklin,280,1459,19.2,4.4,Lindisfarne Primary School,"17 Loatta Rd, LINDISFARNE 7015",-42.8519,147.363,Pembroke,Clarence City
Lindisfarne Village,Franklin,274,1514,18.1,6.2,Lindisfarne Citizens Activities Centre,"37A Lincoln St, LINDISFARNE 7015",-42.847111,147.355308,Pembroke,Clarence City
Maranoa Heights,Franklin,202,1579,12.8,4.1,Southern Christian College,"150 Redwood Rd, KINGSTON 7050",-42.9896,147.309,Nelson,Kingborough
Margate,Franklin,395,2075,19.0,1.9,Margate Hall,"1744 Channel Hwy, MARGATE 7054",-43.028999999999996,147.263,Huon,Kingborough
Middleton,Franklin,60,292,20.5,0.8,South Channel Community Centre,"25 McDowall St, MIDDLETON 7163",-43.2311,147.256,Huon,Kingborough
Montagu Bay,Franklin,202,1142,17.7,4.4,Montagu Bay Primary School,"10 Conara Rd, MONTAGU BAY 7018",-42.8646,147.35299999999998,Pembroke,Clarence City
Mornington,Franklin,80,724,11.0,1.8,Citywide Baptist Church,"400 Cambridge Rd, MORNINGTON 7018",-42.856351,147.401753,Pembroke,Clarence City
Mountain River,Franklin,134,662,20.2,5.1,Mountain River Memorial Hall,"263 Mountain River Rd, MOUNTAIN RIVER 7109",-42.9614,147.109,Huon,Huon Valley
Ranelagh,Franklin,152,1057,14.4,2.6,Ranelagh Memorial Hall,"40 Marguerite St, RANELAGH 7109",-43.0086,147.039,Huon,Huon Valley
Risdon Vale,Franklin,76,1226,6.2,0.6,Risdon Vale Primary School,"2 Heather Rd, RISDON VALE 7016",-42.8131,147.35399999999998,Rumney,Clarence City
Rokeby,Franklin,125,1526,8.2,3.4,Rokeby Primary School,"73 Burtonia St, ROKEBY 7019",-42.89895300000001,147.433723,Rumney,Clarence City
Sandfly (Franklin),Franklin,184,801,23.0,0.5,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandford,Franklin,302,1388,21.8,1.3,Sandford Hall,"949 South Arm Rd, SANDFORD 7020",-42.9402,147.495,Rumney,Clarence City
Seven Mile Beach,Franklin,175,867,20.2,8.0,Ramada Resort By Wyndham Seven Mile Beach,"78 Surf Rd, SEVEN MILE BEACH 7170",-42.8526,147.511,Rumney,Clarence City
Snug,Franklin,267,1209,22.1,3.5,Snug Primary School,"2208 Channel Hwy, SNUG 7054",-43.0664,147.255,Huon,Kingborough
South Arm,Franklin,142,674,21.1,4.0,South Arm Primary School,"32 Harmony Lane, SOUTH ARM 7022",-43.0264,147.421,Rumney,Clarence City
Southport,Franklin,22,166,13.3,-9.9,Southport Community Centre,"8606 Huon Hwy, SOUTHPORT 7109",-43.418985,146.95963799999996,Huon,Huon Valley
Tranmere,Franklin,279,2163,12.9,3.5,Tranmere Hall,"27 Tranmere Rd, HOWRAH 7018",-42.8911,147.409,Pembroke,Clarence City
Warrane,Franklin,221,1849,12.0,3.3,Warrane Primary School,"213 Cambridge Rd, WARRANE 7018",-42.86115,147.38256,Pembroke,Clarence City
Woodbridge,Franklin,164,506,32.4,4.4,Woodbridge Hall,"3445 Channel Hwy, WOODBRIDGE 7162",-43.1601,147.239,Huon,Kingborough
Avoca,Lyons,7,156,4.5,0.2,Avoca Primary School,"26-30 St Pauls St, AVOCA 7213",-41.78223300000001,147.726685,McIntyre,Northern Midlands
Bagdad,Lyons,39,749,5.2,0.2,Bagdad Primary School,"46 School Rd, BAGDAD 7030",-42.6249,147.22299999999998,Prosser,Southern Midlands
Bicheno,Lyons,101,591,17.1,5.1,Bicheno War Memorial Hall,"78 Burgess St, BICHENO 7215",-41.8743,148.3003,Prosser,Glamorgan-Spring Bay
Bothwell,Lyons,10,353,2.8,0.5,Bothwell Council Chambers,"19 Alexander St, BOTHWELL 7030",-42.3819,147.006,Derwent,Central Highlands
Bracknell,Lyons,22,468,4.7,-1.4,Bracknell War Memorial Hall,"Louisa St, BRACKNELL 7302",-41.6512,146.94299999999998,McIntyre,Meander Valley
Bridgewater,Lyons,83,2107,3.9,0.5,Brighton Civic Centre,"25 Green Point Rd, BRIDGEWATER 7030",-42.739164,147.243512,Derwent,Brighton
Brighton,Lyons,132,2367,5.6,2.5,Brighton Primary School,"27 Downie St, BRIGHTON 7030",-42.6991,147.25799999999998,Derwent,Brighton
Broadmarsh,Lyons,16,243,6.6,1.1,Broadmarsh Hall,"1218 Elderslie Rd, BROADMARSH 7030",-42.6567,147.126,Prosser,Southern Midlands
Campania,Lyons,49,586,8.4,2.1,Campania Hall,"45 Reeve St, CAMPANIA 7026",-42.667109,147.421053,Prosser,Southern Midlands
Campbell Town,Lyons,36,714,5.0,2.9,Campbell Town Town Hall,"75 High St, CAMPBELL TOWN 7210",-41.926995,147.494438,Prosser,Northern Midlands
Carlton,Lyons,53,294,18.0,,Salvation Army Carlton,"225-227 Carlton River Rd, CARLTON 7173",-42.863899,147.639051,Prosser,Sorell
Carrick,Lyons,36,623,5.8,0.2,Carrick Public Hall,"29 Meander Valley Rd, CARRICK 7291",-41.530917,147.011259,McIntyre,Meander Valley
Chudleigh,Lyons,28,269,10.4,-5.0,Chudleigh Memorial Hall,"54 Sorell St, CHUDLEIGH 7304",-41.557239,146.481292,McIntyre,Meander Valley
Claude Road,Lyons,50,404,12.4,1.1,Claude Road Memorial Hall,"787 Claude Rd, CLAUDE ROAD 7306",-41.4343,146.275,Montgomery,Kentish
Colebrook,Lyons,12,165,7.3,4.0,Colebrook Memorial Hall,"45 Richmond St, COLEBROOK 7027",-42.533165,147.362603,Prosser,Southern Midlands
Coles Bay,Lyons,32,152,21.1,-3.0,Coles Bay Community Hall,"60 Harold St, COLES BAY 7215",-42.1249,148.286,Prosser,Glamorgan-Spring Bay
Copping,Lyons,39,219,17.8,-8.8,Copping Hall,"69 Allanby St, COPPING 7174",-42.819982,147.802747,Prosser,Sorell
Cressy,Lyons,29,670,4.3,1.3,Cressy Community Hall,"67 Main St, CRESSY 7302",-41.685476,147.080745,McIntyre,Northern Midlands
Deloraine,Lyons,239,1870,12.8,2.3,Deloraine High School Hall,"East Barrack St, DELORAINE 7304",-41.52917,146.66111,McIntyre,Meander Valley
Dodges Ferry,Lyons,236,1372,17.2,1.5,Dodges Ferry Community Recreation Centre,"532 Old Forcett Rd, DODGES FERRY 7173",-42.8485,147.624,Prosser,Sorell
Dromedary,Lyons,29,371,7.8,-2.1,Dromedary (Millvale) Community Hall,"14 Millvale Rd, DROMEDARY 7030",-42.7282,147.179,Derwent,Brighton
Dunalley,Lyons,57,331,17.2,4.0,Dunalley Community Hall,"5 Franklin St, DUNALLEY 7177",-42.887008,147.812638,Prosser,Sorell
Elizabeth Town,Lyons,23,339,6.8,-2.8,Elizabeth Town Fire Station,"5816 Bass Hwy, ELIZABETH TOWN 7304",-41.461865,146.56381299999995,McIntyre,Meander Valley
Epping Forest,Lyons,6,149,4.0,,Epping Hall,"13517 Midland Hwy, EPPING FOREST 7211",-41.758076,147.349062,McIntyre,Northern Midlands
Evandale,Lyons,85,906,9.4,-0.2,Evandale Primary School,"5-11 Barclay St, EVANDALE 7212",-41.5672,147.247,McIntyre,Northern Midlands
Fingal,Lyons,8,283,2.8,-1.5,Fingal Activity Centre (former Council Chambers),"29 Talbot St, FINGAL 7214",-41.638074,147.970144,McIntyre,Break O'Day
Forcett,Lyons,47,407,11.5,4.7,Forcett Public Hall,"699 Arthur Hwy, FORCETT 7173",-42.806209,147.63186299999995,Prosser,Sorell
Gagebrook,Lyons,40,993,4.0,0.1,Gagebrook Primary School,"4 Tottenham Rd, GAGEBROOK 7030",-42.7488,147.276,Derwent,Brighton
Glenora,Lyons,20,321,6.2,2.8,Glenora District High School,"620 Gordon River Rd, GLENORA 7140",-42.6969,146.889,Derwent,Derwent Valley
Granton,Lyons,33,612,5.4,0.4,Granton Memorial Hall,"1 Lyell Hwy, GRANTON 7030",-42.7498,147.224,Derwent,Derwent Valley
Hadspen,Lyons,54,1212,4.5,-0.3,Hadspen Uniting Church Centre,"47 Main St, HADSPEN 7290",-41.5064,147.064,Launceston,Meander Valley
Hagley,Lyons,19,302,6.3,0.2,Hagley Farm Primary School,"2508 Meander Valley Rd, HAGLEY 7292",-41.526508,146.903129,McIntyre,Meander Valley
Kempton,Lyons,12,361,3.3,-1.1,Kempton Memorial Hall,"89 Main St, KEMPTON 7030",-42.531821,147.200647,Prosser,Southern Midlands
Lachlan,Lyons,55,459,12.0,0.0,Lachlan Community Hall,"511 Lachlan Rd, LACHLAN 7140",-42.8304,147.043,Derwent,Derwent Valley
Longford,Lyons,90,2109,4.3,-0.7,Longford War Memorial Hall,"53 Wellington St, LONGFORD 7301",-41.59314000000001,147.121997,McIntyre,Northern Midlands
Lower Barrington,Lyons,35,568,6.2,-2.8,Lower Barrington Public Hall,"1027 Sheffield Rd, LOWER BARRINGTON 7306",-41.291000000000004,146.291,Montgomery,Kentish
Magra,Lyons,18,579,3.1,-0.1,Magra CWA Building,"377 Back River Rd, MAGRA 7140",-42.7559,147.054,Derwent,Derwent Valley
Meander,Lyons,32,246,13.0,-2.9,Meander Hall,"124 Main Rd, MEANDER 7304",-41.65198,146.609993,McIntyre,Meander Valley
Midway Point,Lyons,114,1124,10.1,3.4,Midway Point Community Hall,"34 Raynors Rd, MIDWAY POINT 7171",-42.7997,147.533,Rumney,Sorell
Miena,Lyons,15,190,7.9,4.2,Miena Community Centre,"55-57 Cider Gum Rd, MIENA 7030",-41.9937,146.708,Derwent,Central Highlands
Mole Creek,Lyons,30,325,9.2,-1.5,Mole Creek Primary School,"4 Caveside Rd, MOLE CREEK 7304",-41.557472,146.406501,McIntyre,Meander Valley
Molesworth,Lyons,42,324,13.0,0.0,Molesworth Community Hall,"560 Molesworth Rd, MOLESWORTH 7140",-42.80423,147.161093,Derwent,Derwent Valley
New Norfolk,Lyons,162,2090,7.8,1.6,New Norfolk Primary School,"8 Pioneer Ave, NEW NORFOLK 7140",-42.7793,147.064,Derwent,Derwent Valley
New Norfolk North,Lyons,48,1218,3.9,1.6,Fairview Primary School,"211 Back River Rd, NEW NORFOLK 7140",-42.774251,147.04917,Derwent,Derwent Valley
Nubeena,Lyons,129,675,19.1,3.8,Tasman Civic Centre,"21 Clarke St, NUBEENA 7184",-43.099706,147.744677,Prosser,Tasman
Oatlands,Lyons,34,674,5.0,-0.2,Oatlands District High School,"27 Church St, OATLANDS 7120",-42.301506,147.37182099999995,Prosser,Southern Midlands
Old Beach,Lyons,147,1671,8.8,3.2,Old Beach Community Centre,"86 Jetty Rd, OLD BEACH 7017",-42.77427,147.26576,Rumney,Brighton
Orford,Lyons,37,445,8.3,1.8,Orford Primary School,"35 Charles st, ORFORD 7190",-42.563502,147.87386,Prosser,Glamorgan-Spring Bay
Ouse,Lyons,12,295,4.1,2.3,Ouse Online Centre,"6947 Lyell Hwy, OUSE 7140",-42.485288,146.711018,Derwent,Central Highlands
Perth,Lyons,97,1833,5.3,1.5,Perth Community Centre,"173 Fairtlough St, PERTH 7300",-41.5725,147.173,McIntyre,Northern Midlands
Pontville,Lyons,37,714,5.2,1.2,Pontville Old Council Chambers,"371 Brighton Rd, PONTVILLE 7030",-42.683895,147.265554,Prosser,Brighton
Primrose Sands,Lyons,41,465,8.8,1.7,Primrose Sands Community Hall,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",-42.892403,147.671829,Prosser,Sorell
Prospect (Lyons),Lyons,96,1430,6.7,,St Patrick's College,"282 Westbury Rd, PROSPECT 7250",-41.472,147.126,Rosevears,Launceston City
Prospect Vale,Lyons,76,1139,6.7,1.1,Residential Retirement Village Clubrooms,"12 Casino Rise, PROSPECT VALE 7250",-41.4782,147.11,Launceston,Meander Valley
Railton,Lyons,30,696,4.3,-2.8,Sheffield School - Railton Campus,"94 Foster St, RAILTON 7305",-41.3526,146.414,McIntyre,Kentish
Richmond,Lyons,107,875,12.2,1.3,Richmond Primary School,"Commercial Rd, RICHMOND 7025",-42.739282,147.437988,Rumney,Clarence City
Ross,Lyons,20,295,6.8,3.7,Ross Town Hall,"12 Bridge St, ROSS 7209",-42.031409,147.492498,Prosser,Northern Midlands
Scamander,Lyons,61,433,14.1,-0.2,Scamander Sports Complex,"1 Old Coach Rd, SCAMANDER 7215",-41.454218,148.26009,McIntyre,Break O'Day
Sheffield,Lyons,71,999,7.1,0.2,Sheffield School,"12 Henry St, SHEFFIELD 7306",-41.380689,146.33031599999995,Montgomery,Kentish
Sorell,Lyons,134,1654,8.1,2.2,Sorell Memorial Hall,"47 Cole St, SORELL 7172",-42.780612,147.560628,Prosser,Sorell
Sorell South,Lyons,20,182,11.0,,Sorell School,"41 Gordon St, SORELL 7172",-42.7859,147.561,Prosser,Sorell
St Helens,Lyons,111,919,12.1,1.0,St Helens Memorial Hall,"39 Cecilia St, ST HELENS 7216",-41.322629,148.249351,McIntyre,Break O'Day
St Marys,Lyons,72,525,13.7,1.5,St Marys Community Hall,"23 Main St, ST MARYS 7215",-41.579691,148.18531000000004,McIntyre,Break O'Day
Summerhill (Lyons),Lyons,25,406,6.2,,Summerhill Baptist Church,"87 Stanley St, SUMMERHILL 7250",-41.465798,147.12723799999995,Rosevears,Launceston City
Swansea,Lyons,71,715,9.9,1.4,Swansea Town Hall,"12 Franklin St, SWANSEA 7190",-42.1245,148.077,Prosser,Glamorgan-Spring Bay
Taranna,Lyons,70,368,19.0,3.9,Tasman Peninsula Community Centre,"Gourlay Rd, TARANNA 7180",-43.037984,147.867522,Prosser,Tasman
Tea Tree,Lyons,23,249,9.2,-1.2,Tea Tree Community Hall,"Briar Banks Rd, TEA TREE 7017",-42.689533,147.323592,Prosser,Brighton
Triabunna,Lyons,23,656,3.5,-1.7,Triabunna Hall,"3 Vicary St, TRIABUNNA 7190",-42.50822,147.91038400000005,Prosser,Glamorgan-Spring Bay
Tunnack,Lyons,8,263,3.0,-0.9,Tunnack Public Hall,"2147 Tunnack Rd, TUNNACK 7120",-42.456521,147.461779,Prosser,Southern Midlands
Westbury,Lyons,100,1260,7.9,-0.5,Westbury Town Hall,"26 Lyall St, WESTBURY 7303",-41.528106,146.83102,McIntyre,Meander Valley
Westerway,Lyons,42,434,9.7,2.9,Westerway Primary School,"1619 Gordon River Rd, WESTERWAY 7140",-42.6775,146.787,Derwent,Derwent Valley
Wilmot,Lyons,23,217,10.6,-5.4,Wilmot Memorial Hall,"53 Main St, WILMOT 7310",-41.3864,146.175,Montgomery,Kentish
